town,address,land_area,object_num,building_area,n_bed,n_hall,n_bath,price,unitprice,main_area,aux_area,balcony_area,trans_num,year,month,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,percent_aux,percent_balcony,n_story,n_material,n_urb_zoning,d_urban,d_elevator,completion_year,age,d_presale,d_comp,d_manager,d_spec_rel,d_presale_2,d_notreg,d_hotspring,d_leak,d_reno,closest_station,min_dist
宜蘭市,宜蘭縣宜蘭市嵐峰路三段１０８巷１１號,93.0,土地1建物1車位0,113.42,9,0,9,9150000.0,80674.0,113.42,0.0,0.0,,2019,7,6630,3345,4909,9975,0.0,0.0,2.0,enf_brick,res,1,,1981.0,38.0,0,1,0,0,0,0,0,0,0,宜蘭,3345
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１號,99.0,土地2建物1車位0,169.84,4,2,3,7100000.0,41804.0,162.88,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.1000000000000005,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之２號,99.0,土地2建物1車位0,167.16,4,2,3,7360000.0,44030.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之３號,102.0,土地2建物1車位0,167.16,4,2,3,7410000.0,44329.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之５號,105.0,土地2建物1車位0,167.16,4,2,3,7550000.0,45166.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１９號,99.0,土地3建物1車位0,167.16,4,2,3,7350000.0,43970.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之２０號,113.0,土地3建物1車位0,169.84,4,2,3,7400000.0,43570.0,162.88,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.1000000000000005,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１２號,104.0,土地2建物1車位0,167.16,4,2,3,7650000.0,45765.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１３號,104.0,土地2建物1車位0,167.16,4,2,3,7550000.0,45166.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１５號,103.0,土地2建物1車位0,167.16,4,2,3,7560000.0,45226.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１６號,102.0,土地2建物1車位0,167.16,4,2,3,7400000.0,44269.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１７號,101.0,土地2建物1車位0,167.16,4,2,3,7400000.0,44269.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之７號,109.0,土地2建物1車位0,167.16,4,2,3,7600000.0,45465.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之８號,108.0,土地3建物1車位0,167.16,4,2,3,7620000.0,45585.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之９號,107.0,土地3建物1車位0,167.16,4,2,3,7520000.0,44987.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１０號,110.0,土地3建物1車位0,169.84,4,2,3,7500000.0,44159.0,162.88,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.1000000000000005,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１１號,109.0,土地2建物1車位0,169.84,4,2,3,7700000.0,45337.0,162.88,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.1000000000000005,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
蘇澳鎮,宜蘭縣蘇澳鎮福安新村４８號,57.0,土地1建物1車位0,69.48,3,2,2,1000000.0,14393.0,69.48,0.0,0.0,,2019,8,30919,28650,24483,20317,0.0,0.0,2.0,enf_brick,res,1,,1978.0,41.0,0,1,0,0,0,0,0,0,0,羅東,20317
員山鄉,宜蘭縣員山鄉賢德路一段８１巷４０號,142.53,土地1建物1車位0,254.48,4,3,4,14200000.0,55800.0,226.72,0.0,27.76,,2019,8,12141,5975,4812,9423,0.0,10.91,4.0,rc,,0,,2018.0,1.0,0,1,0,0,0,0,0,0,0,縣政中心,4812
礁溪鄉,宜蘭縣礁溪鄉十六結路三城巷４９號,94.0,土地1建物1車位0,130.64,4,2,3,6200000.0,47459.0,130.64,0.0,0.0,,2019,8,3184,6820,11488,18799,0.0,0.0,2.0,enf_brick,,0,,1980.0,39.0,0,1,0,0,0,0,0,0,0,四城,3184
壯圍鄉,宜蘭縣壯圍鄉新南路四段１２１號,239.18,土地5建物1車位0,177.58,4,2,4,9800000.0,55186.0,164.06,0.0,13.52,,2019,6,9649,5344,1933,6381,0.0,7.61,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,1933
壯圍鄉,宜蘭縣壯圍鄉新南路四段１１６號,242.44,土地5建物1車位0,179.12,4,2,4,9800000.0,54712.0,164.01,0.0,15.11,,2019,7,9710,5611,2200,6648,0.0,8.44,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,2200
壯圍鄉,宜蘭縣壯圍鄉新南路四段１１７號,245.21,土地5建物1車位0,179.61,4,2,4,9884500.0,55033.0,164.61,0.0,15.0,,2019,6,9710,5611,2200,6648,0.0,8.35,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,2200
壯圍鄉,宜蘭縣壯圍鄉新南路四段１１９號,235.21,土地6建物1車位0,178.43,4,2,4,9684500.0,54276.0,164.76,0.0,13.67,,2019,6,9710,5611,2200,6648,0.0,7.66,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,2200
冬山鄉,宜蘭縣冬山鄉梅花路６０號,82.63,土地1建物1車位0,110.7,5,2,3,6500000.0,58717.0,110.7,0.0,0.0,,2019,3,16409,12679,9268,3206,0.0,0.0,2.0,enf_brick,,0,,1978.0,41.0,0,1,0,0,0,0,0,0,0,羅東,3206
宜蘭市,宜蘭縣宜蘭市力行路１７９巷１７號,68.37,土地1建物1車位0,96.4,3,2,2,5000000.0,51867.0,96.4,0.0,0.0,,2019,7,2888,1246,5611,12560,0.0,0.0,2.0,enf_brick,res,1,,,,0,1,0,0,0,0,0,0,0,宜蘭,1246
礁溪鄉,宜蘭縣礁溪鄉塭底路７０之１０號。,1178.0,土地2建物2車位0,307.91,5,2,6,19500000.0,63330.0,307.91,0.0,0.0,,2019,5,7493,9358,12127,18683,0.0,0.0,3.0,rc,,0,,2015.0,4.0,0,1,0,0,0,0,0,0,0,四城,7493
壯圍鄉,宜蘭縣壯圍鄉壯五路１３０巷１０號,109.44,土地2建物1車位0,179.47,4,3,3,9000000.0,50148.0,164.59,0.0,14.88,,2019,7,6528,3693,5313,10803,0.0,8.290000000000001,3.0,rc,res,1,,2018.0,1.0,0,1,0,0,0,0,0,0,0,宜蘭,3693
壯圍鄉,宜蘭縣壯圍鄉新南路四段１１８巷１號,220.44,土地5建物1車位0,179.14,4,2,4,9100000.0,50798.0,164.29,0.0,14.85,,2019,7,9710,5611,2200,6648,0.0,8.290000000000001,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,2200
宜蘭市,宜蘭縣宜蘭市農權路三段７９巷１６號,67.0,土地2建物1車位0,94.08,7,2,3,6730000.0,71535.0,94.08,0.0,0.0,,2019,7,5595,2476,5439,10504,0.0,0.0,2.0,enf_brick,res,1,,1981.0,38.0,0,1,0,0,0,0,0,0,0,宜蘭,2476
五結鄉,宜蘭縣五結鄉三結五路2巷113號,98.07,土地2建物1車位0,172.12,4,2,4,8200000.0,47641.0,156.72,0.0,15.4,,2018,5,11445,7518,4107,4601,0.0,8.95,3.0,rc,,0,,2019.0,0.0,1,1,0,0,0,0,0,0,0,縣政中心,4107
五結鄉,宜蘭縣五結鄉三結五路2巷109號,116.53,土地3建物1車位0,184.71,4,2,4,9000000.0,48725.0,171.06,0.0,13.65,,2018,4,11445,7518,4107,4601,0.0,7.39,3.0,rc,,0,,2019.0,0.0,1,1,0,0,0,0,0,0,0,縣政中心,4107
宜蘭市,宜蘭縣宜蘭市中華路１６９號,78.11,土地1建物1車位0,116.38,4,2,3,10000000.0,85925.0,116.38,0.0,0.0,,2019,7,4813,976,3379,9011,0.0,0.0,2.0,enf_brick,res,1,,,,0,1,0,0,0,0,0,0,0,宜蘭,976
壯圍鄉,宜蘭縣壯圍鄉壯志路２４之１號,85.02,土地2建物1車位0,194.75,4,2,3,8000000.0,41078.0,166.55,15.82,12.38,,2019,7,6310,4041,5333,10823,8.12,6.36,3.0,rc,res,1,,1995.0,24.0,0,1,0,0,0,0,0,0,0,宜蘭,4041
壯圍鄉,宜蘭縣壯圍鄉新南路四段１１８巷６號,215.08,土地4建物1車位0,179.47,4,2,4,9880000.0,55051.0,164.1,0.0,15.37,,2019,6,9710,5611,2200,6648,0.0,8.559999999999999,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,2200
宜蘭市,宜蘭縣宜蘭市建業路９２巷５６號,245.06,土地1建物1車位0,209.91,4,4,3,18500000.0,88133.0,195.27,0.0,14.64,,2019,7,9951,4471,2374,7813,0.0,6.97,3.0,,res,1,,2007.0,12.0,0,1,0,0,0,0,0,0,0,縣政中心,2374
宜蘭市,宜蘭縣宜蘭市文化路１４８號,84.75,土地1建物1車位0,200.26,8,4,4,12000000.0,59922.0,200.26,0.0,0.0,,2019,6,4489,1237,3935,9567,0.0,0.0,4.0,rc,res,1,,1989.0,30.0,0,1,0,0,0,1,0,0,0,宜蘭,1237
壯圍鄉,宜蘭縣壯圍鄉新南路四段１１８巷２號,210.68,土地4建物1車位0,179.63,4,2,4,9050000.0,50381.0,163.93,0.0,15.7,,2019,7,9710,5611,2200,6648,0.0,8.74,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,2200
壯圍鄉,宜蘭縣壯圍鄉古結路３０之１８號,101.0,土地3建物1車位0,167.16,4,2,3,7450000.0,44568.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
羅東鎮,宜蘭縣羅東鎮北成路二段１８號,235.4,土地2建物1車位0,163.86,4,2,2,14230000.0,86842.0,161.84,2.02,0.0,,2019,7,14899,11168,7758,2079,1.23,0.0,2.0,rc,,0,,1986.0,33.0,0,1,0,0,0,0,0,0,0,羅東,2079
羅東鎮,宜蘭縣羅東鎮中山路四段１６３號,135.0,土地4建物2車位0,101.53,3,1,1,9880000.0,97311.0,101.53,0.0,0.0,,2019,7,14007,10277,6867,1786,0.0,0.0,1.0,brick,comm,1,,1943.0,76.0,0,1,0,0,0,0,0,0,0,羅東,1786
羅東鎮,宜蘭縣羅東鎮光明街１５５號,113.0,土地1建物1車位0,131.78,4,2,4,10580000.0,80285.0,131.78,0.0,0.0,,2019,7,15112,11382,7972,2022,0.0,0.0,2.0,enf_brick,res,1,,1986.0,33.0,0,1,0,0,0,0,0,0,0,羅東,2022
羅東鎮,宜蘭縣羅東鎮開羅街３８巷１號,102.0,土地2建物1車位0,70.43,3,2,2,7100000.0,100809.0,64.26,6.17,0.0,,2019,8,16433,10713,7303,556,8.76,0.0,3.0,rc,res,1,,1999.0,20.0,0,1,0,0,0,0,0,0,0,羅東,556
冬山鄉,宜蘭縣冬山鄉鹿埔路５０３巷１０號,102.63,土地5建物1車位0,172.85,4,2,4,8500000.0,49176.0,157.98,0.0,14.87,,2019,4,18365,14634,11224,5499,0.0,8.6,3.0,,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,羅東,5499
五結鄉,宜蘭縣五結鄉大眾東路１１０號,442.03,土地1建物1車位0,97.92,4,1,2,6000000.0,61275.0,97.92,0.0,0.0,,2019,7,14558,12852,9963,8002,0.0,0.0,2.0,brick,,0,,1977.0,42.0,0,1,0,0,0,0,0,0,0,羅東,8002
五結鄉,宜蘭縣五結鄉中正路一段１巷２５弄２號,107.33,土地2建物1車位0,220.25,5,2,5,10600000.0,48127.0,187.11,29.64,3.5,,2019,8,11745,8015,4604,1957,13.459999999999999,1.59,3.0,rc,res,1,,2006.0,13.0,0,1,0,0,0,0,0,0,0,羅東,1957
宜蘭市,宜蘭縣宜蘭市黎明一路１３０巷1號,114.76,土地7建物1車位0,169.49,3,2,4,9580000.0,56523.0,154.57,0.0,14.92,,2019,7,6569,4446,4201,10245,0.0,8.799999999999999,3.0,rc,agr,1,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4201
宜蘭市,宜蘭縣宜蘭市黎明一路１３０巷5號,125.26,土地5建物1車位0,187.61,3,2,4,11260000.0,60018.0,172.14,0.0,15.47,,2018,6,6569,4446,4201,10245,0.0,8.25,3.0,rc,agr,1,,2019.0,0.0,1,1,0,0,0,0,0,0,0,縣政中心,4201
宜蘭市,宜蘭縣宜蘭市黎明一路１３０巷16號,127.76,土地6建物1車位0,172.1,4,4,2,9700000.0,56363.0,156.62,0.0,15.48,,2019,8,6569,4446,4201,10245,0.0,8.99,3.0,rc,agr,1,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4201
宜蘭市,宜蘭縣宜蘭市黎明一路132之1號,104.76,土地3建物1車位0,155.99,4,4,2,8700000.0,55773.0,141.12,0.0,14.87,,2019,6,6562,4453,4209,10237,0.0,9.53,3.0,rc,agr,1,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4209
壯圍鄉,宜蘭縣壯圍鄉古結路１０８號,97.0,土地1建物1車位0,179.08,3,3,4,6500000.0,36297.0,155.98,23.1,0.0,,2019,7,8646,5846,4439,10500,12.9,0.0,3.0,rc,,0,,1993.0,26.0,0,1,0,0,0,0,0,0,0,縣政中心,4439
宜蘭市,宜蘭縣宜蘭市農權路三段173號,124.22,土地2建物1車位0,234.42,4,2,5,11800000.0,50337.0,200.34,19.29,14.79,,2019,7,5310,2660,5623,10689,8.23,6.3100000000000005,3.0,rc,res,1,,2005.0,14.0,0,1,0,0,0,0,0,0,0,宜蘭,2660
宜蘭市,宜蘭縣宜蘭市成功路３９巷４３號,84.01,土地2建物1車位0,163.06,5,2,3,7000000.0,42929.0,121.96,0.0,41.1,,2019,6,4728,1295,5607,10379,0.0,25.21,4.0,rc,res,1,,1992.0,27.0,0,1,0,0,0,0,0,1,0,宜蘭,1295
壯圍鄉,宜蘭縣壯圍鄉新福一路３１巷２弄１５號,96.2,土地6建物1車位0,144.79,3,2,3,7180000.0,49589.0,130.45,0.0,14.34,,2019,7,9510,6617,3370,8706,0.0,9.9,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,3370
壯圍鄉,宜蘭縣壯圍鄉美福路三段４２巷１弄２號,139.27,土地2建物1車位0,209.77,4,2,5,11380000.0,54250.0,196.35,0.0,13.42,,2019,7,8758,6057,2073,7902,0.0,6.4,3.0,rc,,0,,2018.0,1.0,0,1,0,0,0,0,0,0,0,縣政中心,2073
冬山鄉,宜蘭縣冬山鄉順安路３０巷８號,136.03,土地1建物1車位0,133.1,0,0,2,6650000.0,49962.0,133.1,0.0,0.0,,2019,7,20184,12789,9379,5029,0.0,0.0,2.0,enf_brick,agr,1,,1988.0,31.0,0,1,0,0,0,0,0,0,0,羅東,5029
宜蘭市,宜蘭縣宜蘭市黎明路６２６號,146.0,土地4建物1車位0,204.71,5,2,3,11000000.0,53735.0,161.03,18.89,24.79,,2019,7,6029,2505,2545,8212,9.229999999999999,12.11,3.0,rc,agr,1,,2008.0,11.0,0,1,0,0,0,1,0,0,0,宜蘭,2505
壯圍鄉,宜蘭縣壯圍鄉新南路四段１１８巷５號,242.9,土地4建物1車位0,180.74,4,2,4,9650000.0,53392.0,166.15,0.0,14.59,,2019,7,9710,5611,2200,6648,0.0,8.07,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,2200
宜蘭市,宜蘭縣宜蘭市復興路一段３８巷１號,94.0,土地1建物1車位0,83.23,2,2,2,6300000.0,75694.0,83.23,0.0,0.0,,2019,8,4824,987,3392,9024,0.0,0.0,2.0,enf_brick,res,1,,1969.0,50.0,0,1,0,0,0,0,0,0,0,宜蘭,987
三星鄉,宜蘭縣三星鄉集慶二路１９號,96.3,土地1建物1車位0,124.8,4,2,3,3800000.0,30449.0,110.4,4.8,9.6,,2019,7,21829,16746,14689,12373,3.85,7.6899999999999995,2.0,,res,1,,1981.0,38.0,0,1,0,0,0,0,0,0,0,羅東,12373
五結鄉,宜蘭縣五結鄉中正路三段１５號,181.01,土地1建物1車位0,560.25,11,4,6,20500000.0,36591.0,548.7,11.55,0.0,,2019,8,10593,6863,3452,3129,2.06,0.0,5.0,rc,res,1,,1991.0,28.0,0,1,0,0,0,0,0,0,0,羅東,3129
冬山鄉,宜蘭縣冬山鄉冬山路三段５０３號,21.06,土地1建物1車位0,13.44,0,0,0,1500000.0,111607.0,13.44,0.0,0.0,,2019,8,17808,11849,8439,2520,0.0,0.0,1.0,enf_brick,res,1,,1971.0,48.0,0,0,0,0,0,0,0,0,0,羅東,2520
蘇澳鎮,宜蘭縣蘇澳鎮城東路２２０巷６號,107.33,土地2建物1車位0,189.7,4,2,5,7200000.0,37955.0,177.67,0.0,12.03,,2019,7,23808,21539,17372,13206,0.0,6.34,3.0,rc,res,1,,2019.0,0.0,0,1,0,0,0,0,0,0,0,羅東,13206
冬山鄉,宜蘭縣冬山鄉義成路三段３８３巷２９弄２號,108.68,土地1建物1車位0,83.44,3,2,2,4933500.0,59126.0,83.44,0.0,0.0,,2019,8,14595,10865,7454,1696,0.0,0.0,2.0,enf_brick,res,1,,1971.0,48.0,0,1,0,0,0,0,0,0,0,羅東,1696
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３９７巷６號,122.0,土地1建物1車位0,214.07,5,2,4,7400000.0,34568.0,201.34,0.0,12.73,,2019,7,22615,20345,16179,12012,0.0,5.949999999999999,3.0,rc,res,1,,2011.0,8.0,0,1,0,0,0,0,0,0,0,羅東,12012
五結鄉,宜蘭縣五結鄉大吉五路１２１巷５３號,203.08,土地3建物1車位0,195.52,4,2,3,9150000.0,46798.0,180.14,0.0,15.38,,2019,7,12557,10287,6074,6357,0.0,7.870000000000001,3.0,rc,,0,,2012.0,7.0,0,1,0,0,0,1,0,0,0,縣政中心,6074
壯圍鄉,宜蘭縣壯圍鄉古結路３０之６號,107.0,土地2建物1車位0,167.16,4,2,3,7500000.0,44867.0,160.2,0.0,6.96,,2019,8,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
五結鄉,宜蘭縣五結鄉利成路二段２０６號,91.17,土地1建物1車位0,132.34,4,2,2,7400000.0,55917.0,132.34,0.0,0.0,,2019,8,18294,16024,13057,6383,0.0,0.0,2.0,enf_brick,,0,,1978.0,41.0,0,1,0,0,0,0,0,0,0,羅東,6383
五結鄉,宜蘭縣五結鄉五結路二段９８巷３８弄５號,92.7,土地1建物1車位0,191.08,4,2,4,9350872.0,48937.0,169.23,0.0,21.85,,2019,2,13705,11436,7265,5397,0.0,11.44,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,羅東,5397
五結鄉,宜蘭縣五結鄉五結路二段９８巷３８弄９號,104.9,土地1建物1車位0,205.23,4,2,4,9607764.0,46815.0,183.24,0.0,21.99,,2018,12,13705,11436,7265,5397,0.0,10.71,3.0,rc,,0,,2019.0,0.0,1,1,0,0,0,0,0,0,0,羅東,5397
五結鄉,宜蘭縣五結鄉五結路二段９８巷３８弄３號,92.7,土地1建物1車位0,191.08,4,2,4,9401154.0,49200.0,169.23,0.0,21.85,,2019,3,13705,11436,7265,5397,0.0,11.44,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,羅東,5397
五結鄉,宜蘭縣五結鄉五結路二段９８巷３８弄１號,96.0,土地1建物1車位0,198.15,4,2,4,9412080.0,47500.0,176.01,0.0,22.14,,2018,6,13705,11436,7265,5397,0.0,11.17,3.0,rc,,0,,2019.0,0.0,1,1,0,0,0,0,0,0,0,羅東,5397
五結鄉,宜蘭縣五結鄉五結路二段９８巷３８弄７號,92.7,土地1建物1車位0,191.08,4,2,4,9380000.0,49089.0,169.23,0.0,21.85,,2018,9,13705,11436,7265,5397,0.0,11.44,3.0,rc,,0,,2019.0,0.0,1,1,0,0,0,0,0,0,0,羅東,5397
五結鄉,宜蘭縣五結鄉舊街二路１３２號,420.63,土地1建物1車位0,399.99,4,2,5,25000000.0,62502.0,389.0,0.0,10.99,,2019,8,9846,6116,2705,3702,0.0,2.75,2.0,rc,res,1,,2018.0,1.0,0,1,0,0,0,0,0,0,0,縣政中心,2705
冬山鄉,宜蘭縣冬山鄉梅花路５００巷１６４號,78.0,土地1建物1車位0,103.84,4,3,3,3400000.0,32743.0,103.84,0.0,0.0,,2019,8,16556,12826,9415,5312,0.0,0.0,2.0,enf_brick,,0,,1981.0,38.0,0,1,0,0,0,0,0,0,0,羅東,5312
冬山鄉,宜蘭縣冬山鄉丸山一路２７７巷７號,136.6,土地5建物1車位0,211.59,4,2,5,8600000.0,40645.0,189.57,8.18,13.84,,2019,8,21424,14088,10677,6269,3.8699999999999997,6.54,3.0,,,0,,2017.0,2.0,0,1,0,0,0,0,0,0,0,羅東,6269
宜蘭市,宜蘭縣宜蘭市大福路一段１１巷８號,83.0,土地1建物1車位0,180.99,4,1,3,5750000.0,31770.0,130.51,27.46,23.02,,2019,6,2902,2216,5897,13488,15.17,12.72,3.0,rc,,0,,2007.0,12.0,0,1,0,0,0,0,0,0,0,宜蘭,2216
五結鄉,宜蘭縣五結鄉利成路一段５０巷３７號,69.58,土地1建物1車位0,153.19,3,2,2,3000000.0,19584.0,133.61,12.83,6.75,,2019,8,19716,17446,13280,7805,8.38,4.41,4.0,rc,,0,,1995.0,24.0,0,1,0,0,0,0,0,0,0,羅東,7805
蘇澳鎮,宜蘭縣蘇澳鎮大同路６８號,112.5,土地1建物1車位0,95.0,4,2,3,3750000.0,39474.0,95.0,0.0,0.0,,2019,7,23140,20871,16705,12538,0.0,0.0,2.0,brick,res,1,,,,0,1,0,0,0,0,0,0,0,羅東,12538
蘇澳鎮,宜蘭縣蘇澳鎮城東路６９巷１０號,115.33,土地3建物1車位0,182.18,4,2,4,7370000.0,40454.0,163.56,0.0,18.62,,2019,8,24379,22110,17943,13777,0.0,10.22,3.0,,res,1,,2019.0,0.0,0,1,0,0,0,0,0,0,0,羅東,13777
壯圍鄉,宜蘭縣壯圍鄉新南路四段１２０號,237.89,土地6建物1車位0,175.07,4,2,4,9600000.0,54835.0,161.53,0.0,13.54,,2019,7,9649,5344,1933,6381,0.0,7.7299999999999995,3.0,rc,,0,,2019.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,1933
員山鄉,宜蘭縣員山鄉金古三路70巷81號,257.69,土地2建物1車位0,254.78,3,3,4,14800000.0,58089.0,243.3,0.0,11.48,,2019,8,6345,4184,5853,11241,0.0,4.51,3.0,rc,agr,1,,2007.0,12.0,0,1,0,0,0,0,0,0,0,宜蘭,4184
羅東鎮,宜蘭縣羅東鎮忠孝路７８號,80.0,土地1建物1車位0,164.22,4,2,3,15000000.0,91341.0,164.22,0.0,0.0,,2019,6,13499,9768,6358,1162,0.0,0.0,3.0,enf_brick,res,1,,,,0,1,0,0,0,0,0,0,0,羅東,1162
頭城鎮,宜蘭縣頭城鎮過港路138號,60.49,土地4建物1車位0,84.75,4,2,2,3000000.0,35398.0,84.75,0.0,0.0,,2019,7,14116,15955,18724,26664,0.0,0.0,2.0,enf_brick,res,1,,1979.0,40.0,0,1,0,0,0,0,0,0,0,四城,14116
蘇澳鎮,宜蘭縣蘇澳鎮華山三巷９號,38.0,土地1建物1車位0,37.85,1,1,1,1200000.0,31704.0,37.85,0.0,0.0,,2019,9,30074,27804,23638,19472,0.0,0.0,1.0,brick,res,1,,1963.0,56.0,0,1,0,0,0,0,0,0,0,羅東,19472
羅東鎮,宜蘭縣羅東鎮中山路四段１０７巷７號,82.0,土地2建物1車位0,101.58,4,3,3,5600000.0,55129.0,101.58,0.0,0.0,,2019,8,13958,10228,6817,1737,0.0,0.0,2.0,enf_brick,comm,1,,1980.0,39.0,0,1,0,0,0,1,0,0,0,羅東,1737
五結鄉,宜蘭縣五結鄉舊街一路１１０巷７３號,190.51,土地2建物1車位0,210.24,4,2,5,9800000.0,46613.0,196.06,6.02,8.16,,2019,8,9542,5812,2401,4022,2.86,3.88,3.0,rc,res,1,,1994.0,25.0,0,1,0,0,0,0,0,0,0,縣政中心,2401
冬山鄉,宜蘭縣冬山鄉鹿安路３４９巷１弄７號,75.3,土地1建物1車位0,80.5,3,2,2,2500000.0,31056.0,80.5,0.0,0.0,,2019,8,15545,11815,8404,3818,0.0,0.0,2.0,enf_brick,res,1,,1975.0,44.0,0,1,0,0,0,0,0,0,0,羅東,3818
蘇澳鎮,宜蘭縣蘇澳鎮城東路６９巷９號,114.54,土地3建物1車位0,175.8,4,2,4,7280000.0,41411.0,160.88,0.0,14.92,,2019,8,24379,22110,17943,13777,0.0,8.49,3.0,,res,1,,2019.0,0.0,0,1,0,0,0,0,0,0,0,羅東,13777
礁溪鄉,宜蘭縣礁溪鄉份尾一路18號,142.0,土地2建物2車位0,109.44,0,0,3,4000000.0,36550.0,109.44,0.0,0.0,,2019,7,7948,10403,14679,22572,0.0,0.0,2.0,enf_brick,,0,,1981.0,38.0,0,1,0,0,0,1,0,0,0,四城,7948
