town,address,land_area,object_num,building_area,n_bed,n_hall,n_bath,price,unitprice,main_area,aux_area,balcony_area,trans_num,year,month,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,percent_aux,percent_balcony,n_story,n_material,n_urb_zoning,d_urban,d_elevator,completion_year,age,d_presale,d_comp,d_manager,d_spec_rel,d_presale_2,d_notreg,d_hotspring,d_leak,d_reno,closest_station,min_dist
五結鄉,宜蘭縣五結鄉孝威路３３３巷９號,107.93,土地3建物1車位0,182.43,4,3,3,9000000.0,49334.0,169.09,0.0,13.34,,2022,12,14608,12338,8568,5998,0.0,7.31,3.0,rc,,0,0.0,2016.0,6.0,0,1,0,0,0,0,0,0,0,羅東,5998
宜蘭市,宜蘭縣宜蘭市女中路三段５８１號,87.62,土地1建物1車位0,257.08,5,3,4,15800000.0,61459.0,216.0,13.99,27.09,,2022,12,5822,3156,5548,10613,5.4399999999999995,10.54,4.0,rc,res,1,0.0,1999.0,23.0,0,1,0,0,0,0,0,0,0,宜蘭,3156
冬山鄉,宜蘭縣冬山鄉永興路二段９１巷１弄５２之１２號,145.54,土地3建物1車位0,176.94,4,2,5,11000000.0,62168.0,162.12,0.0,14.82,128.0,2022,12,16533,12803,9392,5216,0.0,8.38,3.0,rc,,0,0.0,2016.0,6.0,0,1,0,0,0,0,0,0,0,羅東,5216
三星鄉,宜蘭縣三星鄉大坑三路８８號,143.5,土地1建物1車位0,159.27,4,2,3,6900000.0,43323.0,159.27,0.0,0.0,129.0,2022,12,21539,16472,14398,10164,0.0,0.0,3.0,rc,,0,0.0,1992.0,30.0,0,1,0,0,0,0,0,0,0,羅東,10164
三星鄉,宜蘭縣三星鄉上將路一段３３巷３８弄２５號,70.65,土地5建物1車位0,162.28,3,2,4,9150000.0,56384.0,146.73,0.0,15.55,135.0,2022,12,12162,8431,5021,4429,0.0,9.58,3.0,rc,,0,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,4429
五結鄉,宜蘭縣五結鄉隆昌路５６號,89.11,土地1建物1車位0,85.32,3,1,1,3300000.0,38678.0,85.32,0.0,0.0,,2022,12,11678,7947,4537,1972,0.0,0.0,2.0,enf_brick,res,1,0.0,1974.0,48.0,0,1,0,1,0,0,0,0,0,羅東,1972
冬山鄉,宜蘭縣冬山鄉冬山路三段３０１巷５１弄２號,85.94,土地3建物1車位0,279.11,6,2,7,15200000.0,54459.0,245.83,2.35,24.87,,2022,12,18063,12374,8964,2987,0.84,8.91,4.0,rc,,0,1.0,2016.0,6.0,0,1,0,0,0,0,1,0,0,羅東,2987
蘇澳鎮,宜蘭縣蘇澳鎮頂興路１５６號,73.07,土地1建物1車位0,166.48,4,2,3,7300000.0,43849.0,144.25,0.0,22.23,143.0,2022,12,19657,23609,15062,8790,0.0,13.350000000000001,3.0,rc,,0,0.0,2014.0,8.0,0,1,0,0,0,0,0,0,0,羅東,8790
壯圍鄉,宜蘭縣壯圍鄉新社路６８之３號,117.0,土地1建物1車位0,157.41,4,2,2,5900000.0,37482.0,133.14,14.9,9.37,,2022,12,6037,6838,9607,15902,9.47,5.949999999999999,2.0,enf_brick,,0,0.0,1994.0,28.0,0,1,0,0,0,0,0,0,0,四城,6037
員山鄉,宜蘭縣員山鄉文化路１００巷５８號,108.0,土地2建物1車位0,200.95,4,1,5,12240000.0,60911.0,188.65,0.0,12.3,,2022,12,7333,3876,6639,12028,0.0,6.12,3.0,rc,res,1,0.0,2022.0,0.0,0,1,0,0,1,0,0,0,0,宜蘭,3876
員山鄉,宜蘭縣員山鄉文化路１００巷６２弄６號,106.79,土地2建物1車位0,203.34,4,1,5,11830000.0,58178.0,189.9,0.0,13.44,,2022,12,7333,3876,6639,12028,0.0,6.61,3.0,rc,res,1,0.0,2022.0,0.0,0,1,0,0,1,0,0,0,0,宜蘭,3876
員山鄉,宜蘭縣員山鄉文化路１００巷５６號,104.68,土地2建物1車位0,209.51,4,1,5,11700000.0,55845.0,199.67,0.0,9.84,,2022,12,7333,3876,6639,12028,0.0,4.7,3.0,rc,res,1,0.0,2022.0,0.0,0,1,0,0,1,0,0,0,0,宜蘭,3876
冬山鄉,宜蘭縣冬山鄉寶和路１７６巷８號,92.75,土地2建物1車位0,173.34,4,2,4,6500000.0,37499.0,158.73,0.0,14.61,148.0,2022,12,21852,15706,12295,6697,0.0,8.43,3.0,rc,,0,0.0,2015.0,7.0,0,1,0,0,0,0,0,0,0,羅東,6697
冬山鄉,宜蘭縣冬山鄉鹿安路宏泰巷５８號；鹿安路宏泰巷６０號；鹿安路宏泰巷６２號,656.42,土地2建物2車位0,641.4,10,5,5,16900000.0,26349.0,641.4,0.0,0.0,,2022,12,15593,11863,8453,3991,0.0,0.0,2.0,enf_brick,res,1,0.0,1982.0,40.0,0,1,0,0,0,1,0,0,0,羅東,3991
冬山鄉,宜蘭縣冬山鄉清溝路３３３巷８號,87.47,土地1建物1車位0,85.58,2,1,1,3100000.0,36223.0,85.58,0.0,0.0,149.0,2022,12,15644,11913,8503,4327,0.0,0.0,2.0,enf_brick,agr,1,0.0,1982.0,40.0,0,1,0,0,0,1,0,0,0,羅東,4327
冬山鄉,宜蘭縣冬山鄉永興路二段９１巷１弄５０之１６號,144.24,土地4建物1車位0,177.06,4,2,4,13000000.0,73421.0,165.21,0.0,11.85,152.0,2022,12,16552,12821,9411,5235,0.0,6.69,3.0,rc,,0,0.0,2016.0,6.0,0,1,0,0,0,0,0,0,0,羅東,5235
礁溪鄉,宜蘭縣礁溪鄉踏踏三路６８巷５號,106.39,土地3建物1車位0,167.54,4,2,3,10500000.0,62672.0,150.86,2.36,14.32,154.0,2022,12,4129,6848,9617,16414,1.41,8.55,3.0,rc,,0,0.0,2013.0,9.0,0,1,0,0,0,0,0,0,0,四城,4129
壯圍鄉,宜蘭縣壯圍鄉大福路三段９６巷８號,145.85,土地4建物1車位0,243.45,4,2,4,13000000.0,53399.0,226.5,0.0,16.95,155.0,2022,12,2907,1908,5881,10653,0.0,6.959999999999999,3.0,rc,,0,1.0,2015.0,7.0,0,1,0,0,0,0,0,0,0,宜蘭,1908
宜蘭市,宜蘭縣宜蘭市力行路２２號,81.05,土地1建物1車位0,100.82,2,2,2,8400000.0,83317.0,100.82,0.0,0.0,158.0,2022,12,3622,1154,5407,11142,0.0,0.0,2.0,rc,res,1,0.0,1979.0,43.0,0,1,0,0,0,0,0,0,0,宜蘭,1154
冬山鄉,宜蘭縣冬山鄉中正路４２號,111.63,土地2建物1車位0,74.57,4,2,1,5150000.0,69063.0,74.57,0.0,0.0,,2022,12,19129,16860,12694,5559,0.0,0.0,2.0,enf_brick,res,1,0.0,1962.0,60.0,0,1,0,1,0,0,0,0,0,羅東,5559
羅東鎮,宜蘭縣羅東鎮復興路三段１７７巷１７號,52.01,土地1建物1車位0,83.92,2,2,2,3950000.0,47069.0,83.92,0.0,0.0,,2022,12,11683,7953,4542,2739,0.0,0.0,2.0,enf_brick,,0,0.0,1977.0,45.0,0,1,0,0,0,0,0,0,0,羅東,2739
羅東鎮,宜蘭縣羅東鎮復興路三段１３５巷７號,108.04,土地1建物1車位0,112.04,4,2,2,7600000.0,67833.0,112.04,0.0,0.0,164.0,2022,12,11718,7988,4578,2603,0.0,0.0,2.0,enf_brick,,0,0.0,1986.0,36.0,0,1,0,0,0,0,0,0,0,羅東,2603
宜蘭市,宜蘭縣宜蘭市神農路一段５３號,92.04,土地1建物1車位0,292.52,13,1,14,30000000.0,102557.0,252.69,14.96,24.87,,2022,12,4590,1257,4646,9768,5.11,8.5,4.0,rc,res,1,0.0,1990.0,32.0,0,1,0,0,0,0,0,0,0,宜蘭,1257
蘇澳鎮,宜蘭縣蘇澳鎮蘇濱路三段１３１號,100.09,土地1建物1車位0,70.11,2,2,2,4000000.0,57053.0,70.11,0.0,0.0,,2022,12,25254,22984,15523,9113,0.0,0.0,1.0,rc,,0,0.0,1983.0,39.0,0,1,0,0,0,0,0,0,0,羅東,9113
宜蘭市,宜蘭縣宜蘭市中山路一段６６０巷１７號,123.74,土地1建物1車位0,127.72,5,2,2,13000000.0,101785.0,110.46,4.39,12.87,,2022,12,8014,2092,2252,7884,3.44,10.08,2.0,enf_brick,comm,1,0.0,1989.0,33.0,0,1,0,0,0,0,0,0,0,宜蘭,2092
宜蘭市,宜蘭縣宜蘭市擺厘路１１之２１號,229.79,土地2建物1車位0,141.06,3,2,3,15100000.0,107047.0,141.06,0.0,0.0,,2022,12,5570,1733,2875,8507,0.0,0.0,2.0,enf_brick,res,1,0.0,1979.0,43.0,0,1,0,0,0,0,0,0,0,宜蘭,1733
羅東鎮,宜蘭縣羅東鎮民治街３９號,76.0,土地1建物1車位0,84.23,4,2,3,6200000.0,73608.0,84.23,0.0,0.0,,2022,12,13288,9558,6148,1357,0.0,0.0,2.0,enf_brick,res,1,0.0,1976.0,46.0,0,1,0,0,0,0,0,0,0,羅東,1357
羅東鎮,宜蘭縣羅東鎮忠孝路１３１號,166.0,土地1建物1車位0,152.09,3,2,2,16060000.0,105595.0,152.09,0.0,0.0,,2022,12,13111,9381,5970,959,0.0,0.0,2.0,rc,res,1,0.0,1969.0,53.0,0,1,0,0,0,0,0,0,0,羅東,959
冬山鄉,宜蘭縣冬山鄉溪心一路１８５巷１６弄１７號,94.31,土地2建物1車位0,163.83,4,2,3,8500000.0,51883.0,144.66,2.64,16.53,,2022,12,21192,13750,10340,6037,1.6099999999999999,10.09,3.0,rc,,0,0.0,2009.0,13.0,0,1,0,0,0,0,0,0,0,羅東,6037
羅東鎮,宜蘭縣羅東鎮竹林街４０５巷２９號,77.02,土地1建物1車位0,104.62,4,3,3,12500000.0,119480.0,104.62,0.0,0.0,182.0,2022,12,13660,9930,6519,3234,0.0,0.0,2.0,enf_brick,,0,0.0,1981.0,41.0,0,1,0,0,0,0,0,0,0,羅東,3234
礁溪鄉,宜蘭縣礁溪鄉玉民路二段３０１巷２５號,89.85,土地1建物1車位0,200.62,3,2,4,16800000.0,83740.0,178.15,0.0,22.47,,2022,12,3035,6672,12281,17835,0.0,11.200000000000001,3.0,rc,agr,1,1.0,2021.0,1.0,0,1,0,0,0,0,0,0,0,四城,3035
宜蘭市,宜蘭縣宜蘭市康樂路３３號,31.24,土地3建物1車位0,24.68,0,0,0,2000000.0,81037.0,24.68,0.0,0.0,,2022,12,3920,156,3970,9602,0.0,0.0,1.0,brick,comm,1,0.0,,,0,0,0,0,0,0,0,0,0,宜蘭,156
礁溪鄉,宜蘭縣礁溪鄉玉民路二段３０１巷３２號,89.85,土地1建物1車位0,200.62,3,2,4,13880000.0,69186.0,178.15,0.0,22.47,,2022,12,3035,6672,12281,17835,0.0,11.200000000000001,3.0,rc,agr,1,1.0,2021.0,1.0,0,1,0,0,0,0,0,0,0,四城,3035
宜蘭市,宜蘭縣宜蘭市樹人路３３號,85.6,土地1建物1車位0,84.5,5,2,3,11500000.0,136095.0,84.5,0.0,0.0,188.0,2022,12,3345,715,5148,10883,0.0,0.0,2.0,enf_brick,res,1,0.0,,,0,1,0,0,0,0,0,0,0,宜蘭,715
礁溪鄉,宜蘭縣礁溪鄉塭底路３０之４號,77.0,土地2建物1車位0,112.5,0,0,0,3900000.0,34667.0,112.5,0.0,0.0,189.0,2022,12,6166,8031,10800,17356,0.0,0.0,2.0,enf_brick,,0,0.0,1980.0,42.0,0,0,0,0,0,0,0,0,0,四城,6166
冬山鄉,宜蘭縣冬山鄉鹿安路４０３巷７號,122.53,土地3建物1車位0,189.71,3,2,4,14500000.0,76432.0,177.81,0.0,11.9,,2022,12,18806,11925,8514,3730,0.0,6.2700000000000005,4.0,rc,res,1,0.0,2021.0,1.0,0,1,0,0,0,0,0,0,0,羅東,3730
五結鄉,宜蘭縣五結鄉中興路三段２５６巷６之２６號,82.47,土地1建物1車位0,241.78,4,2,3,6200000.0,25643.0,196.16,45.62,0.0,,2022,12,11458,7728,4317,2267,18.87,0.0,4.0,rc,res,1,0.0,1993.0,29.0,0,1,0,0,0,0,0,0,0,羅東,2267
羅東鎮,宜蘭縣羅東鎮復興路三段３８８巷４７弄３０號,128.9,土地6建物1車位0,210.73,4,2,5,15300000.0,72605.0,197.13,0.0,13.6,192.0,2022,12,11402,7671,4261,3315,0.0,6.45,3.0,rc,,0,0.0,2018.0,4.0,0,1,0,0,0,0,0,0,0,羅東,3315
員山鄉,宜蘭縣員山鄉大鬮路４５之２號,2218.12,土地2建物1車位0,65.66,0,0,0,15500000.0,236065.0,65.66,0.0,0.0,,2022,12,10062,7076,6766,10191,0.0,0.0,1.0,brick,,0,0.0,1979.0,43.0,0,0,0,0,0,0,0,0,0,縣政中心,6766
宜蘭市,宜蘭縣宜蘭市大福路一段１３７號,114.0,土地1建物1車位0,134.2,4,2,2,8900000.0,66319.0,134.2,0.0,0.0,194.0,2022,12,3007,1808,5982,10754,0.0,0.0,2.0,enf_brick,,0,0.0,1980.0,42.0,0,1,0,1,0,0,0,0,0,宜蘭,1808
冬山鄉,宜蘭縣冬山鄉冬山路三段３０１巷５１弄２８號,134.03,土地3建物1車位0,348.46,6,2,7,19410000.0,55702.0,316.35,1.23,24.82,,2022,12,18101,12412,9002,3026,0.35000000000000003,7.12,4.0,rc,,0,1.0,2016.0,6.0,0,1,1,0,0,0,1,0,0,羅東,3026
蘇澳鎮,宜蘭縣蘇澳鎮光榮路７８號,173.09,土地1建物1車位0,358.77,5,3,5,20000000.0,55746.0,331.79,0.0,26.98,,2022,12,23595,21325,17159,12993,0.0,7.5200000000000005,3.0,rc,res,1,0.0,2022.0,0.0,0,1,0,1,0,0,0,0,0,羅東,12993
員山鄉,宜蘭縣員山鄉永同路三段８０巷４５號,209.54,土地2建物1車位0,113.1,3,2,2,4816000.0,42582.0,113.1,0.0,0.0,,2022,12,7160,5133,7998,13386,0.0,0.0,2.0,enf_brick,,0,0.0,1982.0,40.0,0,1,0,0,0,0,0,0,0,宜蘭,5133
羅東鎮,宜蘭縣羅東鎮中華路６５號,107.0,土地1建物1車位0,118.98,5,2,2,17500000.0,147084.0,118.98,0.0,0.0,,2022,12,12882,9151,5741,1111,0.0,0.0,2.0,enf_brick,res,1,0.0,,,0,1,0,0,0,0,0,0,0,羅東,1111
三星鄉,宜蘭縣三星鄉三星路四段３７６號,398.76,土地2建物1車位0,155.74,6,4,4,5000000.0,32105.0,155.74,0.0,0.0,,2022,12,23002,17935,15861,12592,0.0,0.0,2.0,enf_brick,res,1,0.0,1990.0,32.0,0,1,0,1,0,0,0,0,0,羅東,12592
羅東鎮,宜蘭縣羅東鎮陽明路１６０巷１３號,70.0,土地1建物1車位0,185.09,5,2,4,13700000.0,74018.0,139.46,45.63,0.0,,2022,12,13320,9589,6179,1136,24.65,0.0,3.0,rc,res,1,0.0,1995.0,27.0,0,1,0,0,0,0,0,0,0,羅東,1136
羅東鎮,宜蘭縣羅東鎮培英路７巷６５號,248.0,土地2建物1車位0,120.2,5,2,3,18000000.0,149750.0,120.2,0.0,0.0,,2022,12,13492,9762,6352,1552,0.0,0.0,2.0,enf_brick,res,1,0.0,1981.0,41.0,0,1,0,0,0,1,0,0,0,羅東,1552
礁溪鄉,宜蘭縣礁溪鄉十六結路９３之２１號,136.0,土地3建物1車位0,218.29,3,2,3,10680000.0,48926.0,204.11,0.0,14.18,207.0,2022,12,3263,6899,13323,18878,0.0,6.5,3.0,rc,,0,0.0,2013.0,9.0,0,1,0,0,0,0,0,0,0,四城,3263
礁溪鄉,宜蘭縣礁溪鄉玉民路二段３０１巷２８號,89.85,土地1建物1車位0,200.62,3,2,4,16880000.0,84139.0,178.15,0.0,22.47,,2022,12,3035,6672,12281,17835,0.0,11.200000000000001,3.0,rc,agr,1,1.0,2021.0,1.0,0,1,0,0,0,0,0,0,0,四城,3035
冬山鄉,宜蘭縣冬山鄉冬山路三段１８１巷２３６弄１９號,108.92,土地1建物1車位0,211.19,4,2,5,13650000.0,64634.0,193.14,0.0,18.05,,2022,12,18168,12479,9068,3092,0.0,8.55,3.0,rc,,0,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,3092
冬山鄉,宜蘭縣冬山鄉冬山路三段１８１巷２３８弄１８號,106.68,土地1建物1車位0,187.81,4,2,5,13600000.0,72414.0,171.36,0.0,16.45,,2022,12,18233,12544,9134,3157,0.0,8.76,3.0,rc,,0,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,3157
五結鄉,宜蘭縣五結鄉自強東路１７２號,87.0,土地1建物1車位0,115.08,4,2,3,5950000.0,51703.0,115.08,0.0,0.0,211.0,2022,12,13924,11654,7291,3958,0.0,0.0,2.0,brick,res,1,0.0,1980.0,42.0,0,1,0,0,0,0,0,0,0,羅東,3958
蘇澳鎮,宜蘭縣蘇澳鎮蘇港路３６７巷４弄３之１號,77.54,土地1建物1車位0,98.89,4,2,2,3500000.0,35393.0,98.89,0.0,0.0,,2022,12,25343,23074,18907,12686,0.0,0.0,2.0,enf_brick,res,1,0.0,1978.0,44.0,0,1,0,0,0,0,0,0,0,羅東,12686
羅東鎮,宜蘭縣羅東鎮維揚路１８３號,101.0,土地1建物1車位0,189.56,4,2,3,4877000.0,25728.0,185.75,3.81,0.0,,2022,12,14406,10676,7265,2334,2.01,0.0,3.0,rc,res,1,0.0,1988.0,34.0,0,1,0,1,0,0,0,0,0,羅東,2334
員山鄉,宜蘭縣員山鄉永同路三段２２４巷２弄６號,93.8,土地2建物1車位0,213.43,4,2,3,6460000.0,30268.0,206.83,2.2,4.4,,2022,12,7566,5539,8136,12324,1.03,2.06,4.0,rc,res,1,0.0,1995.0,27.0,0,1,0,0,0,0,0,0,0,宜蘭,5539
員山鄉,宜蘭縣員山鄉金泰路３５２號,78.39,土地3建物1車位0,201.68,4,2,3,8000000.0,39667.0,181.28,0.0,20.4,218.0,2022,12,6781,5558,6350,11739,0.0,10.12,4.0,rc,res,1,1.0,1991.0,31.0,0,1,0,0,0,0,0,0,0,宜蘭,5558
羅東鎮,宜蘭縣羅東鎮站前南路１７６號,101.3,土地1建物1車位0,205.32,4,3,3,14200000.0,69160.0,173.34,18.4,13.58,,2022,12,16553,10834,7423,837,8.959999999999999,6.61,3.0,rc,res,1,0.0,2004.0,18.0,0,1,0,0,0,0,0,0,0,羅東,837
羅東鎮,宜蘭縣羅東鎮河濱路４６０巷３號,98.59,土地1建物1車位0,153.16,5,2,2,6950000.0,45377.0,143.8,0.0,9.36,222.0,2022,12,11309,7579,4168,4236,0.0,6.11,3.0,rc,,0,0.0,1993.0,29.0,0,1,0,0,0,0,0,0,0,縣政中心,4168
三星鄉,宜蘭縣三星鄉集義路６５號,95.39,土地1建物1車位0,114.87,3,2,2,5216600.0,45413.0,114.87,0.0,0.0,,2022,12,22991,17925,15850,12581,0.0,0.0,2.0,rc,res,1,0.0,1991.0,31.0,0,1,0,0,0,0,0,0,0,羅東,12581
冬山鄉,宜蘭縣冬山鄉水源路１０２巷５１號,107.38,土地1建物1車位0,118.56,3,2,2,8300000.0,70007.0,118.56,0.0,0.0,227.0,2022,12,16303,12573,9162,3069,0.0,0.0,2.0,enf_brick,,0,0.0,1981.0,41.0,0,1,0,0,0,0,0,0,0,羅東,3069
五結鄉,宜蘭縣五結鄉孝威路３３３巷１號,120.96,土地3建物1車位0,175.09,3,2,4,9750000.0,55686.0,165.31,0.0,9.78,,2022,12,14608,12338,8568,5998,0.0,5.59,3.0,rc,,0,0.0,2016.0,6.0,0,1,0,0,0,0,0,0,0,羅東,5998
冬山鄉,宜蘭縣冬山鄉冬山路三段３０１巷８０弄５３號,106.73,土地1建物1車位0,187.81,4,2,5,12700000.0,67622.0,171.36,0.0,16.45,,2022,12,18135,12446,9035,3059,0.0,8.76,3.0,rc,,0,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,3059
冬山鄉,宜蘭縣冬山鄉華祥路２７９巷４０號,87.59,土地1建物1車位0,189.82,4,2,4,8500000.0,44779.0,159.3,7.63,22.89,,2022,12,18208,14477,11067,5555,4.02,12.06,3.0,rc,,0,0.0,2011.0,11.0,0,1,0,0,0,0,0,0,0,羅東,5555
員山鄉,宜蘭縣員山鄉深蓁路１０８巷３號,173.52,土地2建物1車位0,275.6,4,3,3,18980000.0,68868.0,243.8,0.0,31.32,,2022,12,9668,6596,6286,8677,0.0,11.360000000000001,4.0,rc,,0,1.0,2022.0,0.0,0,1,1,0,0,0,0,0,0,縣政中心,6286
冬山鄉,宜蘭縣冬山鄉永平路二段５３號,197.83,土地4建物1車位0,192.26,4,2,3,13000000.0,67617.0,171.04,0.0,21.22,240.0,2022,12,23161,18949,15539,8006,0.0,11.04,3.0,rc,,0,0.0,2006.0,16.0,0,1,0,0,0,0,0,0,0,羅東,8006
五結鄉,宜蘭縣五結鄉五濱路一段３５號,84.84,土地1建物1車位0,136.9,2,2,2,5600000.0,40906.0,136.9,0.0,0.0,,2022,12,25837,23568,15204,8836,0.0,0.0,2.0,enf_brick,,0,0.0,1983.0,39.0,0,1,0,0,0,0,0,0,0,羅東,8836
五結鄉,宜蘭縣五結鄉利成路一段８９號,69.79,土地1建物1車位0,155.82,4,3,3,6680000.0,42870.0,155.82,0.0,0.0,241.0,2022,12,19429,17160,12994,7518,0.0,0.0,3.0,enf_brick,,0,0.0,1983.0,39.0,0,1,0,0,0,0,0,0,0,羅東,7518
五結鄉,宜蘭縣五結鄉五結路二段３７８號,135.0,土地1建物1車位0,229.62,0,0,2,12500000.0,54438.0,221.0,0.0,8.62,,2022,12,13781,11511,6943,3907,0.0,3.75,3.0,enf_brick,res,1,0.0,1971.0,51.0,0,1,0,0,0,0,0,0,0,羅東,3907
員山鄉,宜蘭縣員山鄉賢德路二段１５７巷１０弄１５號,100.37,土地2建物1車位0,176.62,4,2,3,9850000.0,55769.0,166.33,0.0,10.29,,2022,12,7773,5179,5393,10782,0.0,5.83,3.0,rc,,0,0.0,2013.0,9.0,0,1,0,0,0,0,0,0,0,宜蘭,5179
宜蘭市,宜蘭縣宜蘭市民族路５５０巷３３號,139.97,土地2建物1車位0,229.56,5,2,3,15400000.0,67085.0,193.08,17.64,18.84,,2022,12,6275,2718,5477,10542,7.68,8.21,3.0,rc,res,1,0.0,2005.0,17.0,0,1,0,0,0,0,0,0,0,宜蘭,2718
員山鄉,宜蘭縣員山鄉惠民路２４９巷２６弄９號,71.31,土地3建物1車位0,168.63,3,2,3,9100000.0,53964.0,162.87,0.0,5.76,,2022,12,9496,5619,5309,9370,0.0,3.42,4.0,rc,,0,0.0,2022.0,0.0,0,1,1,0,0,0,0,0,0,縣政中心,5309
礁溪鄉,宜蘭縣礁溪鄉瑪僯路４８之２號,123.73,土地3建物1車位0,197.05,4,2,5,9000000.0,45674.0,186.51,0.0,10.54,243.0,2022,12,1949,5832,10519,16073,0.0,5.35,3.0,rc,,0,0.0,2019.0,3.0,0,1,0,0,0,0,0,0,0,四城,1949
宜蘭市,宜蘭縣宜蘭市黎明三路３２巷５弄２號,156.88,土地7建物1車位0,203.67,4,3,4,16400000.0,80522.0,188.05,0.0,15.62,244.0,2022,12,6680,3188,1853,7527,0.0,7.670000000000001,3.0,rc,agr,1,0.0,2016.0,6.0,0,1,1,0,0,0,0,0,0,縣政中心,1853
三星鄉,宜蘭縣三星鄉上將路一段３３巷３８弄２１號,70.64,土地5建物1車位0,162.28,4,2,4,11000000.0,67784.0,146.73,0.0,15.55,245.0,2022,12,12162,8431,5021,4429,0.0,9.58,3.0,rc,,0,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,4429
羅東鎮,宜蘭縣羅東鎮南盟路７９巷１弄２８號,86.8,土地1建物1車位0,222.36,4,3,3,9200000.0,41374.0,186.04,21.65,0.0,,2022,12,14710,10979,7569,2008,9.74,0.0,4.0,rc,res,1,0.0,1999.0,23.0,0,1,0,0,0,0,0,0,0,羅東,2008
宜蘭市,宜蘭縣宜蘭市延平路５６巷６５弄２９號,104.98,土地2建物1車位0,224.86,4,2,3,13500000.0,60037.0,176.51,22.35,26.0,,2022,12,4481,1821,3774,9406,9.94,11.559999999999999,3.0,rc,res,1,0.0,2005.0,17.0,0,1,0,0,0,0,0,0,0,宜蘭,1821
員山鄉,宜蘭縣員山鄉永同路三段１６０巷９弄２號,193.26,土地1建物1車位0,117.92,0,0,2,3450000.0,29257.0,117.92,0.0,0.0,,2022,12,7657,5629,8469,12914,0.0,0.0,2.0,enf_brick,,0,0.0,1983.0,39.0,0,1,0,0,0,0,0,0,0,宜蘭,5629
員山鄉,宜蘭縣員山鄉文化路１００巷４８弄７號,98.18,土地2建物1車位0,207.6,4,1,5,11420000.0,55010.0,196.56,0.0,11.04,,2022,12,7333,3876,6639,12028,0.0,5.319999999999999,3.0,rc,res,1,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,宜蘭,3876
頭城鎮,宜蘭縣頭城鎮祥路１４之２號,84.65,土地2建物1車位0,263.52,7,3,4,8900000.0,33774.0,263.52,0.0,0.0,,2022,12,12235,15529,20089,25634,0.0,0.0,4.0,rc,comm,1,0.0,1981.0,41.0,0,1,0,0,0,0,0,0,0,四城,12235
礁溪鄉,宜蘭縣礁溪鄉玉龍路二段３３巷６號,188.5,土地3建物1車位0,196.32,3,2,3,9500000.0,48390.0,178.11,9.55,8.66,,2022,12,4454,7138,9907,16739,4.859999999999999,4.41,3.0,rc,,0,0.0,1997.0,25.0,0,1,0,0,0,0,0,0,0,四城,4454
五結鄉,宜蘭縣五結鄉親河路一段１１６號,115.75,土地1建物1車位0,196.98,4,2,3,8550000.0,43405.0,196.98,0.0,0.0,,2022,12,12862,10592,6426,3751,0.0,0.0,2.0,enf_brick,,0,0.0,1980.0,42.0,0,1,0,0,0,0,0,0,0,羅東,3751
宜蘭市,宜蘭縣宜蘭市泰山路２６２巷２０號,124.3,土地2建物1車位0,144.91,7,3,3,8750000.0,60382.0,123.77,11.81,9.33,,2022,12,5128,2331,5805,10871,8.15,6.4399999999999995,2.0,enf_brick,res,1,0.0,1989.0,33.0,0,1,0,0,0,0,0,0,0,宜蘭,2331
宜蘭市,宜蘭縣宜蘭市黎明一路１３０巷５號,125.26,土地5建物1車位0,187.61,3,2,4,12800000.0,68227.0,172.14,0.0,15.47,260.0,2022,12,6569,4446,4201,10245,0.0,8.25,3.0,rc,agr,1,0.0,2019.0,3.0,0,1,0,0,0,0,0,1,0,縣政中心,4201
員山鄉,宜蘭縣員山鄉大湖十八路８０巷１７號,50.2,土地1建物1車位0,61.28,4,2,1,1500000.0,24478.0,56.13,0.0,5.14,,2022,12,9755,7727,9029,12212,0.0,8.39,2.0,enf_brick,,0,0.0,1993.0,29.0,0,1,0,1,0,0,0,0,0,宜蘭,7727
羅東鎮,宜蘭縣羅東鎮新群三路１８０巷３２號,122.05,土地2建物1車位0,259.51,4,2,5,18080000.0,69670.0,250.44,0.0,9.07,267.0,2022,12,14640,12370,8156,2178,0.0,3.5000000000000004,4.0,rc,,0,0.0,2016.0,6.0,0,1,0,0,0,0,0,0,0,羅東,2178
五結鄉,宜蘭縣五結鄉大吉二路３７１巷５號,90.44,土地2建物1車位0,190.5,4,2,5,10800000.0,56693.0,167.13,0.0,23.37,268.0,2022,12,12796,10527,6314,5584,0.0,12.27,3.0,rc,,0,0.0,2010.0,12.0,0,1,0,0,0,0,0,0,0,羅東,5584
蘇澳鎮,宜蘭縣蘇澳鎮和平路６２巷６號,65.05,土地3建物1車位0,194.15,5,2,3,2200000.0,11331.0,168.48,6.28,19.39,269.0,2022,12,23622,21352,17186,13019,3.2300000000000004,9.99,3.0,rc,res,1,0.0,2007.0,15.0,0,1,0,1,0,0,0,0,0,羅東,13019
