town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,lat,lng
五結鄉,宜蘭縣五結鄉復興三路６６巷１６號,111.35,,特定農業區,甲種建築用地,1111014,土地3建物1車位0,三層,鋼筋混凝土造,1030728.0,205.75,5,2,5,有,無,11500000.0,55893.0,一樓增建其他增建；,RPXOMLPKJIHGFAG38DA,192.67,0.0,13.08,無,151.0,2022,10,24.7086006,121.7806228
三星鄉,宜蘭縣三星鄉上將路一段５３９號,131.73,,特定農業區,甲種建築用地,1111018,土地1建物1車位0,三層,鋼筋混凝土造,1051212.0,261.76,4,2,5,有,無,12500000.0,47754.0,,RPXOMLMLJIHGFAG28EA,254.58,0.0,7.18,有,,2022,10,24.6994817,121.7371991
礁溪鄉,宜蘭縣礁溪鄉大坡路３８巷７號,98.35,都市：其他:道路用地,,,1111006,土地5建物1車位0,三層,鋼筋混凝土造,1040213.0,197.95,4,2,3,有,無,12500000.0,63147.0,壹樓空地；頂樓採光罩其他增建；,RPVOMLNLJIHGFBG18DA,164.05,8.39,25.51,無,156.0,2022,10,24.7780504,121.742752
宜蘭市,宜蘭縣宜蘭市成功路７０巷３７號,117.08,都市：其他:住宅區,,,1111028,土地2建物1車位0,三層,鋼筋混凝土造,991018.0,228.05,4,3,3,有,無,16200000.0,71037.0,三樓採光罩、一樓其他增建；,RPOPMLLLJIHGFBG37DA,199.54,28.51,0.0,無,,2022,10,24.7574283,121.7661511
頭城鎮,宜蘭縣頭城鎮新興路８１之４號,126.82,,特定農業區,甲種建築用地,1111028,土地1建物1車位0,二層,鋼筋混凝土加強磚造,741014.0,154.26,4,2,2,有,無,6500000.0,42137.0,,RPTPMLSLIIHGFBG48DA,154.26,0.0,0.0,無,,2022,10,24.8523595,121.8181714
羅東鎮,宜蘭縣羅東鎮興東南路１１５巷３０號,126.55,都市：其他:住宅區,,,1111024,土地4建物1車位0,四層,鋼筋混凝土造,1030304.0,303.03,5,2,7,有,無,22750000.0,75075.0,3、4樓台外推頂樓增建其他增建；,RPPNMLNLJIHGFAG37DA,254.34,0.0,47.84,有,163.0,2022,10,24.6703618,121.7682632
冬山鄉,宜蘭縣冬山鄉三全路１３１巷４０號,93.9,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,190.77,3,2,3,有,無,7880000.0,41306.0,預售屋、或土地及建物分件登記案件；,RPWRMLLLJIHGFAG28DA,180.72,0.0,10.05,無,,2022,10,24.6338072,121.8090176
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５０號,102.44,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,173.3,4,2,5,有,無,6980000.0,40277.0,預售屋、或土地及建物分件登記案件；,RPRRMLLLJIHGFAG77DA,164.32,0.0,8.98,無,,2022,10,24.6338072,121.8090176
五結鄉,宜蘭縣五結鄉五結中路二段４２３巷６弄２號,138.55,,特定農業區,甲種建築用地,1111031,土地1建物1車位0,三層,鋼筋混凝土造,950127.0,186.99,3,2,3,有,無,14000000.0,74870.0,,RPPNMLMKJIHGFAG17DA,149.46,19.14,18.39,無,164.0,2022,10,24.6959359,121.7959649
宜蘭市,宜蘭縣宜蘭市富農路４８０巷８９號,124.0,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1020424.0,171.16,4,2,3,有,無,10700000.0,62515.0,其他增建：1樓後方其他增建；,RPWNMLOLJIHGFBG28DA,161.15,0.0,10.01,無,166.0,2022,10,24.7754596,121.7360786
頭城鎮,宜蘭縣頭城鎮青雲路一段２９號,77.45,,一般農業區,甲種建築用地,1111007,土地1建物1車位0,三層,鋼筋混凝土加強磚造,690407.0,174.24,4,3,3,有,無,8000000.0,45914.0,增建：壹樓增建其他增建；,RPVOMLOLJIHGFBG28DA,174.24,0.0,0.0,無,,2022,10,24.8379469,121.7893121
宜蘭市,宜蘭縣宜蘭市南橋三路１２５巷１６號,130.63,,特定農業區,甲種建築用地,1111021,土地1建物1車位0,三層,鋼筋混凝土造,830107.0,215.51,6,2,3,有,無,10350000.0,48026.0,,RPTNMLPLJIHGFBG08DA,204.24,0.0,11.27,無,,2022,10,24.7319103,121.7372125
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５６號,93.18,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,188.58,4,2,4,有,無,7900000.0,41892.0,預售屋、或土地及建物分件登記案件；,RPTRMLLLJIHGFAG97DA,178.25,0.0,10.33,無,,2022,10,24.6338072,121.8090176
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５８號,99.57,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,190.74,4,2,3,有,無,7530000.0,39478.0,預售屋、或土地及建物分件登記案件；,RPURMLLLJIHGFAG08DA,180.41,0.0,10.33,無,,2022,10,24.6338072,121.8090176
冬山鄉,宜蘭縣冬山鄉光明路３５６巷６號,126.68,,特定農業區,甲種建築用地,1111014,土地2建物1車位0,三層,鋼筋混凝土造,870605.0,171.58,4,2,3,有,無,8000000.0,46625.0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLRKIIHGFAG18DA,157.58,2.16,11.84,無,,2022,10,24.6639888,121.7572288
羅東鎮,宜蘭縣羅東鎮中山路二段２巷７７弄４７號,126.67,,特定農業區,甲種建築用地,1111023,土地7建物1車位0,三層,鋼筋混凝土造,830812.0,109.24,4,2,3,有,無,4000000.0,36617.0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLPLJIHGFAG77DA,103.62,1.87,3.75,無,,2022,10,24.6756577,121.7842164
五結鄉,宜蘭縣五結鄉學進二路５７號,89.24,都市：其他:住宅區,,,1111021,土地2建物1車位0,二層,鋼筋混凝土加強磚造,720406.0,119.98,4,2,2,有,無,6100000.0,50842.0,3樓頂樓整區1~3樓後方其他增建；,RPUPMLSLJIHGFAG58DA,119.98,0.0,0.0,無,170.0,2022,10,24.7025118,121.7745319
五結鄉,宜蘭縣五結鄉國民南路１１之６號,116.19,,特定農業區,甲種建築用地,1111014,土地3建物1車位0,三層,鋼筋混凝土造,1081023.0,165.33,3,2,4,有,無,13170000.0,79659.0,三樓前面增建。其他增建；,RPUQMLSLJIHGFAG68DA,146.64,0.0,18.69,無,,2022,10,24.6881458,121.793774
員山鄉,宜蘭縣員山鄉慈惠路７１巷７號,112.73,住,,,1111018,土地3建物1車位0,三層,鋼筋混凝土造,1110803.0,147.88,4,2,3,有,無,11480000.0,77631.0,,RPRPMLSKJIHGFBG28DA,133.08,0.0,14.8,無,172.0,2022,10,24.7447208,121.7279235
頭城鎮,宜蘭縣頭城鎮青雲路二段２８３巷６５號,308.38,,特定農業區,農牧用地,1111026,土地5建物1車位0,四層,鋼筋混凝土造,1080221.0,392.13,8,2,10,有,無,16500000.0,42078.0,,RPQOMLTLJIHGFBG28DA,352.8,13.47,25.2,無,173.0,2022,10,24.8457196,121.8054598
宜蘭市,宜蘭縣宜蘭市慈航路１５０號,99.0,,特定農業區,甲種建築用地,1111027,土地2建物1車位0,三層,鋼筋混凝土造,1040203.0,200.84,5,2,4,有,無,11080000.0,55168.0,壹樓空地陽台外推；其他增建；,RPUNMLKMJIHGFBG77DA,185.65,0.0,15.19,無,174.0,2022,10,24.7669094,121.7434846
壯圍鄉,宜蘭縣壯圍鄉功勞路３５之２號,144.0,,特定農業區,甲種建築用地,1111023,土地1建物1車位0,三層,鋼筋混凝土造,1000401.0,243.78,4,2,3,有,無,12500000.0,51276.0,,RPQNMLOKJIHGFBG57DA,209.46,12.93,21.39,無,,2022,10,24.767848,121.793795
三星鄉,宜蘭縣三星鄉健富路二段３４６巷２２號,71.0,,特定農業區,甲種建築用地,1111019,土地2建物1車位0,三層,鋼筋混凝土造,1110722.0,154.18,4,2,4,有,無,8100000.0,52536.0,,RPTQMLSLJIHGFAG58DA,142.54,0.0,11.64,無,176.0,2022,10,24.6732255,121.6882418
五結鄉,宜蘭縣五結鄉西河二路５６號,69.97,都市：其他:住宅區,,,1111015,土地2建物1車位0,二層,鋼筋混凝土加強磚造,660825.0,98.14,3,1,2,有,無,4700000.0,47891.0,一樓空地、頂樓增建約13坪其他增建；,RPXOMLRKJIHGFAG58DA,98.14,0.0,0.0,無,,2022,10,24.704423,121.7666098
宜蘭市,宜蘭縣宜蘭市復興路三段１８３號,99.11,都市：其他:住宅區,,,1111025,土地1建物1車位0,三層,鋼筋混凝土造,740805.0,178.86,3,2,2,有,無,8000000.0,44728.0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLOKJIHGFBG38DA,178.86,0.0,0.0,無,,2022,10,24.751319,121.739282
冬山鄉,宜蘭縣冬山鄉三全路１３１巷２６號,92.67,,特定農業區,甲種建築用地,1111020,土地3建物1車位0,三層,鋼筋混凝土造,1111006.0,190.77,4,2,3,有,無,7800000.0,40887.0,預售屋、或土地及建物分件登記案件；,RPOQMLLLJIHGFAG37DA,180.72,0.0,10.05,無,,2022,10,24.6338072,121.8090176
冬山鄉,宜蘭縣冬山鄉三全路１３１巷２２號,92.77,,特定農業區,甲種建築用地,1111020,土地3建物1車位0,三層,鋼筋混凝土造,1111006.0,190.77,4,2,3,有,無,7780000.0,40782.0,預售屋、或土地及建物分件登記案件；,RPPQMLLLJIHGFAG47DA,180.72,0.0,10.05,無,,2022,10,24.6338072,121.8090176
蘇澳鎮,宜蘭縣蘇澳鎮武荖坑路２１號,263.14,,風景區,丙種建築用地,1111004,土地2建物1車位0,二層,鋼筋混凝土加強磚造,720714.0,169.18,5,2,3,有,無,7700000.0,45514.0,,RPSOMLOLJIHGFAG87DA,169.18,0.0,0.0,無,,2022,10,24.6102127,121.8110417
礁溪鄉,宜蘭縣礁溪鄉淇武蘭路９３之７號,117.0,,特定農業區,甲種建築用地,1111019,土地2建物1車位0,二層,鋼筋混凝土加強磚造,701230.0,160.7,4,1,2,有,無,3000000.0,18668.0,,RPRNMLMJKIHGFBG57EA,160.7,0.0,0.0,無,,2022,10,24.8091706,121.7799349
五結鄉,宜蘭縣五結鄉興盛北路８２巷２５號,143.29,都市：其他:農業區,,,1111023,土地9建物1車位0,三層,鋼骨鋼筋混凝土造,1050407.0,210.27,3,2,3,有,有,14300000.0,68008.0,4樓前後陽台有增建約7坪,RPXNMLKMJIHGFAG97DA,196.3,0.0,13.97,有,182.0,2022,10,24.6848962,121.7831798
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５１號,91.92,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,192.22,4,2,4,有,無,7800000.0,40579.0,預售屋、或土地及建物分件登記案件；,RPVQMLLLJIHGFAG08DA,182.32,0.0,9.9,無,,2022,10,24.6338072,121.8090176
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５３號,89.88,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,189.89,4,2,5,有,無,7780000.0,40971.0,預售屋、或土地及建物分件登記案件；,RPWQMLLLJIHGFAG18DA,179.56,0.0,10.33,無,,2022,10,24.6338072,121.8090176
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５７號,89.79,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,189.89,4,2,4,有,無,7660000.0,40339.0,預售屋、或土地及建物分件登記案件；,RPORMLLLJIHGFAG47DA,179.56,0.0,10.33,無,,2022,10,24.6338072,121.8090176
冬山鄉,宜蘭縣冬山鄉三全路１３１巷３０號,92.4,,特定農業區,甲種建築用地,1111020,土地3建物1車位0,三層,鋼筋混凝土造,1111006.0,190.77,4,2,4,有,無,7800000.0,40887.0,預售屋、或土地及建物分件登記案件；,RPUPMLLLJIHGFAG87DA,180.72,0.0,10.05,無,,2022,10,24.6338072,121.8090176
冬山鄉,宜蘭縣冬山鄉美和路一段２５１巷３１號,215.66,,特定農業區,甲種建築用地,1111028,土地1建物1車位0,四層,鋼筋混凝土造,930531.0,268.46,4,3,4,有,無,11230000.0,41831.0,,RPOSMLLJJIHGFAG37DA,230.55,0.0,37.91,無,,2022,10,24.642677,121.771531
蘇澳鎮,宜蘭縣蘇澳鎮興泰街１５號,79.09,都市：其他:住宅區,,,1111027,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660223.0,104.22,0,0,0,無,無,2800000.0,26866.0,其他增建；,RPQOMLTLJIHGFAG18DA,104.22,0.0,0.0,無,,2022,10,24.5951679,121.8389408
員山鄉,宜蘭縣員山鄉慈惠路８４號,92.26,都市：其他:住宅區,,,1111021,土地1建物1車位0,三層,鋼筋混凝土造,850613.0,173.85,5,2,3,有,無,8400000.0,48318.0,廚房以上至三樓增建其他增建；,RPOPMLQJKIHGFBG77DA,162.27,0.0,11.58,無,188.0,2022,10,24.7447974,121.7274176
蘇澳鎮,宜蘭縣蘇澳鎮新馬路６巷１３號,34.55,都市：其他:住宅區,,,1110901,土地1建物1車位0,二層,鋼筋混凝土加強磚造,661014.0,45.19,2,2,3,有,無,900000.0,19916.0,早期合買出資一部份，今按當初出資金額原價買回親友、員工、共有人或其他特殊關係間之交易；,RPWNMLPKRHHGFAG88DA,45.19,0.0,0.0,無,193.0,2022,9,24.618541,121.8320717
頭城鎮,宜蘭縣頭城鎮濱海路六段３０７號,112.04,都市：其他:住宅區,,,1110901,土地1建物1車位0,三層,鋼筋混凝土造,840428.0,211.58,4,2,3,有,無,5500000.0,25995.0,其他增建:陽台。其他增建；含租約；,RPQNMLPJRHHGFBG28DA,190.07,7.95,13.56,無,,2022,9,24.966563,121.92174
五結鄉,宜蘭縣五結鄉中正路三段４７巷３５號,82.53,都市：其他:住宅區,,,1110909,土地1建物1車位0,三層,鋼筋混凝土造,830720.0,201.34,4,3,3,有,無,10000000.0,49667.0,其他增建:騎樓變玄關防火巷其他增建；,RPPNMLMLRHHGFAG97DA,173.84,27.5,0.0,無,198.0,2022,9,24.7036318,121.7690725
羅東鎮,宜蘭縣羅東鎮南門路１１６號,76.0,都市：其他:住宅區,,,1110912,土地1建物1車位0,四層,鋼筋混凝土造,870108.0,257.68,0,0,3,有,無,26500000.0,102841.0,一樓後方增建。其他增建；,RPOOMLNLRHHGFAG08DA,227.12,30.56,0.0,無,200.0,2022,9,24.6730941,121.7664079
冬山鄉,宜蘭縣冬山鄉冬山路三段３０１巷４５號,82.9,,特定農業區,甲種建築用地,1110907,土地3建物1車位0,四層,鋼筋混凝土造,1051207.0,262.1,6,2,7,有,無,13300000.0,50744.0,溫泉宅，附設露天湯池2座,RPXNMLRLRHHGFAG76EA,229.5,2.65,23.89,有,,2022,9,24.6589007,121.7757749
羅東鎮,宜蘭縣羅東鎮月眉路１０２號,97.96,,特定農業區,甲種建築用地,1110903,土地4建物1車位0,四層,鋼筋混凝土造,841206.0,189.53,5,3,3,有,無,9800000.0,51707.0,頂樓加蓋；,RPWNMLQJRHHGFAG88DA,163.8,25.73,0.0,無,,2022,9,24.6645315,121.7963417
冬山鄉,宜蘭縣冬山鄉永興路二段６５１巷７號,85.24,,特定農業區,甲種建築用地,1110905,土地2建物1車位0,二層,鋼筋混凝土加強磚造,701224.0,101.02,3,1,2,有,無,3300000.0,32667.0,,RPQNMLRLRHHGFAG58DA,101.02,0.0,0.0,無,,2022,9,24.6655918,121.7495137
員山鄉,宜蘭縣員山鄉金泰路３００巷７３弄２３號,103.98,都市：其他:住宅區,,,1110912,土地2建物1車位0,三層,鋼筋混凝土造,950428.0,196.83,4,2,2,有,無,8750000.0,44455.0,,RPUOMLRLRHHGFBG56DA,148.64,18.01,30.18,無,,2022,9,24.7434571,121.7265259
礁溪鄉,宜蘭縣礁溪鄉漳福路２３巷７號,75.27,都市：其他:工業區,,,1110905,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700905.0,93.0,5,2,3,有,無,6150000.0,66129.0,一樓廚房頂樓加蓋；其他增建；,RPQNMLQKRHHGFBG48DA,93.0,0.0,0.0,無,209.0,2022,9,24.7892074,121.7404823
五結鄉,宜蘭縣五結鄉中正路一段３５巷２２號,96.01,都市：其他:住宅區,,,1110902,土地1建物1車位0,三層,鋼筋混凝土造,950210.0,208.45,4,3,5,有,無,11680000.0,56033.0,其他增建；,RPOOMLSLRHHGFAG58DA,158.23,30.52,19.7,無,,2022,9,24.6910748,121.769133
冬山鄉,宜蘭縣冬山鄉梅花路７０２巷８號,95.08,,特定農業區,甲種建築用地,1110904,土地2建物1車位0,二層,鋼筋混凝土加強磚造,690310.0,106.26,2,2,2,有,無,4200000.0,39526.0,一樓空地增建約2坪其他增建；,RPRNMLRJRHHGFAG48DA,106.26,0.0,0.0,無,210.0,2022,9,24.6605868,121.7354181
五結鄉,宜蘭縣五結鄉利成路一段６６巷７號,68.72,,鄉村區,乙種建築用地,1110907,土地1建物1車位0,二層,加強磚造,701116.0,99.8,3,2,2,有,無,3250000.0,32565.0,,RPOOMLRLRHHGFAG48DA,99.8,0.0,0.0,無,,2022,9,24.6495147,121.8282505
冬山鄉,宜蘭縣冬山鄉冬山路１８號,71.2,都市：其他:住宅區,,,1110910,土地1建物1車位0,一層,鋼筋混凝土加強磚造,650505.0,29.78,1,1,1,有,無,2880000.0,96709.0,,RPXNMLSLRHHGFAG76DA,29.78,0.0,0.0,無,,2022,9,24.6317631,121.7963849
員山鄉,宜蘭縣員山鄉永廣路１５之３號,474.54,,一般農業區,甲種建築用地,1110908,土地3建物1車位0,二層,鋼筋混凝土造,1040123.0,248.87,4,2,5,有,無,22000000.0,88400.0,其他增建；,RPTOMLSLRHHGFBG56DA,227.43,0.0,21.44,無,211.0,2022,9,24.7564515,121.7140429
宜蘭市,宜蘭縣宜蘭市校舍二路１６巷２號,98.76,都市：其他:住宅區,,,1110902,土地2建物1車位0,二層,鋼筋混凝土加強磚造,,108.58,3,2,2,有,無,10800000.0,99466.0,未登記建物；,RPXNMLNJIIHGFBG97DA,108.58,0.0,0.0,無,213.0,2022,9,24.7498393,121.7649072
三星鄉,宜蘭縣三星鄉大埔中路２００巷１弄７號,81.04,,特定農業區,甲種建築用地,1110905,土地1建物1車位0,二層,鐵筋加強磚造,700120.0,78.34,3,2,2,有,無,4500000.0,57442.0,,RPSOMLKMRHHGFAG28DA,78.34,0.0,0.0,無,,2022,9,24.6656097,121.7098148
三星鄉,宜蘭縣三星鄉上將路一段５４７號,128.34,,特定農業區,甲種建築用地,1110907,土地2建物1車位0,三層,鋼筋混凝土造,1051212.0,254.37,4,2,5,有,無,12600000.0,49534.0,,RPXNMLPJIIHGFAG18EA,247.46,0.0,6.91,有,,2022,9,24.6995582,121.737135
宜蘭市,宜蘭縣宜蘭市建業路９２巷５６號,245.06,都市：其他:住宅區(住一),,,1110915,土地1建物1車位0,三層,鋼骨造,960427.0,209.91,4,4,3,有,無,24000000.0,114335.0,其他增建 ：一樓空地其他增建；,RPROMLTLRHHGFBG09DA,195.27,0.0,14.64,無,219.0,2022,9,24.7271187,121.750543
礁溪鄉,宜蘭縣礁溪鄉匏杓崙路蘭陽三巷３０號,66.2,都市：其他:住宅區,,,1110908,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690708.0,87.6,2,1,2,有,無,3600000.0,41096.0,增建：壹樓空地其他增建；,RPUPMLOJIIHGFBG97DA,87.6,0.0,0.0,無,,2022,9,24.7950157,121.7310097
礁溪鄉,宜蘭縣礁溪鄉踏踏二路１６８巷１８弄１６號,135.85,,特定農業區,甲種建築用地,1110902,土地2建物1車位0,三層,鋼筋混凝土造,850921.0,198.57,5,2,3,有,無,8400000.0,42302.0,一樓側院增建、一樓後方增建廚房其他增建；,RPTOMLMLRHHGFBG58DA,163.44,0.0,20.32,無,221.0,2022,9,24.7884847,121.7877618
蘇澳鎮,宜蘭縣蘇澳鎮華山三巷２１號,45.0,都市：其他:住宅區,,,1110921,土地1建物1車位0,三層,加強磚造,680308.0,100.3,2,2,2,有,無,2200000.0,21934.0,,RPOOMLOJIIHGFAG27EA,96.12,4.18,0.0,無,,2022,9,24.5799066,121.8672226
五結鄉,宜蘭縣五結鄉自強東路１３８號,87.0,都市：其他:住宅區,,,1110909,土地1建物1車位0,三層,鋼筋混凝土造,920923.0,181.22,4,2,3,有,無,9000000.0,49663.0,頂樓增建約3坪其他增建；,RPOPMLNKRHHGFAG08DA,139.32,41.9,0.0,無,,2022,9,24.6843024,121.8008901
冬山鄉,宜蘭縣冬山鄉永清路２９６號,100.48,都市：其他:道路用地,,,1110902,土地2建物1車位0,二層,鋼筋混凝土加強磚造,621210.0,117.85,4,3,2,有,無,6500000.0,55155.0,頂樓加蓋；其他增建；,RPQOMLPJIIHGFAG47DA,117.85,0.0,0.0,無,,2022,9,24.6647449,121.7649974
宜蘭市,宜蘭縣宜蘭市陽明六路２５１巷８號,66.78,都市：其他:住宅區,,,1110909,土地1建物1車位0,二層,鋼筋混凝土加強磚造,680723.0,95.4,3,2,2,有,無,4700000.0,49266.0,,RPRNMLMLRHHGFBG28DA,95.4,0.0,0.0,無,228.0,2022,9,24.7474458,121.7649579
宜蘭市,宜蘭縣宜蘭市縣政十二街５１巷１０號,162.73,都市：其他:住宅區(住二),,,1110916,土地1建物1車位0,三層,鋼筋混凝土造,930429.0,213.61,4,2,3,有,無,11500000.0,53836.0,,RPRNMLKMRHHGFBG18DA,164.35,26.49,22.77,無,233.0,2022,9,24.7333271,121.7625916
蘇澳鎮,宜蘭縣蘇澳鎮仁愛路１６６號,103.64,都市：其他:住宅區,,,1110907,土地1建物1車位0,三層,鋼筋混凝土造,701118.0,175.59,10,2,4,有,無,6250000.0,35594.0,1~2樓增建約50坪其他增建；,RPWOMLNKRHHGFAG78DA,175.59,0.0,0.0,無,,2022,9,24.617312,121.8344169
礁溪鄉,宜蘭縣礁溪鄉玉石路４１之８號,99.0,,鄉村區,乙種建築用地,1110913,土地2建物1車位0,四層,鋼筋混凝土造,1080329.0,240.56,0,0,5,有,無,13000000.0,54041.0,,RPSOMLQJIIHGFBG87DA,220.56,0.0,20.0,有,238.0,2022,9,24.833059,121.77838
宜蘭市,宜蘭縣宜蘭市延平路１８巷１０號,92.42,都市：其他:農業區,,,1110914,土地4建物1車位0,三層,鋼筋混凝土造,1110304.0,168.11,4,2,3,有,無,12800000.0,76141.0,,RPVOMLQJIIHGFBG18DA,154.03,0.0,14.08,無,,2022,9,24.7561379,121.7677863
頭城鎮,宜蘭縣頭城鎮復興路１３９之８號,97.43,都市：其他:住宅區,,,1110905,土地1建物1車位0,三層,鋼筋混凝土造,981105.0,173.35,4,2,3,有,無,8400000.0,48457.0,,RPTNMLRJIIHGFBG97DA,162.07,0.0,11.28,無,,2022,9,24.8646999,121.820587
礁溪鄉,宜蘭縣礁溪鄉站前路１４巷１１號,102.01,都市：其他:住宅區,,,1110926,土地2建物1車位0,三層,鋼筋混凝土造,750701.0,196.56,4,2,2,有,無,7600000.0,38665.0,,RPROMLRJIIHGFBG87DA,196.56,0.0,0.0,無,,2022,9,24.7863825,121.7620772
宜蘭市,宜蘭縣宜蘭市鎮平路１５３巷３號,73.0,,特定農業區,甲種建築用地,1110914,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701016.0,108.96,4,2,2,有,無,4200000.0,38546.0,1樓及3樓有增建其他增建；,RPQOMLLLRHHGFBG18DA,108.96,0.0,0.0,無,,2022,9,24.762054,121.7442549
