town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month
"宜蘭市","慈安路１００巷２之２號",102.52,"都市：其他:住宅區","","",1091224,"土地2建物1車位0","四層","鋼筋混凝土造","1080307",212.25,"3","2","4","有","無",10800000,50883,"一樓後方空地增建","RPVOMLNKJHGGFBG87DA",187.34,0,24.91,"有","0222",2020,12
"礁溪鄉","礁溪路一段３０２巷２８弄６號",87.83,"都市：其他:住宅區","","",1091216,"土地1建物1車位0","三層","鋼筋混凝土造","0850802",179.26,"5","2","3","有","無",6700000,37376,"一樓後方有增建。其他增建；","RPWNMLOLKIPFFBG09DA",150.9,20.01,8.35,"無","",2020,12
"五結鄉","五結路三段６６８號",189,"都市：其他:住宅區","","",1091222,"土地2建物1車位0","一層","木造","0301215",74.36,"1","1","1","有","無",15500000,208445,"","RPSNMLPKJHGGFAG67EA",74.36,0,0,"無","",2020,12
"五結鄉","季水路北巷２之９號",108.53,"","鄉村區","乙種建築用地",1091202,"土地2建物1車位0","三層","鋼筋混凝土造","1060822",195.82,"5","2","4","有","無",7000000,35747,"","RPRNMLNKJHGGFAG37EA",182.39,0,13.43,"無","",2020,12
"五結鄉","季水路北巷２之５號",140.45,"","鄉村區","乙種建築用地",1091202,"土地3建物1車位0","三層","鋼筋混凝土造","1060822",177.93,"3","3","4","有","無",7000000,39341,"","RPSNMLNKJHGGFAG47EA",170.67,0,7.26,"無","",2020,12
"五結鄉","大吉二路２３５巷２０號",169.98,"","鄉村區","乙種建築用地",1091211,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700620",129.72,"5","3","2","有","無",6800000,52421,"一樓空地增建頂樓加蓋；其他增建；","RPXNMLMKJHGGFAG77DA",129.72,0,0,"無","0227",2020,12
"冬山鄉","龍祥三路６巷５５號",117,"","工業區","丁種建築用地",1091218,"土地1建物1車位0","二層","加強磚造","",162.47,"4","2","2","有","無",3160000,19450,"","RPWNMLNKJHGGFAG77DA",162.47,0,0,"無","",2020,12
"冬山鄉","冬山路三段３０１巷７９弄１９號",113.78,"","特定農業區","甲種建築用地",1091218,"土地1建物1車位0","三層","鋼筋混凝土造","0940331",170.82,"3","3","4","有","無",9750000,57078,"","RPOOMLNKJHGGFAG07DA",143.94,6.47,20.41,"無","",2020,12
"五結鄉","利成路一段３４６巷３２號",84.31,"","一般農業區","甲種建築用地",1091223,"土地1建物1車位0","二層","加強磚造","0700312",115.77,"4","2","2","有","無",4300000,37143,"其他增建；","RPOOMLPKJHGGFAG27DA",115.77,0,0,"無","0233",2020,12
"羅東鎮","成功街１５０巷３３號",82,"都市：其他:住宅區","","",1091218,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0661020",101.18,"4","2","3","有","無",6100000,60289,"其他增建-一樓空地頂樓加蓋；其他增建；","RPQOMLPKJHGGFAG47DA",101.18,0,0,"無","",2020,12
"宜蘭市","中山路一段８２３巷１５號",172.91,"都市：其他:第一種住宅區","","",1100107,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0750714",146.9,"4","2","3","有","無",15000000,102110,"三樓增建其他增建；","RPXOMLRJJHGGFBG38DA",134.5,0,12.4,"無","",2021,1
"員山鄉","枕山路１４２之２２號",186.05,"","一般農業區","甲種建築用地",1091202,"土地4建物1車位0","三層","鋼筋混凝土造","1041021",217.38,"4","2","5","有","無",15000000,69004,"含土地增值稅或其他稅費；含地政士服務費；其他                    ；","RPSNMLSKJHGGFBG97DA",200.4,0,16.98,"有","",2020,12
"宜蘭市","女中路三段３２９巷８２號",142,"都市：其他:住宅區","","",1091225,"土地2建物1車位0","三層","鋼筋混凝土造","0940218",198.05,"4","2","4","有","無",12200000,61601,"一樓後方空地一樓增建四樓","RPWOMLNKJHGGFBG97DA",166.8,24.59,6.66,"無","",2020,12
"宜蘭市","延平路５６巷６２弄２６號",113.89,"都市：其他:住宅區","","",1091222,"土地6建物1車位0","四層","鋼筋混凝土造","1000323",215.79,"4","2","3","有","無",12000000,55610,"","RPXOMLPLKIPFFBG76DA",175.69,9.81,30.29,"無","",2020,12
"宜蘭市","凱旋路６０巷６６弄２６號",99.1,"都市：其他:農業區","","",1091231,"土地2建物1車位0","三層","鋼筋混凝土造","0850723",202.46,"4","2","3","有","無",8550000,42231,"未登記建物；","RPWNMLSKJHGGFBG48EA",178.01,10.76,13.69,"無","",2020,12
"羅東鎮","西安街４７０巷３７號",103.22,"","特定農業區","甲種建築用地",1091203,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0681224",117.94,"3","2","2","有","無",5060000,42903,"其他增建；","RPXNMLSKJHGGFAG48EA",117.94,0,0,"無","",2020,12
"冬山鄉","三城路３１巷１號",152.55,"","特定農業區","甲種建築用地",1091225,"土地3建物1車位0","三層","鋼筋混凝土造","1090108",199.09,"4","2","5","有","無",8760000,44000,"","RPQOMLSKJHGGFAG87EA",189.09,0,10,"無","0239",2020,12
"壯圍鄉","壯六路３４之４號",127.15,"","特定農業區","甲種建築用地",1091231,"土地2建物1車位0","三層","鋼筋混凝土造","0850125",186.2,"4","2","3","有","無",5500000,29538,"其他增建；","RPUNMLSKJHGGFBG18DA",166.1,8.89,11.21,"無","",2020,12
"三星鄉","大德中路６３號",157.18,"","特定農業區","甲種建築用地",1091223,"土地2建物1車位0","四層","鋼筋混凝土造","1061221",251.25,"3","2","5","有","無",11300000,44975,"","RPSNMLQKJHGGFAG67DA",230.92,0,20.33,"有","0243",2020,12
"冬山鄉","南興路７８巷２０號",113.71,"都市：其他:住宅區","","",1091205,"土地2建物1車位0","三層","鋼筋混凝土造","1040721",194.23,"4","3","4","有","無",10150000,52258,"一樓、二樓、三樓後方增建其他增建；","RPVNMLSKJHGGFAG18DA",179.31,0,14.92,"無","0244",2020,12
"五結鄉","成興路１０３巷３號",87.79,"","特定農業區","甲種建築用地",1081231,"土地3建物1車位0","三層","鋼筋混凝土造","1091013",168.78,"4","2","5","有","無",7000000,41474,"","RPVNMLPKJHGGFAG87DA",154.44,0,14.34,"無","",2019,12
"蘇澳鎮","信義路２９８巷３號",63.31,"都市：其他:住宅區","","",1100108,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0680302",76.5,"3","2","2","有","無",3000000,39216,"頂樓加蓋；其他增建；","RPVNMLTKJHGGFAG28DA",76.5,0,0,"無","0248",2021,1
"蘇澳鎮","福德西巷１１之７號",112.24,"","特定農業區","甲種建築用地",1091223,"土地2建物1車位0","四層","鋼筋混凝土造","1040416",209.01,"3","1","4","有","無",6900000,33013,"","RPPNMLTKJHGGFAG67DA",195.25,0,13.76,"無","0249",2020,12
"冬山鄉","三堵路２５巷１３號",87.27,"","特定農業區","甲種建築用地",1100103,"土地5建物1車位0","三層","鋼筋混凝土造","1090522",163.67,"4","2","5","有","無",7670000,46863,"","RPPOMLTKJHGGFAG77DA",157.44,0,6.23,"無","",2021,1
"蘇澳鎮","海山東路１００巷１７號",98.66,"都市：其他:住宅區","","",1091228,"土地2建物1車位0","三層","鋼筋混凝土造","1091027",138.89,"4","2","5","有","無",6500000,46800,"","RPVNMLOKJHGGFAG77DA",138.89,0,0,"無","",2020,12
"五結鄉","利成路二段２巷９５號",95.33,"","鄉村區","乙種建築用地",1091214,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0690626",98.4,"1","1","2","有","無",4300000,43699,"","RPTNMLTKJHGGFAG08DA",98.4,0,0,"無","",2020,12
"蘇澳鎮","海山東路１００巷１１號",95.96,"都市：其他:住宅區","","",1091229,"土地2建物1車位0","三層","鋼筋混凝土造","1091027",148.29,"4","2","5","有","無",6500000,43833,"","RPQNMLNKJHGGFAG17DA",138.89,0,9.4,"無","",2020,12
"頭城鎮","宜三路一段６０號",99.7,"","特定農業區","甲種建築用地",1091231,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0730409",129.2,"4","2","3","有","無",9800000,75851,"頂樓加蓋；","RPWNMLPJJHGGFBG97DA",129.2,0,0,"無","",2020,12
"宜蘭市","黎明二路３６８巷９１號",82,"都市：其他:農業區","","",1091223,"土地1建物1車位0","三層","鋼筋混凝土造","1010605",132.27,"4","2","3","有","無",8112000,61329,"增建：廚房後方增建其他增建；","RPOOMLSKJHGGFBG67DA",119.78,0,12.49,"無","",2020,12
"宜蘭市","慈安路３８巷１７號",64.74,"都市：其他:住宅區","","",1091106,"土地2建物1車位0","二層","鋼筋混凝土造","0780105",113.48,"4","2","2","有","無",5100000,44942,"增建：後方廚房、前方空地、三樓外推其他增建；","RPRNMLTKJHGGFBG97DA",88.72,19.88,4.88,"無","",2020,11
"宜蘭市","中山路五段１６６巷３３號",2812.03,"都市：其他:道路用地","","",1090924,"土地3建物2車位0","二層","鋼筋混凝土加強磚造","0780506",1066.49,"0","0","0","無","無",1.616e+08,151544,"","RPSNMLTKJHGGFBG08DA",1040.79,25.7,0,"無","",2020,9
"宜蘭市","東港路二段５６３號",76.8,"都市：其他:住宅區","","",1091210,"土地1建物1車位0","三層","鋼筋混凝土加強磚造","0670714",159.18,"5","2","3","有","無",10000000,62822,"父子買賣親友、員工、共有人或其他特殊關係間之交易；","RPTOMLTKJHGGFBG28DA",159.18,0,0,"無","",2020,12
"壯圍鄉","順和路６號",948.35,"","一般農業區","農牧用地",1100108,"土地3建物1車位0","一層","鋼筋混凝土加強磚造","0530720",22.56,"2","2","1","有","無",2400000,106383,"叔姪親友、員工、共有人或其他特殊關係間之交易；未登記建物；","RPRPMLTKJHGGFBG28EA",22.56,0,0,"無","",2021,1
"冬山鄉","日新路２巷４１號",72.83,"都市：其他:道路用地","","",1091229,"土地3建物1車位0","二層","鋼筋混凝土加強磚造","0630301",85.48,"2","2","3","有","無",4500000,52644,"未登記建物；","RPQNMLKLJHGGFAG07EA",85.48,0,0,"無","",2020,12
"羅東鎮","北投街３６６號",99.91,"","鄉村區","乙種建築用地",1091215,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0691209",108.46,"3","2","2","有","無",9200000,84824,"一、二、三樓增建其他增建；","RPUNMLKLJHGGFAG47EA",108.46,0,0,"無","",2020,12
"宜蘭市","中山路二段２巷５１號",562.61,"都市：其他:住宅區","","",1091006,"土地1建物1車位0","一層","見其他登記事項","0550115",102.52,"4","1","1","有","無",25186640,245675,"","RPQNMLOKJHGGFBG37DA",102.52,0,0,"無","",2020,10
"蘇澳鎮","海山東路１００巷７號",95.63,"都市：其他:住宅區","","",1091228,"土地2建物1車位0","三層","鋼筋混凝土造","1091027",148.29,"4","2","5","有","無",6500000,43833,"","RPUNMLOKJHGGFAG67DA",138.89,0,9.4,"無","",2020,12
"蘇澳鎮","海山東路１００巷３號",144.15,"都市：其他:住宅區","","",1091230,"土地2建物1車位0","三層","鋼筋混凝土造","1091027",168.54,"4","2","5","有","無",7600000,45093,"","RPUOMLNKJHGGFAG67DA",162.66,0,5.88,"無","",2020,12
"蘇澳鎮","海山東路１００巷１９號",132.46,"都市：其他:住宅區","","",1100104,"土地2建物1車位0","三層","鋼筋混凝土造","1091027",140.81,"4","2","5","有","無",6900000,49002,"","RPWNMLOKJHGGFAG87DA",140.81,0,0,"無","",2021,1
"五結鄉","中正路三段４７巷１０弄１６號",145.11,"都市：其他:住宅區","","",1091219,"土地1建物1車位0","四層","鋼筋混凝土造","0810402",220.8,"5","3","3","有","無",6500000,29438,"一樓空地增建其他增建；","RPRPMLSKJHGGFAG97DA",220.8,0,0,"無","",2020,12
"羅東鎮","進德街１３９號",98,"都市：其他:住宅區","","",1091212,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0750728",122.43,"4","2","4","有","無",11080000,90501,"增建部分 一樓空地跟頂樓其他增建；","RPQNMLPJJHGGFAG27DA",122.43,0,0,"無","",2020,12
"五結鄉","孝威南路７８之１０號",101,"","特定農業區","甲種建築用地",1091229,"土地2建物1車位0","三層","鋼筋混凝土造","0830314",151.52,"3","2","2","有","無",5000000,32999,"親友、員工、共有人或其他特殊關係間之交易；","RPTOMLRJJHGGFAG87DA",143.31,3.12,5.09,"無","",2020,12
"三星鄉","三星路四段３３７號",170.88,"都市：其他:住宅區","","",1100103,"土地1建物1車位0","一層","木造","",66.8,"2","2","1","有","無",4500000,67365,"1.賣方同意廢棄物清空2.雙方同意固定物現況點交3.買賣雙方同意辦理鑑界確認界址若有面積增減雙方不互找補","RPUNMLLKJHGGFAG37DA",66.8,0,0,"無","",2021,1
"三星鄉","集慶三路３５號",79.6,"都市：其他:住宅區","","",1100101,"土地1建物1車位0","二層","見其他登記事項","0691111",112.02,"5","2","3","有","無",5000000,44635,"","RPVNMLLKJHGGFAG47DA",112.02,0,0,"無","0263",2021,1
"五結鄉","舊街二路１００巷１５號",114.49,"都市：其他:住宅區","","",1091213,"土地1建物1車位0","二層","鋼筋混凝土造","0780410",142.12,"5","2","2","有","無",6900000,48551,"其他增建 一樓空地頂樓加蓋；其他增建；","RPWNMLKLJHGGFAG57DA",133.84,8.28,0,"無","0266",2020,12
"五結鄉","成功路２巷６８號",71.41,"","工業區","丁種建築用地",1091218,"土地1建物1車位0","三層","鋼筋混凝土造","1030924",166.4,"4","2","3","有","無",5600000,33654,"","RPQOMLMLJHGGFAG27DA",144.27,0,22.13,"無","0267",2020,12
"蘇澳鎮","海山東路１００巷１５號",96.51,"都市：其他:住宅區","","",1091225,"土地2建物1車位0","三層","鋼筋混凝土造","1091027",148.29,"4","2","5","有","無",6550000,44170,"","RPRNMLOKJHGGFAG37DA",138.89,0,9.4,"無","",2020,12
"蘇澳鎮","海山東路１００巷９號",102.27,"都市：其他:住宅區","","",1091227,"土地2建物1車位0","三層","鋼筋混凝土造","1091027",148.29,"4","2","5","有","無",6500000,43833,"","RPSOMLNKJHGGFAG47DA",138.89,0,9.4,"無","",2020,12
"壯圍鄉","壯六路３４之８號",156.15,"","特定農業區","甲種建築用地",1091202,"土地2建物1車位0","三層","鋼筋混凝土造","0850125",182.85,"5","2","4","有","無",5000000,27345,"兄弟間買賣親友、員工、共有人或其他特殊關係間之交易；未登記建物；","RPSNMLLLJHGGFBG37DA",160.54,9.55,12.76,"無","",2020,12
"宜蘭市","負郭路１８巷１之１號",111.01,"都市：其他:住宅區","","",1100107,"土地1建物1車位0","三層","鋼筋混凝土造","0871113",213.21,"7","2","4","有","無",10000000,46902,"一樓空地有增建其他增建；","RPOOMLLLJHGGFBG07DA",192,8.05,13.16,"無","",2021,1
"員山鄉","深洲路５２之１號",121.01,"","特定農業區","甲種建築用地",1091225,"土地2建物1車位0","四層","鋼筋混凝土造","1031104",245.59,"4","2","4","有","無",11600000,47233,"","RPUOMLLLJHGGFBG67DA",221.09,0,24.5,"無","0268",2020,12
"宜蘭市","女中路二段２００號",106.44,"都市：其他:住宅區","","",1091127,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0700608",107.02,"4","2","2","有","無",7200000,67277,"二親等移轉-祖孫。增建:廚房外推親友、員工、共有人或其他特殊關係間之交易；其他增建；","RPTNMLMLJHGGFBG57DA",107.02,0,0,"無","",2020,11
"宜蘭市","大福路一段１４５巷２５號",80,"","鄉村區","乙種建築用地",1091222,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0690728",108,"4","2","3","有","無",4745000,43935,"一樓廚房、二樓後面平台外推、三樓鐵皮屋其他增建；","RPXPMLTKJHGGFBG78DA",108,0,0,"無","",2020,12
"宜蘭市","農權路三段２０８號",114.04,"都市：其他:住宅區","","",1091224,"土地1建物1車位0","三層","鋼筋混凝土造","0720510",165.6,"4","3","3","有","無",12500000,75483,"一樓後方空地增建至二樓","RPSOMLTKJHGGFBG18DA",159.36,0,6.24,"無","",2020,12
"五結鄉","大吉五路２９９號",90.72,"","特定農業區","甲種建築用地",1091229,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700326",135,"3","2","2","有","無",2000000,14815,"其他增建；","RPVNMLKLJHGGFAG57EA",135,0,0,"無","",2020,12
"五結鄉","親河路二段１４３號",83.78,"","特定農業區","甲種建築用地",1100101,"土地2建物1車位0","四層","鋼筋混凝土造","0840713",216.99,"4","2","3","有","無",8500000,39172,"","RPSOMLLLJHGGFAG47EA",198.99,18,0,"無","",2021,1
"員山鄉","賢德路二段６０號",45.01,"","鄉村區","乙種建築用地",1091225,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0690408",59.85,"4","2","3","有","無",2500000,41771,"姊弟買賣親友、員工、共有人或其他特殊關係間之交易；","RPRNMLMLJHGGFBG47EA",59.85,0,0,"無","",2020,12
"礁溪鄉","瑪僯路１２６之９號",81.69,"","特定農業區","甲種建築用地",1081108,"土地3建物1車位0","三層","鋼筋混凝土造","1091117",162.76,"4","2","5","有","無",8580000,52716,"預售屋、或土地及建物分次登記案件；","RPUOMLKLJHGGFBG67EA",147.89,0,14.87,"無","",2019,11
"礁溪鄉","瑪僯路１２６之８號",82.29,"","特定農業區","甲種建築用地",1081012,"土地3建物1車位0","三層","鋼筋混凝土造","1091117",162.76,"4","2","5","有","無",8580000,52716,"預售屋、或土地及建物分次登記案件；","RPVOMLKLJHGGFBG77EA",147.89,0,14.87,"無","",2019,10
"礁溪鄉","瑪僯路１２６之７號",87.01,"","特定農業區","甲種建築用地",1081007,"土地3建物1車位0","三層","鋼筋混凝土造","1091117",170.23,"3","2","4","有","無",8680000,50990,"預售屋、或土地及建物分次登記案件；","RPWOMLKLJHGGFBG87EA",157.46,0,12.77,"無","",2019,10
