town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,place_id,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,dur_to四城,dur_to宜蘭,dur_to縣政中心,dur_to羅東
三星鄉,宜蘭縣三星鄉大埔中路２６５巷１８弄２６號,82.77,,鄉村區,乙種建築用地,1110504,土地1建物1車位0,三層,鋼筋混凝土造,1040721.0,140.28,4,2,3,有,無,7550000.0,53821.0,,RPQNMLQJOHHGFAG97DA,123.56,1.46,15.26,無,,2022,5,EkpOby4gMTgsIExhbmUgMjY1LCBEYWJ1emhvbmcgUmQsIFNhbnhpbmcgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NiIwEi4KFAoSCbE3ZJkw4Wc0ERmBnl080_T4EBIqFAoSCcGTsZ0w4Wc0EaDbjftYr6Ay,19534,14077,12393,7356,1872,1593,1179,1166
冬山鄉,宜蘭縣冬山鄉冬山路２６４巷３３號,63.1,都市：其他:住宅區,,,1110509,土地2建物1車位0,一層,木造,20601.0,22.2,1,1,1,有,無,1500000.0,67568.0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLRJOHHGFAG28DA,22.2,0.0,0.0,無,43.0,2022,5,ChIJawK7aTXmZzQR1KKm7gmIbX4,19358,17089,11835,5346,1639,1620,1269,643
五結鄉,宜蘭縣五結鄉成興路１２之９號,136.53,,鄉村區,乙種建築用地,1110504,土地1建物1車位0,三層,鋼筋混凝土造,860526.0,155.4,4,2,2,有,無,6080000.0,39125.0,一樓空地增建約2坪其他增建；,RPRPMLNKNHHGFAG97DA,142.13,3.6,9.67,無,,2022,5,ChIJ7SQHi77oZzQRM4ImfJ7FlMY,20720,18450,14284,7916,1612,1594,1298,944
宜蘭市,宜蘭縣宜蘭市泰山路３２６之１１號,60.74,都市：其他:住宅區,,,1110509,土地2建物1車位0,二層,鋼筋混凝土加強磚造,701021.0,75.24,4,2,3,有,無,4850000.0,64460.0,頂樓加蓋；,RPPQMLMKNHHGFBG87DA,75.24,0.0,0.0,無,45.0,2022,5,ChIJmxhLZJbkZzQRDhptXKIzDA0,5617,2557,7114,11421,840,598,851,1540
壯圍鄉,宜蘭縣壯圍鄉大福路三段２３２巷５９弄１１號,254.08,,特定農業區,農牧用地,1110504,土地4建物1車位0,三層,鋼筋混凝土造,1020110.0,142.75,5,2,6,有,無,9060000.0,63468.0,,RPWOMLQJOHHGFBG78DA,138.49,0.0,4.26,無,46.0,2022,5,ElJOby4gNTksIExhbmUgMjMyLCBTZWN0aW9uIDMsIERhZnUgUmQsIFpodWFuZ3dlaSBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjYzIjASLgoUChIJc4Z018T6ZzQR93HK9zGA2KsQOyoUChIJ87--NNv6ZzQRIK_Gpdj9-AI,2170,4383,8294,13848,243,584,682,1150
宜蘭市,宜蘭縣宜蘭市東港路二段２９２巷６弄２０號,58.64,都市：其他:住宅區,,,1110514,土地1建物1車位0,二層,鋼筋混凝土加強磚造,,90.56,0,0,2,有,無,4600000.0,50795.0,頂樓加蓋；,RPUNMLRJOHHGFBG58DA,90.56,0.0,0.0,無,,2022,5,EllOby4gMjAsIEFsbGV5IDYsIExhbmUgMjkyLCBTZWN0aW9uIDIsIERvbmdnYW5nIFJvYWQsIFlpbGFuIENpdHksIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2MCIwEi4KFAoSCfN-qYbY5Gc0EQoX_2RjzoDnEBQqFAoSCa85AITY5Gc0EblgiXXqO2Sf,4950,1221,3965,9700,630,298,563,1280
五結鄉,宜蘭縣五結鄉學進三路１２８巷１０號,109.61,都市：其他:農業區,,,1110520,土地3建物1車位0,三層,鋼筋混凝土造,951117.0,207.26,4,2,3,有,無,9100000.0,43906.0,,RPPOMLQJOHHGFAG97DA,166.33,11.94,28.99,無,48.0,2022,5,EkBOby4gMTI4LCBYdWVqaW4gM3JkIFJkLCBXdWppZSBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY4IjESLwoUChIJ-Qi5JrblZzQRtKH6IG4Dz6gQgAEqFAoSCW1xFzu25Wc0EdumozsP9xvB,10397,6667,3257,3278,1016,799,323,598
宜蘭市,宜蘭縣宜蘭市女中路三段５８巷３號,106.1,都市：其他:住宅區,,,1110502,土地1建物1車位0,三層,鋼筋混凝土造,881123.0,227.94,4,1,3,有,無,13000000.0,57033.0,,RPPNMLSJOHHGFBG18DA,182.94,26.49,18.51,無,,2022,5,ChIJB0hdnpTkZzQR_AEwqzV9UqQ,6331,2529,4921,9986,929,535,637,1353
宜蘭市,宜蘭縣宜蘭市延平路５６巷５１弄１２號,103.12,都市：其他:住宅區,,,1110519,土地2建物1車位0,三層,鋼筋混凝土造,940107.0,200.26,4,2,3,有,無,12500000.0,62419.0,,RPQOMLSJOHHGFBG38DA,169.95,18.73,11.58,無,,2022,5,ChIJp1DZSiblZzQRiz5lXbsD6Mg,4500,1840,4724,9496,532,382,559,1250
員山鄉,宜蘭縣員山鄉金泰路３００巷３３弄７號,110.07,都市：其他:住宅區,,,1110520,土地1建物1車位0,四層,鋼筋混凝土造,860718.0,233.75,0,0,3,有,無,9200000.0,39358.0,,RPUOMLSJOHHGFBG78DA,222.63,0.0,11.12,無,,2022,5,ChIJkUANmoTkZzQR_-gK-5wK1l8,6729,4022,6369,11758,1011,799,653,1364
宜蘭市,宜蘭縣宜蘭市西安街４巷１８號,45.2,都市：其他:商業區,,,1110505,土地1建物1車位0,三層,鋼筋混凝土造,730615.0,95.04,3,2,3,有,無,4200000.0,44192.0,增建一樓空地頂樓加蓋；其他增建；,RPVOMLSJOHHGFBG88DA,95.04,0.0,0.0,無,,2022,5,ChIJ9VlOAMXkZzQRAaQbPAQbGPw,3920,884,4292,9924,631,311,689,1420
冬山鄉,宜蘭縣冬山鄉冬山路三段３２０巷１３號,74.21,都市：其他:農業區,,,1110517,土地1建物1車位0,二層,鋼筋混凝土加強磚造,681203.0,101.7,0,0,2,有,無,3500000.0,34415.0,含土地增值稅或其他稅費756481元；含仲介費70000元；,RPSNMLTJOHHGFAG58EA,101.7,0.0,0.0,無,,2022,5,ChIJEQAzbGjmZzQRENCag6ZM6Fc,18220,11971,8561,2267,1488,1388,913,319
頭城鎮,宜蘭縣頭城鎮頭濱路一段４０１巷２７弄２３號,170.44,,一般農業區,甲種建築用地,1110406,土地2建物1車位0,三層,鋼筋混凝土造,830429.0,209.67,5,1,4,有,無,3000000.0,14308.0,親屬間買賣父女親友、員工、共有人或其他特殊關係間之交易；,RPQOMLKLMHHGFBG57DA,181.5,0.0,28.17,無,,2022,4,ChIJZ7ZDX6LwZzQR3xDseelxYk0,9417,11256,14025,20580,875,1173,1310,1760
宜蘭市,宜蘭縣宜蘭市國榮路６６號,86.21,都市：其他:住宅區,,,1110407,土地2建物1車位0,二層,鋼筋混凝土加強磚造,551129.0,82.26,3,2,2,有,無,4274011.0,51957.0,親友、員工、共有人或其他特殊關係間之交易；,RPSQMLLLMHHGFBG08DA,82.26,0.0,0.0,無,,2022,4,ChIJB56JfcHkZzQRX9pEdSLk-zY,4524,1308,4110,9743,748,343,679,1410
五結鄉,宜蘭縣五結鄉親河路二段２９１巷５１弄６０之１２號,109.11,,特定農業區,甲種建築用地,1110406,土地1建物1車位0,三層,ＲＣ造,1090610.0,171.81,5,2,5,有,無,11500000.0,66934.0,增建廚房及左側鐵皮屋。其他增建；,RPPOMLKLMHHGFAG37DA,166.97,0.0,4.84,無,58.0,2022,4,ChIJUc7HbvblZzQRsxYE3tjnNQo,14209,11940,7727,4882,1208,1189,791,610
三星鄉,宜蘭縣三星鄉上將路二段４３８巷２３弄１２號,27.77,,鄉村區,乙種建築用地,1110415,土地1建物1車位0,二層,鐵筋加強磚造,690118.0,34.65,3,2,2,有,無,1030000.0,29726.0,叔侄親友、員工、共有人或其他特殊關係間之交易；,RPOOMLQLMHHGFAG97EA,34.65,0.0,0.0,無,64.0,2022,4,ChIJS8bZ4wLkZzQRxVNDy4Xou9Q,14594,9511,7453,5197,1447,1130,755,831
三星鄉,宜蘭縣三星鄉上將路二段４３８巷２３弄１２號,27.77,,鄉村區,乙種建築用地,1110415,土地1建物1車位0,二層,鐵筋加強磚造,690118.0,34.65,3,2,2,有,無,900000.0,25974.0,嬸侄親友、員工、共有人或其他特殊關係間之交易；,RPPOMLQLMHHGFAG08EA,34.65,0.0,0.0,無,64.0,2022,4,ChIJS8bZ4wLkZzQRxVNDy4Xou9Q,14594,9511,7453,5197,1447,1130,755,831
蘇澳鎮,宜蘭縣蘇澳鎮隘丁路６２號,82.61,都市：其他:住宅區,,,1110412,土地2建物1車位0,三層,鋼筋混凝土造,680125.0,168.3,3,2,3,有,無,4200000.0,24955.0,,RPVQMLPLMHHGFAG78EA,168.3,0.0,0.0,無,,2022,4,ChIJSZ0gMFzoZzQRgVYPqKmAQ_A,23579,21309,17143,12976,1470,1451,1293,1041
三星鄉,宜蘭縣三星鄉大埔一路３０８巷２２弄１０號,77.57,,特定農業區,甲種建築用地,1110407,土地3建物1車位0,三層,鋼筋混凝土造,1091023.0,176.77,4,2,4,有,無,8000000.0,45257.0,,RPSOMLPKMHHGFAG08DA,161.75,0.0,15.02,無,,2022,4,EkdOby4gMjIsIExhbmUgMzA4LCBEYWJ1eWkgUmQsIFNhbnhpbmcgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NiIwEi4KFAoSCcf-1ITJ5mc0ER_oXDJIidYiEBYqFAoSCa8tjZfJ5mc0ETPZe9ZcCq1r,17767,14036,10626,5588,1662,1446,970,956
南澳鄉,宜蘭縣南澳鄉博愛路９號,152.0,,鄉村區,乙種建築用地,1110407,土地1建物1車位0,一層,鋼筋混凝土加強磚造,810304.0,70.5,2,1,1,有,無,800000.0,11348.0,,RPQNMLQLMHHGFAG97DA,70.5,0.0,0.0,無,,2022,4,ChIJuc2UD5zQZzQRlymu144hR90,55919,53650,49484,43262,4172,4153,3995,3880
蘇澳鎮,宜蘭縣蘇澳鎮興安路３１巷１２號,99.77,都市：其他:住宅區,,,1110411,土地3建物1車位0,三層,鋼筋混凝土造,1110221.0,154.56,3,2,4,有,無,7960000.0,51501.0,,RPQOMLOLMHHGFAG87DA,140.65,0.0,13.91,無,,2022,4,EjxOby4gMzEsIFhpbmcnYW4gUmQsIFN1J2FvIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNzAiMBIuChQKEgm3rdP_W-hnNBE0s5Eo-e4tQhAfKhQKEgkBzCZHWehnNBFwMXFjVVp7uw,23825,21556,17390,13223,1540,1522,1364,1112
蘇澳鎮,宜蘭縣蘇澳鎮志成路１１５巷８號,100.7,都市：其他:住宅區,,,1110413,土地1建物1車位0,三層,鋼筋混凝土造,880329.0,159.18,3,2,3,有,無,5600000.0,35180.0,未登記建物；,RPRQMLPLMHHGFAG28DA,149.7,0.0,9.48,無,,2022,4,ChIJS3iwcDzoZzQR43q9xH8rP-I,25661,23392,19226,13004,1667,1648,1491,1375
五結鄉,宜蘭縣五結鄉成功路２巷２６之１０號,71.4,,工業區,丁種建築用地,1110414,土地1建物1車位0,三層,鋼筋混凝土造,1030717.0,166.4,4,2,3,有,無,6700000.0,40264.0,,RPPNMLRLMHHGFAG97DA,144.27,0.0,22.13,無,74.0,2022,4,ChIJTyTDc8DoZzQR1RVOdeuEaYs,21387,19118,15012,8583,1704,1685,1344,1035
宜蘭市,宜蘭縣宜蘭市環市東路二段５６２巷３５號,124.44,都市：其他:農業區,,,1110406,土地3建物1車位0,三層,鋼筋混凝土造,1060718.0,205.57,4,2,5,有,無,12800000.0,62266.0,,RPXNMLSLMHHGFBG98DA,191.15,0.0,14.42,有,,2022,4,EkZOby4gNTYyLCBTZWN0aW9uIDIsIEh1YW5zaGkgRSBSZCwgWWlsYW4gQ2l0eSwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjYwIjESLwoUChIJ12bcECTlZzQRkvJM8m2fKtkQsgQqFAoSCWGrjO8j5Wc0EVFFjk5RQ-a-,4659,2638,4287,11434,485,454,491,1017
三星鄉,宜蘭縣三星鄉大埔中路２３３巷９１弄１０號,89.37,,鄉村區,乙種建築用地,1110410,土地1建物1車位0,二層,鐵筋加強磚造,691017.0,108.3,3,2,2,有,無,4600000.0,42475.0,增建約16坪。頂樓加蓋；,RPOOMLOKMHHGFAG57DA,108.3,0.0,0.0,無,83.0,2022,4,ChIJ0XKmBjrhZzQRruLJN2ClnuE,19561,14207,12420,7382,1867,1576,1174,1160
冬山鄉,宜蘭縣冬山鄉信光路６３３巷１１號,80.74,,特定農業區,甲種建築用地,1110412,土地3建物1車位0,四層,鋼筋混凝土造,831118.0,190.26,4,3,4,有,無,5800000.0,30485.0,其他增建:頂樓加鐵皮其他增建；,RPQNMLRLMHHGFAG08DA,173.47,16.79,0.0,無,,2022,4,ChIJt6IYxVfmZzQRUvk6PTl3C9M,20209,14193,10783,5054,1763,1717,1241,680
冬山鄉,宜蘭縣冬山鄉珍珠一路２８５巷３８號,382.72,,特定農業區,甲種建築用地,1110406,土地1建物1車位0,四層,鋼筋混凝土造,990402.0,453.58,5,3,6,有,無,18000000.0,39684.0,,RPXNMLSLMHHGFAG88DA,423.89,0.0,29.69,無,,2022,4,ChIJUcDqvz_mZzQRcvsLB-oiNYI,17388,15119,9971,3677,1458,1440,1063,470
五結鄉,宜蘭縣五結鄉五結路二段１２３巷７弄１８號,82.57,,特定農業區,甲種建築用地,1110413,土地1建物1車位0,三層,鋼筋混凝土造,830303.0,134.59,5,2,2,有,無,5200000.0,38636.0,其他增建：1樓後方，3樓前露臺其他增建；,RPWOMLSLMHHGFAG88DA,116.73,7.24,10.62,無,,2022,4,ChIJe5lHR_TlZzQR1SVnWglH7Ps,14173,11903,7690,5078,1231,1213,815,697
羅東鎮,宜蘭縣羅東鎮新群南路１１２號,77.61,,特定農業區,甲種建築用地,1110402,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701019.0,93.48,0,0,1,有,無,3500000.0,37441.0,1樓後方水利地廚房其他增建；,RPOPMLSLMHHGFAG18DA,93.48,0.0,0.0,無,,2022,4,ChIJ--Yyjg3mZzQRjDKtzQmcHhc,15894,13625,9459,2515,1273,1254,959,431
員山鄉,宜蘭縣員山鄉金山西路２４７巷１１弄６號,90.17,都市：其他:住宅區,,,1110420,土地1建物1車位0,四層,鋼筋混凝土造,850831.0,220.19,0,0,3,有,無,6800000.0,30882.0,,RPQNMLNJNHHGFBG67DA,202.94,4.91,12.34,無,,2022,4,ChIJXwUH35zkZzQRzkPfKjKUYkg,7577,5138,7016,12010,963,771,770,1487
蘇澳鎮,宜蘭縣蘇澳鎮福德路２８６號,98.87,,鄉村區,乙種建築用地,1110407,土地1建物1車位0,二層,鋼筋混凝土加強磚造,680813.0,138.98,0,0,2,有,無,5900000.0,42452.0,,RPPPMLLKMHHGFAG47DA,138.98,0.0,0.0,無,90.0,2022,4,ChIJpRBOqZXoZzQR_orY5NDLCkM,25414,23144,14733,8365,1617,1598,1316,958
五結鄉,宜蘭縣五結鄉五結中路二段３６１巷７號,80.35,,特定農業區,甲種建築用地,1110408,土地1建物1車位0,三層,鋼筋混凝土造,861113.0,164.12,5,2,3,有,有,7800000.0,47526.0,,RPQNMLNJNHHGFAG57DA,144.79,0.0,19.33,無,91.0,2022,4,ChIJ--5xGe3lZzQRQdE88BJNX7U,12246,9976,5763,4900,1063,1045,647,697
羅東鎮,宜蘭縣羅東鎮中華路２４６號,85.0,都市：其他:住宅區,,,1110412,土地1建物1車位0,三層,鋼筋混凝土造,1101111.0,201.97,4,2,5,有,無,18000000.0,89122.0,其他增建:2.3樓廁所開窗陽台外推；其他增建；,RPPQMLRLMHHGFAG28DA,186.43,0.0,15.54,無,,2022,4,EkBOby4gMjQ2LCBaaG9uZ2h1YSBSZCwgTHVvZG9uZyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY1IjESLwoUChIJF8rPEtTlZzQRks1J-9qfsxQQ9gEqFAoSCSWr7Z5_5mc0EQv1G9hFUdpq,12208,8477,5067,1344,1270,1053,577,282
蘇澳鎮,宜蘭縣蘇澳鎮岳明新村１６號,42.03,都市：其他:住宅區,,,1110425,土地1建物1車位0,一層,鋼筋混凝土加強磚造,450515.0,15.73,1,1,1,有,無,500000.0,31786.0,叔叔姪女親友、員工、共有人或其他特殊關係間之交易；,RPWNMLPJNHHGFAG48EA,13.63,2.1,0.0,無,,2022,4,ChIJ1Q1J16zpZzQRfEfmYn8RnLg,26541,24272,20106,15939,1706,1687,1529,1277
冬山鄉,宜蘭縣冬山鄉永清路２８６巷２弄２２號,83.88,都市：其他:住宅區,,,1110410,土地1建物1車位0,二層,鋼筋混凝土加強磚造,650309.0,100.8,4,2,3,有,無,4300000.0,42659.0,未登記建物；,RPXNMLPJNHHGFAG58EA,100.8,0.0,0.0,無,,2022,4,ChIJKdWcCYrmZzQRUm0YuTu3jZE,15114,11384,7973,2027,1776,1559,1083,579
宜蘭市,宜蘭縣宜蘭市陽明六路２５３巷５１弄１９號,77.51,都市：其他:住宅區,,,1110411,土地5建物1車位0,三層,鋼筋混凝土造,1081226.0,163.15,4,3,3,有,無,9100000.0,55777.0,,RPWOMLSLMHHGFBG98DA,148.1,0.0,15.05,無,100.0,2022,4,ChIJgzc_yxrlZzQR_P5McfTE_1E,5646,2224,3351,9018,668,385,429,1148
壯圍鄉,宜蘭縣壯圍鄉古結路２９６之１２號,74.72,,特定農業區,甲種建築用地,1110406,土地1建物1車位0,四層,鋼筋混凝土造,880722.0,177.46,5,2,3,有,無,5850000.0,32965.0,一樓前方、後方空地增建其他增建；,RPSNMLRLMHHGFBG38DA,148.31,8.45,20.7,無,,2022,4,ChIJEQiiVG_lZzQRBMw-Qt43X7c,8891,6557,4541,10602,902,849,577,1126
壯圍鄉,宜蘭縣壯圍鄉中央路二段３５５巷１８弄２６號,103.54,都市：其他:住宅區,,,1110411,土地5建物1車位0,三層,鋼筋混凝土造,1050802.0,178.58,3,2,4,有,無,11800000.0,66077.0,吉祥一段1006-23地號為道路用地包含公共設施保留地用地；,RPXOMLPLMHHGFBG78DA,155.98,3.06,19.54,無,102.0,2022,4,EmFOby4gMjYsIEFsbGV5IDE4LCBMYW5lIDM1NSwgU2VjdGlvbiAyLCBaaG9uZ3lhbmcgUmQsIFpodWFuZ3dlaSBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjYzIjASLgoUChIJHXm9ZTjlZzQRJSZHi0LPTfkQGioUChIJFTXFejjlZzQRAlHf8VFTmPE,6439,4170,5537,11646,608,589,578,1054
五結鄉,宜蘭縣五結鄉親河路二段２９１巷５１弄６０之８號,106.55,,特定農業區,甲種建築用地,1110401,土地2建物1車位0,三層,鋼筋混凝土造,1090610.0,169.3,4,2,5,有,無,11500000.0,67927.0,,RPPOMLNKMHHGFAG57DA,164.62,0.0,4.68,無,103.0,2022,4,ChIJUc7HbvblZzQRsxYE3tjnNQo,14209,11940,7727,4882,1208,1189,791,610
冬山鄉,宜蘭縣冬山鄉華祥路２７９巷２號,98.88,,特定農業區,甲種建築用地,1110406,土地1建物1車位0,三層,鋼筋混凝土造,1000221.0,192.65,5,2,4,有,無,10000000.0,51908.0,,RPVNMLPLMHHGFAG38DA,161.7,7.73,23.22,無,,2022,4,ChIJo6QtT-7mZzQRStTAZejJuag,18135,14405,10994,5269,1811,1594,1118,795
羅東鎮,宜蘭縣羅東鎮復興路三段３８８巷４７弄５號,117.34,,特定農業區,甲種建築用地,1110416,土地4建物1車位0,四層,鋼筋混凝土造,1070316.0,266.79,3,3,5,有,無,16000000.0,59972.0,,RPRNMLNJNHHGFAG67DA,237.48,0.0,29.31,有,,2022,4,ChIJ9TUdBzTkZzQRJEyCJi7MbOE,11402,7671,4261,3315,1206,989,513,532
員山鄉,宜蘭縣員山鄉同新路４０４巷１弄１號,75.0,,一般農業區,甲種建築用地,1110401,土地1建物1車位0,二層,鋼筋混凝土加強磚造,721013.0,84.4,2,3,3,有,無,4800000.0,56872.0,壹樓空地頂樓加蓋；其他增建；,RPRPMLOJNHHGFBG08DA,84.4,0.0,0.0,無,,2022,4,ChIJD_hGDqbkZzQRQgL_BESIVuw,5964,3936,7052,12684,764,656,1060,1791
員山鄉,宜蘭縣員山鄉賢德路一段８１巷４８號,113.52,,特定農業區,甲種建築用地,1110404,土地2建物1車位0,三層,鋼筋混凝土造,1070212.0,235.38,3,3,4,有,有,12680000.0,53870.0,,RPVNMLTKMHHGFBG78DA,210.37,0.0,25.01,無,,2022,4,ElJOby4gNDgsIExhbmUgODEsIFNlY3Rpb24gMSwgWGlhbmRlIFJkLCBZdWFuc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY0IjASLgoUChIJvb8Y223kZzQRPBp-3sJDiWkQMCoUChIJvR0Q123kZzQRl_y8xmbPu3k,12141,5975,4812,9423,1180,822,468,1108
員山鄉,宜蘭縣員山鄉金古二路２５巷８弄７號,122.86,,特定農業區,甲種建築用地,1110425,土地3建物1車位0,三層,鋼筋混凝土造,1010419.0,179.6,3,2,4,有,無,12000000.0,66815.0,,RPROMLTJNHHGFBG48DA,176.73,0.0,2.87,無,,2022,4,EkFOby4gMjUsIEppbmd1IDJuZCBSZCwgWXVhbnNoYW4gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NCIwEi4KFAoSCUsuvbyR5Gc0EYIBKNW_ypz1EBkqFAoSCXtGbsyR5Gc0EZS8sMxIhzGH,6353,3759,5929,11318,911,583,597,1308
宜蘭市,宜蘭縣宜蘭市環市東路一段５８７巷１號,118.57,,特定農業區,甲種建築用地,1110410,土地4建物1車位0,四層,鋼筋混凝土造,1101220.0,200.79,4,2,5,有,無,9880000.0,49206.0,,RPQNMLSJNHHGFBG18DA,185.28,0.0,15.51,無,,2022,4,EkZOby4gNTg3LCBTZWN0aW9uIDEsIEh1YW5zaGkgRSBSZCwgWWlsYW4gQ2l0eSwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjYwIjESLwoUChIJ--f3cBvlZzQRuGGS5ehTs5IQywQqFAoSCQk5-QcE5Wc0EeLbeeRgE2j_,6878,3413,2254,7026,777,524,205,896
宜蘭市,宜蘭縣宜蘭市延平路４２巷５弄５號,127.25,都市：其他:住宅區,,,1110406,土地1建物1車位0,二層,鋼筋混凝土加強磚造,770622.0,157.38,4,2,2,有,無,8300000.0,52739.0,頂樓加蓋；,RPTNMLTJNHHGFBG58DA,134.46,15.0,7.92,無,108.0,2022,4,ChIJoaIhe9jkZzQRjLKNZFtEWWg,4785,1283,4026,9762,588,318,584,1300
頭城鎮,宜蘭縣頭城鎮協天路７７０號,109.84,都市：其他:住宅區,,,1110406,土地1建物1車位0,三層,鋼筋混凝土造,1031212.0,203.6,4,3,5,有,無,14300000.0,70236.0,,RPTQMLQJNHHGFBG68EA,189.05,0.0,14.55,無,,2022,4,ChIJt25JQ2r3ZzQRiIlSn4WKfwk,14020,15859,18628,26292,1226,1524,1661,1895
員山鄉,宜蘭縣員山鄉永同路二段１１５巷１弄３８號,101.32,,鄉村區,乙種建築用地,1110419,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700717.0,104.14,3,2,2,有,無,4000000.0,38410.0,頂樓加蓋；,RPRPMLKKNHHGFBG87EA,104.14,0.0,0.0,無,,2022,4,ElROby4gMSwgTGFuZSAxMTUsIFNlY3Rpb24gMiwgWW9uZ3RvbmcgUmQsIFl1YW5zaGFuIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjQiMBIuChQKEgnvmgXPpuRnNBFdUtntFn8ESRABKhQKEglD0QLWpuRnNBHuBzc9xL1QwA,6178,4151,8783,14172,772,665,1002,1713
壯圍鄉,宜蘭縣壯圍鄉壯濱路五段８７巷２號,121.0,,一般農業區,甲種建築用地,1110426,土地2建物1車位0,三層,鋼筋混凝土造,1091030.0,195.15,4,2,3,有,無,8000000.0,40994.0,,RPRNMLKMMHHGFBG67DA,176.12,0.0,19.03,無,,2022,4,ChIJDfT7f3bwZzQRYZRUj9s6ti8,6614,7415,10184,16479,692,854,991,1478
冬山鄉,宜蘭縣冬山鄉冬山路一段７１７巷１弄３號,77.37,都市：其他:住宅區,,,1110411,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690904.0,98.92,4,2,4,有,無,7400000.0,74808.0,陽台外推；頂樓加蓋；其他增建；,RPPNMLTJNHHGFAG08DA,98.92,0.0,0.0,無,114.0,2022,4,ChIJ7aWols3nZzQRjQMXFsZxRlA,26113,23843,14266,6767,1649,1630,1360,839
蘇澳鎮,宜蘭縣蘇澳鎮隘界路２８６號,93.7,都市：其他:住宅區,,,1110406,土地3建物1車位0,二層,鋼筋混凝土加強磚造,691208.0,110.08,5,2,3,有,無,4500000.0,40879.0,一樓廚房增建、二樓陽台外推頂樓加蓋；其他增建；,RPXOMLTJNHHGFAG98DA,110.08,0.0,0.0,無,116.0,2022,4,ChIJZR3QAFnoZzQRNZEj9Iu68i8,23861,21591,17425,13258,1500,1482,1324,1072
蘇澳鎮,宜蘭縣蘇澳鎮海山東路２１２號,147.35,都市：其他:住宅區,,,1110422,土地1建物1車位0,四層,鋼筋混凝土造,1060103.0,313.08,6,2,7,有,無,13380000.0,42737.0,,RPRNMLKKNHHGFAG47DA,294.17,0.0,18.91,無,,2022,4,ChIJafUlF97CZzQRog07cPcNn8g,26815,24545,20379,14157,1795,1777,1619,1503
礁溪鄉,宜蘭縣礁溪鄉白石腳路７２號,61.37,,一般農業區,甲種建築用地,1110419,土地1建物1車位0,二層,鋼筋混凝土加強磚造,710608.0,116.7,2,0,3,有,無,6400000.0,54841.0,受債權債務關係影響或債務抵償；,RPRPMLKKNHHGFBG77DA,116.7,0.0,0.0,無,120.0,2022,4,ChIJ69xHqiT6ZzQRLi2ELhvuIKs,6537,12623,16899,22444,914,1115,1184,1445
宜蘭市,宜蘭縣宜蘭市宜中路７９巷７６弄１８號,117.58,都市：其他:住宅區,,,1110402,土地5建物1車位0,四層,鋼筋混凝土造,1040526.0,270.94,4,3,5,有,無,25500000.0,94117.0,,RPQNMLRJNHHGFBG08DA,251.58,0.0,19.36,有,,2022,4,EkFOby4gNzYsIExhbmUgNzksIFlpemhvbmcgUmQsIFlpbGFuIENpdHksIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2MCIwEi4KFAoSCQPMZbWU5Gc0ERXaWOn52uXUEEwqFAoSCQPMZbWU5Gc0EVDcW-kQJ4Yz,5679,2362,4980,10045,922,480,636,1352
頭城鎮,宜蘭縣頭城鎮開蘭路１９７號,107.81,都市：其他:農業區,,,1110415,土地2建物1車位0,三層,鋼筋混凝土造,951122.0,151.84,2,3,3,有,無,3228570.0,21263.0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPQNMLLKNHHGFBG67EA,129.05,0.0,22.79,無,,2022,4,ChIJMREQr2n3ZzQRwq2ImC8RJLs,12656,15950,20510,26055,1258,1608,1615,1877
