縣市別,行政區,街道名稱及範圍,路寬(m),臨街關係,用途類別,構造種類,建築完成年月,移轉日期,總樓層數,移轉層數,土地使用分區,移轉土地面積(坪),移轉房屋面積(坪),總價(萬元),單價(萬元/坪)
桃園縣,桃園市,力行路-力行路1至50號,15,臨街地,辦公商業大樓,鋼筋混凝土造,０８００４,100年04月,16,13,商業區,3.81,46.33,500,10.79
桃園縣,桃園市,力行路-中正五街至愛一街之間,15,臨街地,透天住宅,鋼筋混凝土造,０６９０１,089年01月,4,全,住宅區,29.64,92.17,2400,26.04
桃園縣,桃園市,力行路-中正五街與愛二街之間,15,臨街地,住宅大樓,鋼筋混凝土造,０８３０７,097年07月,15,12,住宅區,4.15,43.80,353,8.06
桃園縣,桃園市,力行路-中正路與中正五街之間,15,臨街地,透天住宅,鋼筋混凝土造,０６９１１,091年04月,4,全,住宅區,29.64,94.74,1750,18.47
桃園縣,桃園市,力行路-中正路與長春路之間,15,臨街地,住宅大樓,鋼筋混凝土造,０８００４,098年07月,16,5,商業區,9.59,174.35,1600,9.18
桃園縣,桃園市,力行路-埔新路與中正路之間,15,臨街地,辦公商業大樓,鋼筋混凝土造,０８００４,094年04月,16,9,商業區,5.96,60.29,500,8.29
桃園縣,桃園市,力行路-埔新路與中正路之間,15,臨街地,辦公商業大樓,鋼筋混凝土造,０８００４,094年04月,16,9,商業區,3.81,46.31,400,8.64
桃園縣,桃園市,力行路-愛一街與愛二街間,15,臨街地,公寓,鋼筋混凝土造,０６９０９,096年04月,5,全,住宅區,42.65,138.80,1800,12.97
桃園縣,桃園市,三元街-大有路新光三越右側,10,裡地,透天住宅,加強磚造,０７６０６,094年01月,2,全,住宅區,37.93,44.02,680,15.45
桃園縣,桃園市,三元街-大有路新光三越右側,10,裡地,透天住宅,加強磚造,０７６０６,094年01月,2,全,住宅區,22.27,34.84,430,12.34
桃園縣,桃園市,三元街-大有路與民光東路之間,12,裡地,華廈,鋼筋混凝土造,０８３１０,100年01月,7,7,住宅區,3.52,35.68,255,7.15
桃園縣,桃園市,三元街-大有路與民有九街間,8,裡地,透天住宅,加強磚造,０７６０６,096年12月,2,全,住宅區,23.53,37.68,500,13.27
桃園縣,桃園市,三元街-民有七街與民有八街之間,9,裡地,透天住宅,鋼筋混凝土造,０９３０２,094年07月,4,全,住宅區,23.06,58.00,720,12.41
桃園縣,桃園市,三元街-民有八街與民有九街間,11,裡地,透天住宅,加強磚造,０７６０６,096年01月,2,全,住宅區,22.22,34.84,510,14.64
桃園縣,桃園市,三民路1段-三民路1段51至100號,30,臨街地,住宅大樓,鋼筋混凝土造,０８４０５,100年04月,16,4,住宅區,3.52,33.45,310,9.27
桃園縣,桃園市,三民路1段-中山東路與成功路2段之間,30,臨街地,透天住宅,鋼筋混凝土造,０６６０７,097年01月,4,全,住宅區,23.29,61.92,950,15.34
桃園縣,桃園市,三民路1段-中山東路與成功路之間,30,臨街地,透天住宅,加強磚造,０６４０２,095年09月,3,全,住宅區,18.45,27.82,790,28.40
桃園縣,桃園市,三民路1段-自強路與鎮撫街之間,30,臨街地,住宅大樓,鋼筋混凝土造,０８４０１,095年09月,15,4,住宅區,3.27,25.98,230,8.85
桃園縣,桃園市,三民路1段-自強路與鎮撫街之間,30,臨街地,住宅大樓,鋼筋混凝土造,０９６０８,097年04月,15,10,住宅區,11.93,86.53,2300,26.58
桃園縣,桃園市,三民路1段-鎮撫街與中山東路之間,30,裡地,透天住宅,鋼筋混凝土造,０８４０７,096年04月,3,全,住宅區,42.05,78.01,1050,13.46
桃園縣,桃園市,三民路1段-鎮撫街與中山東路之間,30,臨街地,華廈,鋼筋混凝土造,０９６１０,097年04月,10,4,住宅區,11.42,68.02,1365,20.07
桃園縣,桃園市,三民路3段-下廣明路橋左側,20,臨街地,店面(店舖),加強磚造,０６２０７,092年07月,2,全,住宅區,39.32,51.80,670,12.93
桃園縣,桃園市,三民路3段-文化街與復興路之間,20,臨街地,住宅大樓,鋼骨混凝土造,０８００８,098年07月,15,14,住宅區,13.65,154.87,1450,9.36
桃園縣,桃園市,三民路3段-長壽街與建國路之間,18,裡地,公寓,鋼筋混凝土造,０７６０３,098年10月,5,3,住宅區,8.25,31.41,231,7.35
桃園縣,桃園市,三民路3段-保羅街至三民路3段之間,20,裡地,公寓,鋼筋混凝土造,０６８０９,094年01月,4,3,住宅區,9.68,23.25,180,7.74
桃園縣,桃園市,三民路3段-南海街與復興路之間,20,路角地,透天住宅,鋼筋混凝土造,０９８０１,098年07月,5,全,住宅區,24.20,89.60,2850,31.81
桃園縣,桃園市,三民路3段-建國路與長壽街之間,20,裡地,公寓,鋼筋混凝土造,０６８０９,094年04月,4,3,住宅區,9.68,23.25,200,8.60
桃園縣,桃園市,三民路3段-建國路與青田街之間,20,臨街地,公寓,鋼筋混凝土造,０７４１１,098年04月,5,3,住宅區,9.91,29.81,220,7.38
桃園縣,桃園市,三民路3段-建國路與鐵路之間,18,裡地,透天住宅,加強磚造,０６００４,095年09月,2,全,住宅區,24.20,37.98,450,11.85
桃園縣,桃園市,三民路3段-復興路與南興街間,30,臨街地,住宅大樓,鋼骨混凝土造,０８００８,098年10月,15,3,住宅區,13.46,134.72,1200,8.91
桃園縣,桃園市,三民路-三民路1段101至150號,30,臨街地,華廈,鋼筋混凝土造,０９６１０,101年01月,10,5,住宅區,9.79,69.24,1000,14.44
桃園縣,桃園市,三民路-三民路3段151號至200號,30,臨街地,住宅大樓,鋼筋混凝土造,０８００２,100年07月,18,5,住宅區,4.82,56.65,500,8.83
桃園縣,桃園市,三民路-三民路3段401至450號,30,臨街地,公寓,鋼筋混凝土造,０６９１１,100年12月,5,3,住宅區,8.08,26.70,220,8.24
桃園縣,桃園市,三民路-大同路與南豐街之間,16,裡地,店面(店舖),鋼筋混凝土造,０７００８,097年01月,5,1,住宅區,15.31,58.08,703,12.10
桃園縣,桃園市,三民路-中山路與莒光街之間,30,臨街地,住宅大樓,鋼筋混凝土造,０８００２,099年04月,18,17,住宅區,8.54,96.46,883,9.15
桃園縣,桃園市,三民路-中山路與莒光街之間,30,臨街地,住宅大樓,鋼筋混凝土造,０８００２,099年07月,20,10,住宅區,4.35,51.92,545,10.50
桃園縣,桃園市,三民路-中山路與復興路之間,30,臨街地,華廈,鋼筋混凝土造,０９００４,099年01月,7,1,住宅區,8.15,100.31,1440,14.36
桃園縣,桃園市,三民路-中正路與民生路之間,30,臨街地,住宅大樓,鋼筋混凝土造,０８５０１,097年07月,12,9,商業區,1.15,11.80,86,7.29
桃園縣,桃園市,三民路-中正路與民生路之間,30,臨街地,透天住宅,加強磚造,０５８０２,099年04月,1,全,住宅區,24.50,22.26,1200,53.91
桃園縣,桃園市,三民路-自強街與鎮撫街之間,30,臨街地,住宅大樓,鋼筋混凝土造,０８４０１,099年12月,15,12,住宅區,3.71,17.44,275,15.77
桃園縣,桃園市,三民路-自強路與鎮撫街之間,30,臨街地,住宅大樓,鋼筋混凝土造,０９６０８,097年07月,15,12,住宅區,11.93,100.03,2350,23.49
桃園縣,桃園市,三民路-自強路與鎮撫街之間,30,臨街地,住宅大樓,鋼筋混凝土造,０９６０８,097年07月,15,11,住宅區,11.93,100.03,2300,22.99
桃園縣,桃園市,三民路-南豐街與建國路間,20,臨街地,公寓,鋼筋混凝土造,０６９１１,096年01月,5,4,住宅區,7.84,25.66,160,6.24
桃園縣,桃園市,三民路-建國路與長壽街之間,20,裡地,華廈,鋼筋混凝土造,０７９１０,098年07月,7,5,住宅區,7.67,44.58,340,7.63
桃園縣,桃園市,三民路-鎮撫街與中山東路之間,30,臨街地,華廈,鋼筋混凝土造,０９６１０,097年07月,10,5,住宅區,9.79,36.18,790,21.84
桃園縣,桃園市,三民路-鎮撫街與中山東路之間,30,裡地,透天住宅,鋼筋混凝土造,０８４０７,097年07月,5,全,住宅區,25.95,75.76,850,11.22
桃園縣,桃園市,三民路-鎮撫街與中山東路之間,30,臨街地,住宅大樓,鋼筋混凝土造,０８２０５,099年04月,12,1,住宅區,13.42,100.25,1700,16.96
桃園縣,桃園市,三民路-鎮撫街與中山東路間,30,裡地,公寓,鋼筋混凝土造,０８３０２,100年01月,5,3,住宅區,10.95,36.86,320,8.68
桃園縣,桃園市,三民路-鎮撫街與成功路之間,30,臨街地,住宅大樓,鋼筋混凝土造,０８４０５,099年04月,16,16,住宅區,4.32,40.78,300,7.36
桃園縣,桃園市,三民路-鎮撫街與自強路間,30,臨街地,住宅大樓,鋼筋混凝土造,０９６０８,098年01月,15,5,住宅區,11.93,117.44,2580,21.97
桃園縣,桃園市,三和街-三民路3段與青田街之間,7,臨街地,公寓,加強磚造,０６４０１,098年10月,4,1,住宅區,11.42,27.55,255,9.26
桃園縣,桃園市,三和街-三民路與介壽路間,7,臨街地,公寓,鋼筋混凝土造,０６８０２,096年12月,4,4,住宅區,11.57,24.14,250,10.36
桃園縣,桃園市,上海路-上海路151至200號,12,臨街地,住宅大樓,鋼筋混凝土造,０９２０４,100年04月,12,7,住宅區,6.68,40.69,360,8.85
桃園縣,桃園市,上海路-中山路與江南二街間,12,裡地,透天住宅,鋼筋混凝土造,０７８０２,098年01月,2,全,住宅區,23.18,37.32,510,13.67
桃園縣,桃園市,上海路-文中路與國強一街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０９２０４,096年01月,12,1,住宅區,5.04,23.16,340,14.68
桃園縣,桃園市,上海路-文中路與國強一街之間,6,臨街地,住宅大樓,鋼筋混凝土造,０９２０４,097年01月,12,3,住宅區,4.83,17.20,185,10.76
桃園縣,桃園市,上海路-文中路與國強一街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０９２０４,098年04月,14,8,住宅區,4.83,34.63,300,8.66
桃園縣,桃園市,上海路-文中路與國強一街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０９２０４,099年04月,12,12,住宅區,3.72,23.94,216,9.02
桃園縣,桃園市,上海路-位於江南八街與江南十街之間,12,臨街地,店面(店舖),加強磚造,０６４０１,093年04月,2,全,住宅區,28.92,41.88,680,16.24
桃園縣,桃園市,上海路-國強一街與江南十街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８２１１,095年04月,13,8,住宅區,3.45,22.50,190,8.44
桃園縣,桃園市,上海路-國強一街與江南十街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８２１１,099年07月,13,9,住宅區,5.01,32.80,270,8.23
桃園縣,桃園市,上海路-國豐一街與上海路交叉口,12,臨街地,住宅大樓,鋼筋混凝土造,０９２０４,100年01月,12,9,住宅區,4.68,36.20,400,11.05
桃園縣,桃園市,大仁路-大仁路20巷3弄,12,裡地,透天住宅,鋼筋混凝土造,０８１０６,100年04月,2,全,住宅區,27.81,45.84,645,14.07
桃園縣,桃園市,大仁路-大仁路62巷,12,裡地,華廈,鋼筋混凝土造,０８１０８,101年01月,8,5,工業區,7.11,36.09,400,11.08
桃園縣,桃園市,大仁路-仁和路與臺北縣界之間,11,裡地,透天住宅,鋼筋混凝土造,０７９１１,096年07月,4,全,住宅區,27.52,53.12,560,10.54
桃園縣,桃園市,大仁路-桃園內環線與桃鶯路之間,11,臨街地,工廠,鋼筋混凝土造,０８１０８,096年07月,8,5,工業區,8.51,38.91,240,6.17
桃園縣,桃園市,大仁路-桃鶯路與仁和街之間,6,裡地,透天住宅,鋼筋混凝土造,０８１０６,092年07月,9,2,住宅區,6.28,37.46,350,9.34
桃園縣,桃園市,大仁路-桃鶯路與仁和街之間,11,臨街地,透天住宅,鋼筋混凝土造,０８１０７,095年01月,3,全,住宅區,27.68,45.43,480,10.57
桃園縣,桃園市,大同西路-大同西路101至150號,8,臨街地,公寓,鋼筋混凝土造,０６９０７,101年01月,4,4,住宅區,10.29,25.30,210,8.30
桃園縣,桃園市,大同西路-大同西路1至50號,8,臨街地,公寓,鋼筋混凝土造,０６６０６,100年12月,4,3,住宅區,7.06,19.95,192,9.62
桃園縣,桃園市,大同西路-大同西路1號至50號,8,臨街地,透天住宅,加強磚造,０５７１２,100年07月,2,全,住宅區,20.57,31.31,520,16.61
桃園縣,桃園市,大同西路-大同西路51至100號,8,臨街地,公寓,鋼筋混凝土造,０６５０９,100年12月,4,3,住宅區,13.01,28.33,252,8.90
桃園縣,桃園市,大同西路-大同西路69巷4弄,8,裡地,公寓,鋼筋混凝土造,０７０１１,100年07月,4,4,住宅區,11.95,29.62,250,8.44
桃園縣,桃園市,大同西路-大同西路與南班街之間,8,臨街地,透天住宅,加強磚造,０６２０６,094年01月,2,全,住宅區,22.38,22.87,390,17.05
桃園縣,桃園市,大同西路-玉山街與秀山路之間,8,臨街地,公寓,鋼筋混凝土造,０６９０７,095年12月,4,3,住宅區,10.29,25.30,220,8.70
桃園縣,桃園市,大同西路-玉山街與秀山路之間,9,臨街地,公寓,鋼筋混凝土造,０６９０８,096年01月,5,5,住宅區,11.25,26.46,205,7.75
桃園縣,桃園市,大同西路-玉山街與秀山路間,10,臨街地,公寓,鋼筋混凝土造,０６９０７,097年01月,4,4,住宅區,10.81,29.35,250,8.52
桃園縣,桃園市,大同西路-秀山街與南山街之間,7,裡地,透天住宅,加強磚造,０５８０８,097年04月,2,全,住宅區,25.11,33.12,430,12.98
桃園縣,桃園市,大同西路-秀山路與玉山街之間,10,臨街地,公寓,鋼筋混凝土造,０６９０７,096年04月,4,3,住宅區,10.29,25.30,205,8.10
桃園縣,桃園市,大同西路-秀山路與南山街之間,8,裡地,公寓,鋼筋混凝土造,０６７０１,094年12月,4,3,住宅區,11.04,23.14,240,10.37
桃園縣,桃園市,大同西路-秀山路與南山街之間,7,臨街地,公寓,鋼筋混凝土造,０６５０９,095年04月,4,3,住宅區,16.64,40.21,330,8.21
桃園縣,桃園市,大同西路-秀山路與南山街之間,7,裡地,透天住宅,加強磚造,０５９０５,095年04月,2,全,住宅區,18.15,29.61,420,14.18
桃園縣,桃園市,大同西路-秀山路與南山街之間,7,裡地,公寓,鋼筋混凝土造,０６７０１,099年07月,4,4,住宅區,11.27,23.08,220,9.53
桃園縣,桃園市,大同西路-秀山路與南山路之間,6,裡地,透天住宅,加強磚造,０５８０６,095年01月,2,全,住宅區,35.39,40.64,530,13.04
桃園縣,桃園市,大同西路-秀山路與南山路之間,8,臨街地,公寓,鋼筋混凝土造,０７３０５,100年01月,5,2,住宅區,8.98,34.88,270,7.74
桃園縣,桃園市,大同西路-秀山路與縱貫鐵路之間,10,裡地,公寓,鋼筋混凝土造,０７０１１,095年12月,4,4,住宅區,10.44,29.62,250,8.44
桃園縣,桃園市,大同西路-南山街與秀山街之間,8,臨街地,公寓,鋼筋混凝土造,０６６０６,097年01月,4,3,住宅區,7.18,16.92,128,7.57
桃園縣,桃園市,大同西路-南山街與秀山街之間,7,裡地,透天住宅,加強磚造,０６００７,097年04月,2,全,住宅區,25.11,32.76,650,19.84
桃園縣,桃園市,大同西路-南山街與秀山街之間,8,裡地,透天住宅,加強磚造,０６６０６,097年12月,2,全,住宅區,13.61,21.42,250,11.67
桃園縣,桃園市,大同西路-南山街與秀山路之間,8,裡地,透天住宅,加強磚造,０５８０３,091年12月,2,全,住宅區,29.95,33.67,550,16.34
桃園縣,桃園市,大同西路-南山街與秀山路間,8,裡地,透天住宅,加強磚造,０５９１０,094年12月,2,全,住宅區,17.24,28.28,360,12.73
桃園縣,桃園市,大同西路-南山街與秀山路間,8,裡地,透天住宅,加強磚造,０５８０８,099年04月,2,全,住宅區,25.11,33.12,588,17.75
桃園縣,桃園市,大同西路-南門國小側門附近,8,裡地,透天住宅,加強磚造,０６２０６,089年04月,3,全,住宅區,23.29,47.34,720,15.21
桃園縣,桃園市,大同西路-南門國小側門附近,7,臨街地,透天住宅,鋼筋混凝土造,０６７０６,092年04月,2,全,住宅區,25.71,20.23,468,23.13
桃園縣,桃園市,大同西路-南門國小側門附近,7,裡地,透天住宅,加強磚造,０６２１０,092年04月,2,全,住宅區,19.66,25.34,432,17.05
桃園縣,桃園市,大同西路-南門國小與秀山路間,6,裡地,公寓,鋼筋混凝土造,０７０１１,094年07月,4,1,住宅區,10.13,29.36,270,9.20
桃園縣,桃園市,大同西路-復興路與大同西路之間,8,裡地,透天住宅,加強磚造,０５８０６,090年06月,2,全,住宅區,33.88,40.49,780,19.26
桃園縣,桃園市,大同路-三民路3段與南山街之間,8,裡地,公寓,加強磚造,０５９１２,096年01月,3,3,住宅區,9.98,22.36,150,6.71
桃園縣,桃園市,大同路-三民路三段至南山街之間,8,裡地,公寓,加強磚造,０５９１２,095年12月,3,3,住宅區,9.98,22.36,180,8.05
桃園縣,桃園市,大同路-三民路與民族路之間,8,裡地,透天住宅,加強磚造,０６４０３,091年12月,2,全,住宅區,20.57,28.31,550,19.43
桃園縣,桃園市,大同路-三民路與南山街之間,8,臨街地,透天住宅,加強磚造,０５５１０,099年04月,2,全,住宅區,26.62,21.90,435,19.86
桃園縣,桃園市,大同路-三民路與南華街之間,6,臨街地,住宅大樓,鋼筋混凝土造,０８６０６,091年07月,7,7,住宅區,5.72,36.65,380,10.37
桃園縣,桃園市,大同路-三民路與南華街之間,11,臨街地,透天住宅,加強磚造,０４５１０,097年07月,2,全,住宅區,35.70,62.20,995,16.00
桃園縣,桃園市,大同路-大同路101至150號,8,臨街地,華廈,鋼筋混凝土造,０８６０６,100年04月,7,4,住宅區,5.72,36.64,480,13.10
桃園縣,桃園市,大同路-大同路1至50號,8,臨街地,華廈,鋼筋混凝土造,０７９１２,100年12月,7,7,商業區,13.39,142.36,1960,13.77
桃園縣,桃園市,大同路-大同路1至50號,8,臨街地,住宅大樓,鋼筋混凝土造,０８８０３,101年01月,11,7,商業區,1.05,11.37,162.5,14.29
桃園縣,桃園市,大同路-大同路1至50號,8,臨街地,華廈,鋼筋混凝土造,０７９１２,101年04月,7,6,商業區,5.69,50.03,750,14.99
桃園縣,桃園市,大同路-大同路1至50號,8,臨街地,辦公商業大樓,鋼筋混凝土造,０８８０３,101年04月,11,7,商業區,1.05,11.37,160,14.07
桃園縣,桃園市,大同路-大同路1號至50號,8,臨街地,住宅大樓,鋼筋混凝土造,０８８０３,100年07月,11,7,商業區,1.07,11.59,155,13.37
桃園縣,桃園市,大同路-中正路與民生路之間,8,裡地,住宅大樓,鋼筋混凝土造,０７９１２,091年12月,7,5,商業區,2.05,14.90,230,15.44
桃園縣,桃園市,大同路-中正路與民生路之間,10,臨街地,住宅大樓,鋼筋混凝土造,０８８０３,100年01月,11,11,商業區,1.02,11.18,160,14.31
桃園縣,桃園市,大同路-民族路與三民路之間,11,臨街地,華廈,鋼筋混凝土造,０８６０６,097年12月,7,1,住宅區,5.72,36.60,785,21.45
桃園縣,桃園市,大同路-民族路與民生路間,8,臨街地,華廈,鋼筋混凝土造,０８８０３,099年01月,10,8,住宅區,1.36,14.81,150,10.13
桃園縣,桃園市,大同路-位於南門國小側門旁,7,裡地,透天住宅,鋼筋混凝土造,０８６０４,093年04月,4,全,住宅區,24.20,59.89,650,10.85
桃園縣,桃園市,大同路-南山街與三民路三段之間,8,裡地,住宅大樓,加強磚造,０５９１２,090年07月,3,2,住宅區,10.89,19.57,210,10.73
桃園縣,桃園市,大同路-南山街與三民路之間,8,臨街地,透天住宅,加強磚造,０５９０７,099年01月,2,全,住宅區,24.80,49.52,525,10.60
桃園縣,桃園市,大同路-南門國小對面文山街口,7,臨街地,透天住宅,加強磚造,０５５０９,095年01月,2,全,住宅區,26.62,21.90,470,21.46
桃園縣,桃園市,大同路-南華街與南門街之間,6,裡地,公寓,加強磚造,０４８０９,092年07月,2,全,住宅區,11.49,16.40,300,18.29
桃園縣,桃園市,大同路-美麗國社區附近,15,臨街地,透天住宅,鋼筋混凝土造,０８６０３,093年01月,4,全,住宅區,22.82,58.67,520,8.86
桃園縣,桃園市,大有路-大有路151至200號,20,臨街地,住宅大樓,鋼筋混凝土造,０８３０３,101年01月,12,8,住宅區,1.41,11.91,95,7.98
桃園縣,桃園市,大有路-大有路151號至200號,20,臨街地,住宅大樓,鋼筋混凝土造,０８５０１,100年07月,17,11,住宅區,4.40,42.21,330,7.82
桃園縣,桃園市,大有路-大有路151號至200號,20,臨街地,住宅大樓,鋼筋混凝土造,０８６０５,101年04月,18,9,住宅區,4.27,46.87,425,9.07
桃園縣,桃園市,大有路-大有路201至250號,20,臨街地,住宅大樓,鋼筋混凝土造,０８３０６,101年04月,16,6,住宅區,4.51,36.33,412,11.34
桃園縣,桃園市,大有路-大有路451至500號,20,臨街地,住宅大樓,鋼筋混凝土造,０８２０８,100年12月,16,16,住宅區,5.83,45.49,360,7.91
桃園縣,桃園市,大有路-大有路501至550號,20,臨街地,住宅大樓,鋼筋混凝土造,０９３０５,101年04月,13,9,住宅區,8.40,69.50,1200,17.27
桃園縣,桃園市,大有路-大有路501至550號,20,臨街地,住宅大樓,鋼筋混凝土造,０９３０５,101年04月,13,13,住宅區,7.70,64.76,980,15.13
桃園縣,桃園市,大有路-大有路501號至550號,20,臨街地,住宅大樓,鋼筋混凝土造,０９３０５,100年07月,13,7,住宅區,6.07,51.15,625,12.22
桃園縣,桃園市,大有路-大有路551至600號,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０４,101年01月,19,13,住宅區,3.40,31.04,340,10.95
桃園縣,桃園市,大有路-大有路551至600號,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,101年04月,14,3,住宅區,2.59,20.17,210,10.41
桃園縣,桃園市,大有路-大有路601至650號,20,臨街地,住宅大樓,鋼筋混凝土造,０８２０８,101年01月,23,10,住宅區,3.74,36.97,540,14.61
桃園縣,桃園市,大有路-大有路651至700號,20,臨街地,住宅大樓,鋼筋混凝土造,０８６０９,100年12月,17,13,住宅區,1.13,9.59,99,10.32
桃園縣,桃園市,大有路-大有路652巷,20,裡地,住宅大樓,鋼筋混凝土造,０８６０９,101年04月,17,4,住宅區,3.83,33.10,360,10.88
桃園縣,桃園市,大有路-大有路945巷12弄,20,裡地,透天住宅,鋼筋混凝土造,０８７０７,100年07月,2,全,住宅區,32.00,31.12,475,15.26
桃園縣,桃園市,大有路-大有路與大德三街之間,15,裡地,透天住宅,鋼筋混凝土造,０７７０７,094年01月,2,全,住宅區,24.09,37.14,450,12.12
桃園縣,桃園市,大有路-大有路與民有東路交叉口,20,臨街地,集合住宅,鋼筋混凝土造,０９３０５,094年01月,13,8-9,住宅區,8.40,47.95,700,14.60
桃園縣,桃園市,大有路-大德三街與大興路間,20,臨街地,住宅大樓,鋼筋混凝土造,０８６０９,097年12月,17,4,住宅區,3.52,29.44,250,8.49
桃園縣,桃園市,大有路-大興路與民有東路之間,20,裡地,住宅大樓,鋼筋混凝土造,０８６０９,099年04月,17,13,住宅區,2.50,21.53,190,8.82
桃園縣,桃園市,大有路-大興路與興一街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,100年01月,14,13,住宅區,6.13,59.47,480,8.07
桃園縣,桃園市,大有路-大興路與興二街之間,15,臨街地,透天住宅,鋼筋混凝土造,０７７０８,094年01月,3,全,住宅區,33.55,91.23,900,9.87
桃園縣,桃園市,大有路-大興路與興二街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８１１１,099年04月,16,7,住宅區,7.89,64.05,400,6.25
桃園縣,桃園市,大有路-大興路與興二街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８１１１,099年04月,16,15,住宅區,4.13,25.71,200,7.78
桃園縣,桃園市,大有路-大興路與寶山街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０４,100年01月,20,4,住宅區,3.71,31.11,250,8.04
桃園縣,桃園市,大有路-民光東路與三元街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８５０５,099年01月,18,7,住宅區,5.79,59.61,560,9.39
桃園縣,桃園市,大有路-民光東路與三元街間,20,臨街地,透天住宅,加強磚造,０７６０２,097年01月,2,全,住宅區,25.67,39.69,1300,32.75
桃園縣,桃園市,大有路-民有東路與民有十五街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０４,099年01月,19,8,住宅區,5.25,57.36,420,7.32
桃園縣,桃園市,大有路-民有東路與民有十五街間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０４,097年01月,19,12,住宅區,4.63,36.61,310,8.47
桃園縣,桃園市,大有路-民有東路與寶山街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０４,099年07月,20,6,住宅區,3.09,30.83,230,7.46
桃園縣,桃園市,大有路-快樂公園與興二街之間,15,臨街地,華廈,鋼筋混凝土造,０９６０７,098年10月,7,5,住宅區,9.90,36.95,360,9.74
桃園縣,桃園市,大有路-快樂國小與興二街之間,15,臨街地,透天住宅,鋼筋混凝土造,０７６０３,094年01月,3,全,住宅區,33.12,74.99,900,12.00
桃園縣,桃園市,大有路-快樂國小與興二街之間,15,臨街地,透天住宅,鋼筋混凝土造,０７６０３,097年01月,2,全,住宅區,29.97,50.97,900,17.66
桃園縣,桃園市,大有路-健行路與大興路間,15,裡地,透天住宅,加強磚造,０７４０１,097年01月,2,全,住宅區,22.51,37.12,380,10.24
桃園縣,桃園市,大有路-健行路與至善街之間,15,臨街地,透天住宅,加強磚造,０７４０５,096年07月,2,全,住宅區,24.92,38.48,420,10.91
桃園縣,桃園市,大有路-健行路與至善街間,15,裡地,透天住宅,加強磚造,０７５１２,096年01月,2,全,住宅區,104.92,61.62,1400,22.72
桃園縣,桃園市,大有路-興二街與大興路之間,12,臨街地,透天住宅,鋼筋混凝土造,０７６０３,096年07月,3,全,住宅區,33.13,79.97,860,10.75
桃園縣,桃園市,大有路-興二街與大興路間,20,裡地,公寓,鋼筋混凝土造,０７７０８,097年01月,3,2,商業區,10.91,22.25,380,17.08
桃園縣,桃園市,大有路-寶山街與三元街之間,20,臨街地,透天住宅,鋼筋混凝土造,０７６０２,090年10月,3,全,住宅區,25.78,55.83,880,15.76
桃園縣,桃園市,大有路-寶山街與民光東路之間,20,臨街地,住宅大樓,鋼筋混凝土造,０９１１２,099年04月,12,12,住宅區,5.03,44.88,350,7.80
桃園縣,桃園市,大有路-寶山街與民光東路之間,20,臨街地,住宅大樓,鋼筋混凝土造,０９１１２,099年12月,12,8,住宅區,4.31,31.46,330,10.49
桃園縣,桃園市,大有路-寶山街與民光東路間,18,臨街地,住宅大樓,鋼筋混凝土造,０９１１２,096年01月,12,3,住宅區,2.49,26.61,325,12.21
桃園縣,桃園市,大有路-寶山街與民有東路之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０４,096年01月,20,17,住宅區,3.71,33.79,380,11.25
桃園縣,桃園市,大明街-大明街56巷,8,裡地,公寓,鋼筋混凝土造,０８１０８,100年04月,5,3,工業區,8.15,37.55,190,5.06
桃園縣,桃園市,大明街-大明街56巷,5,裡地,廠辦,鋼筋混凝土造,１００１２,101年01月,8,6,工業區,13.34,50.78,700,13.78
桃園縣,桃園市,大明街-大明街56巷,6,裡地,華廈,鋼筋混凝土造,１００１２,101年04月,8,5,工業區,13.86,53.49,722,13.50
桃園縣,桃園市,大明街-大明街56巷,6,裡地,華廈,鋼筋混凝土造,１００１２,101年04月,8,7,工業區,13.34,51.72,700,13.53
桃園縣,桃園市,大明街-大明街56巷,6,裡地,華廈,鋼筋混凝土造,１００１２,101年04月,8,5,工業區,13.34,50.80,700,13.78
桃園縣,桃園市,大明街-大明街56巷,6,裡地,華廈,鋼筋混凝土造,１００１２,101年04月,8,5,工業區,13.34,51.72,700,13.53
桃園縣,桃園市,大明街-桃鶯路與樹仁二街之間,7,臨街地,透天住宅,鋼筋混凝土造,０８３１０,097年12月,3,全,工業區,15.20,28.34,342,12.07
桃園縣,桃園市,大明街-桃鶯路與樹仁二街間,6,臨街地,工廠,加強磚造,０７８１０,099年01月,3,全,工業區,75.21,97.25,1000,10.28
