縣市別,行政區,街道名稱及範圍,路寬(m),臨街關係,用途類別,構造種類,建築完成年月,移轉日期,總樓層數,移轉層數,土地使用分區,移轉土地面積(坪),移轉房屋面積(坪),總價(萬元),單價(萬元/坪)
桃園縣,桃園市,自強路-鎮撫街與園二街之間,20,臨街地,公寓,鋼筋混凝土造,０７００５,094年01月,5,5,住宅區,8.47,29.34,310,10.57
桃園縣,桃園市,自強路-鎮撫街與園二街之間,20,臨街地,公寓,鋼筋混凝土造,０７００５,099年04月,5,3,住宅區,8.47,31.28,352,11.25
桃園縣,桃園市,至善街-向善街與大有路間,5,臨街地,華廈,鋼筋混凝土造,０８７１２,097年01月,8,5,住宅區,4.51,31.77,220,6.92
桃園縣,桃園市,孝一街-孝一街1至50號,8,臨街地,住宅大樓,鋼筋混凝土造,０９７０７,101年04月,11,11,住宅區,6.27,48.73,910,18.67
桃園縣,桃園市,孝一街-孝一街1至50號,8,臨街地,華廈,鋼筋混凝土造,０９７０７,101年04月,9,5,住宅區,5.24,44.32,710,16.02
桃園縣,桃園市,孝一街-忠二路與莒光街間,7,臨街地,住宅大樓,鋼筋混凝土造,０９７０７,098年01月,12,9,住宅區,6.54,50.44,847,16.79
桃園縣,桃園市,孝二街-永安路與忠二路之間,8,臨街地,透天住宅,加強磚造,０６２１１,089年04月,2,全,住宅區,29.95,43.07,880,20.43
桃園縣,桃園市,孝二街-孝二街49巷,8,裡地,透天住宅,鋼筋混凝土造,０９８０６,101年04月,5,全,住宅區,56.61,96.82,1800,18.59
桃園縣,桃園市,宏昌七街-宏昌七街51號至100號,8,臨街地,公寓,鋼筋混凝土造,０９１０８,100年07月,5,2,住宅區,3.40,12.45,180,14.46
桃園縣,桃園市,宏昌九街-泰昌13街與泰昌11街之間,8,裡地,透天住宅,鋼筋混凝土造,０８７０５,089年10月,4,全,住宅區,16.49,67.27,780,11.60
桃園縣,桃園市,宏昌八街-宏昌八街101至150號,10,臨街地,住宅大樓,鋼筋混凝土造,０８８０８,100年04月,14,4,住宅區,4.32,26.72,375,14.03
桃園縣,桃園市,宏昌八街-宏昌八街101至150號,8,臨街地,住宅大樓,鋼筋混凝土造,０８９０１,100年12月,14,14,住宅區,7.74,50.60,800,15.81
桃園縣,桃園市,宏昌八街-宏昌八街1至50號,10,臨街地,透天住宅,鋼筋混凝土造,０９８１１,100年04月,5,全,住宅區,27.65,96.97,1420,14.64
桃園縣,桃園市,宏昌八街-宏昌八街61巷,12,裡地,透天住宅,鋼筋混凝土造,０８８０５,101年07月,5,全,住宅區,25.50,91.10,1530,16.79
桃園縣,桃園市,宏昌八街-國聖一街與國聖二街之間,10,臨街地,住宅大樓,鋼筋混凝土造,０８９０１,099年07月,15,4,住宅區,7.25,48.45,550,11.35
桃園縣,桃園市,宏昌八街-國聖一街與國聖二街間,10,臨街地,住宅大樓,鋼筋混凝土造,０８８０８,099年07月,14,11,住宅區,5.27,38.90,455,11.70
桃園縣,桃園市,宏昌八街-國聖一街與國際路之間,10,臨街地,透天住宅,鋼筋混凝土造,０９４０８,096年04月,5,全,住宅區,35.79,129.51,1500,11.58
桃園縣,桃園市,宏昌八街-國聖二街與國聖一街之間,10,臨街地,住宅大樓,鋼筋混凝土造,０８９０１,099年04月,15,11,住宅區,6.14,36.29,370,10.20
桃園縣,桃園市,宏昌八街-國際路1段與國聖一街之間,10,臨街地,公寓,鋼筋混凝土造,０９４１１,095年01月,5,5,住宅區,14.36,39.89,460,11.53
桃園縣,桃園市,宏昌八街-國際路1段與國聖一街之間,10,臨街地,透天住宅,鋼筋混凝土造,０９４０８,095年09月,5,全,住宅區,36.88,131.05,1650,12.59
桃園縣,桃園市,宏昌八街-國際路二段與國聖二街間,6,裡地,住宅大樓,鋼筋混凝土造,０８９０１,091年12月,14,14,住宅區,3.81,49.09,420,8.56
桃園縣,桃園市,宏昌八街-國際路與泰昌十一街之間,8,裡地,透天住宅,鋼筋混凝土造,０８８０５,100年01月,4,全,住宅區,4.91,61.25,700,11.43
桃園縣,桃園市,宏昌十一街-泰昌二街與泰昌一街,8,臨街地,透天住宅,鋼筋混凝土造,０８２１０,091年04月,5,全,住宅區,27.55,75.76,860,11.35
桃園縣,桃園市,宏昌十二街-宏昌十二街51至100號,8,臨街地,住宅大樓,鋼筋混凝土造,０９４１１,101年07月,13,9,住宅區,7.09,46.14,600,13.00
桃園縣,桃園市,宏昌十二街-泰昌二街與泰昌三街之間,8,臨街地,華廈,鋼筋混凝土造,０８７０６,096年01月,9,1,住宅區,6.41,44.48,550,12.37
桃園縣,桃園市,宏昌十二街-泰昌二街與泰昌三街之間,8,裡地,華廈,鋼筋混凝土造,０８７１１,096年07月,8,3,住宅區,6.79,42.03,400,9.52
桃園縣,桃園市,宏昌十二街-泰昌十一街與泰昌九街之間,8,臨街地,店面(店舖),鋼筋混凝土造,０８８０２,090年01月,5,全,住宅區,18.51,73.20,800,10.93
桃園縣,桃園市,宏昌十二街-泰昌十一街與泰昌十三街間,8,臨街地,透天住宅,鋼筋混凝土造,０９３０１,097年07月,5,全,住宅區,30.41,90.60,1350,14.90
桃園縣,桃園市,宏昌十二街-泰昌六街與中平路之間,8,臨街地,住宅大樓,鋼筋混凝土造,０９４１１,096年04月,13,9,住宅區,7.09,55.90,550,9.84
桃園縣,桃園市,宏昌十二街-國聖一街與國聖二街間,8,臨街地,住宅大樓,鋼筋混凝土造,０８４０２,098年04月,14,12,住宅區,6.60,46.65,370,7.93
桃園縣,桃園市,宏昌十二街-國際路2段與泰昌十一街路之間,8,臨街地,華廈,鋼筋混凝土造,０８００６,094年07月,6,3,住宅區,15.12,69.86,630,9.02
桃園縣,桃園市,宏昌十三街-中平路與泰昌十一街之間,20,臨街地,華廈,鋼筋混凝土造,０８３０９,095年04月,6,1,住宅區,7.93,35.97,350,9.73
桃園縣,桃園市,宏昌十三街-中平路與泰昌十一街間,8,臨街地,華廈,鋼筋混凝土造,０８３０９,097年07月,6,5,住宅區,7.63,39.67,310,7.81
桃園縣,桃園市,宏昌十三街-中平路與泰昌三街間,8,臨街地,華廈,鋼筋混凝土造,０８２０３,098年04月,7,5,住宅區,7.49,37.76,250,6.62
桃園縣,桃園市,宏昌十三街-宏昌十三街601至650號,8,臨街地,華廈,鋼筋混凝土造,０８２１２,100年12月,6,6,住宅區,4.72,19.88,255,12.83
桃園縣,桃園市,宏昌十三街-宏昌十三街701至750號,8,臨街地,住宅大樓,鋼筋混凝土造,０８４０２,101年07月,12,10,住宅區,6.60,46.65,520,11.15
桃園縣,桃園市,宏昌十三街-泰昌十一街與中平路之間,8,臨街地,華廈,鋼筋混凝土造,０８３０９,098年10月,6,5,住宅區,7.93,40.95,255,6.23
桃園縣,桃園市,宏昌十三街-國際路與泰昌十一街間,8,臨街地,華廈,鋼筋混凝土造,０８２０５,098年04月,7,6,住宅區,5.40,25.62,210,8.20
桃園縣,桃園市,宏昌十街-中平路與泰昌六街之間,8,臨街地,住宅大樓,鋼筋混凝土造,０９５１０,096年01月,12,7,住宅區,4.63,35.27,375,10.63
桃園縣,桃園市,宏昌十街-中平路與泰昌六街之間,8,臨街地,住宅大樓,鋼筋混凝土造,０９５１０,096年01月,12,9,住宅區,6.45,46.36,505,10.89
桃園縣,桃園市,宏昌十街-中平路與泰昌六街之間,8,臨街地,住宅大樓,鋼筋混凝土造,０９５１０,096年01月,12,11,住宅區,7.91,54.05,600,11.10
桃園縣,桃園市,宏昌十街-中平路與泰昌六街之間,8,臨街地,住宅大樓,鋼筋混凝土造,０９５１０,096年01月,12,10,住宅區,6.09,44.10,500,11.34
桃園縣,桃園市,宏昌十街-中平路與泰昌六街之間,8,臨街地,住宅大樓,鋼筋混凝土造,０９５１０,097年01月,12,2,住宅區,6.09,22.68,330,14.55
桃園縣,桃園市,宏昌十街-中平路與泰昌六街間,8,臨街地,住宅大樓,鋼筋混凝土造,０９５１０,097年04月,12,7,住宅區,7.91,54.22,718,13.24
桃園縣,桃園市,宏昌十街-宏昌十街1至50號,8,臨街地,住宅大樓,鋼筋混凝土造,０９５１０,101年04月,12,4,住宅區,8.00,64.53,780,12.09
桃園縣,桃園市,宏昌十街-宏昌十街1號至50號,8,臨街地,住宅大樓,鋼筋混凝土造,０９５１０,100年07月,12,10,住宅區,4.45,25.55,321,12.56
桃園縣,桃園市,宏昌三街-宏昌三街28巷,12,裡地,透天住宅,鋼骨混凝土造,０９００４,100年04月,1,全,住宅區,42.35,58.65,1500,25.58
桃園縣,桃園市,宏昌三街-泰昌二街與中平路間,8,裡地,透天住宅,鋼筋混凝土造,０９５０７,097年04月,5,全,住宅區,24.69,70.20,1100,15.67
桃園縣,桃園市,宏昌三街-泰昌十二街與泰昌八街之間,9,臨街地,透天住宅,鋼筋混凝土造,０９５０７,097年04月,5,全,住宅區,23.71,79.20,1200,15.15
桃園縣,桃園市,宏昌五街-宏昌五街1至50號,8,臨街地,華廈,鋼筋混凝土造,０８１１１,100年04月,6,6,住宅區,7.07,39.15,280,7.15
桃園縣,桃園市,宏昌五街-宏昌六街與泰昌三街之間,8,臨街地,華廈,鋼筋混凝土造,０８６０７,100年01月,6,5,住宅區,4.35,21.03,180,8.56
桃園縣,桃園市,宏昌六街-中平路與泰昌二街間,9,臨街地,華廈,鋼筋混凝土造,０８３１０,098年01月,8,6,住宅區,5.92,41.15,335,8.14
桃園縣,桃園市,宏昌六街-中平路與泰昌三街之間,9,臨街地,住宅大樓,鋼筋混凝土造,０８４０９,099年01月,20,20,商業區,4.31,54.69,450,8.23
桃園縣,桃園市,宏昌六街-中平路與泰昌三街之間,9,臨街地,華廈,鋼筋混凝土造,０８３０３,099年01月,7,2,住宅區,6.78,34.35,290,8.44
桃園縣,桃園市,宏昌六街-玉山街與泰昌三街之間,9,裡地,透天住宅,鋼筋混凝土造,０９５０８,098年07月,4,全,農業區,25.86,67.91,770,11.34
桃園縣,桃園市,宏昌六街-宏昌六街101至150號,8,臨街地,華廈,鋼筋混凝土造,０８２０８,100年04月,6,6,住宅區,5.97,30.44,250,8.21
桃園縣,桃園市,宏昌六街-宏昌六街101號至150號,8,臨街地,華廈,鋼筋混凝土造,０８３０３,100年07月,7,6,住宅區,5.45,27.43,250,9.11
桃園縣,桃園市,宏昌六街-宏昌六街61巷36弄,8,裡地,透天住宅,鋼筋混凝土造,０９５０８,100年04月,4,全,農業區,56.49,148.17,1888,12.74
桃園縣,桃園市,宏昌六街-泰昌一街與玉山街之間,10,裡地,透天住宅,鋼筋混凝土造,０９５０８,097年04月,4,全,農業區,27.10,69.79,850,12.18
桃園縣,桃園市,宏昌六街-泰昌一街與潮州街之間,10,裡地,透天住宅,鋼筋混凝土造,０９５０８,096年04月,4,全,農業區,25.86,66.58,760,11.41
桃園縣,桃園市,宏昌六街-泰昌二街與泰昌三街之間,8,臨街地,華廈,鋼筋混凝土造,０８１０４,095年01月,6,5,住宅區,11.47,42.50,400,9.41
桃園縣,桃園市,宏昌六街-泰昌二街與泰昌三街之間,10,臨街地,華廈,鋼筋混凝土造,０８２０８,097年01月,6,5,住宅區,2.99,30.44,230,7.56
桃園縣,桃園市,宏昌六街-泰昌三街與中平路間,10,臨街地,華廈,鋼筋混凝土造,０８７０５,099年04月,9,3,住宅區,5.78,46.29,427,9.22
桃園縣,桃園市,宏昌六街-泰昌三街與泰昌二街之間,8,臨街地,華廈,鋼筋混凝土造,０８１０４,095年01月,6,4,住宅區,12.06,37.43,400,10.69
桃園縣,桃園市,宏昌六街-國際路1段與中平路之間,9,臨街地,華廈,鋼筋混凝土造,０８６０５,099年01月,8,8,住宅區,7.37,37.57,380,10.11
桃園縣,桃園市,宏昌六街-國際路1段與國聖一街之間,9,臨街地,透天住宅,鋼筋混凝土造,０９３０６,099年12月,5,全,住宅區,20.50,72.05,1320,18.32
桃園縣,桃園市,宏昌六街-壽昌街與泰昌二街之間,9,臨街地,華廈,鋼筋混凝土造,０８７０１,098年10月,7,7,住宅區,6.75,36.22,352,9.72
桃園縣,桃園市,秀山街-大同西路與復興路之間,7,裡地,公寓,鋼筋混凝土造,０６７０８,097年07月,4,3,住宅區,10.51,20.59,180,8.74
桃園縣,桃園市,秀山路-大同西路與玉山街之間,7,裡地,公寓,鋼筋混凝土造,０７９１２,098年10月,5,3,住宅區,10.60,49.08,330,6.72
桃園縣,桃園市,秀山路-大同西路與玉山街之間,15,裡地,公寓,鋼筋混凝土造,０６８０４,100年01月,4,3,住宅區,8.39,18.95,165,8.71
桃園縣,桃園市,秀山路-大同西路與玉山街間,7,裡地,公寓,鋼筋混凝土造,０７９１２,099年01月,5,1,住宅區,10.62,49.08,410,8.35
桃園縣,桃園市,秀山路-大同西路與南山街之間,9,裡地,透天住宅,加強磚造,０６２０６,094年12月,2,全,住宅區,15.73,24.97,325,13.02
桃園縣,桃園市,秀山路-大同西路與復興路之間,7,臨街地,透天住宅,鋼筋混凝土造,０６７１２,098年10月,3,全,住宅區,27.83,56.36,824,14.62
桃園縣,桃園市,秀山路-大同西路與復興路間,7,臨街地,店面(店舖),鋼筋混凝土造,０７６１１,098年01月,5,1,住宅區,14.50,58.78,950,16.16
桃園縣,桃園市,秀山路-大同西路與潮州街之間,9,臨街地,公寓,鋼筋混凝土造,０６９０１,096年07月,4,2,住宅區,10.59,24.27,235,9.68
桃園縣,桃園市,秀山路-大同西路與縱貫鐵路之間,7,裡地,公寓,鋼筋混凝土造,０６９０１,096年01月,4,4,住宅區,9.00,21.09,160,7.59
桃園縣,桃園市,秀山路-大同西路與縱貫鐵路之間,9,臨街地,公寓,鋼筋混凝土造,０６９０１,096年07月,4,3,住宅區,6.81,21.11,140,6.63
桃園縣,桃園市,秀山路-大同路與復興路之間,9,裡地,公寓,鋼筋混凝土造,０６７０８,096年04月,4,3,住宅區,9.45,21.30,200,9.39
桃園縣,桃園市,秀山路-玉山街與大同西路之間,7,裡地,公寓,鋼筋混凝土造,０８０１１,099年12月,5,5,住宅區,2.27,10.43,120,11.51
桃園縣,桃園市,秀山路-宏昌十二街與大同西路之間,8,臨街地,公寓,鋼筋混凝土造,０６９０１,096年04月,4,1,住宅區,10.59,24.27,360,14.83
桃園縣,桃園市,秀山路-秀山路101至150號,9,臨街地,華廈,鋼筋混凝土造,０８２０９,101年04月,6,5,住宅區,9.58,47.10,385,8.17
桃園縣,桃園市,秀山路-秀山路101號至150號,8,臨街地,華廈,鋼筋混凝土造,０８２０５,100年07月,7,7,住宅區,6.69,37.46,230,6.14
桃園縣,桃園市,秀山路-秀山路與玉山街之間,8,臨街地,公寓,鋼筋混凝土造,０６９０１,094年01月,4,3,住宅區,8.32,25.51,200,7.84
桃園縣,桃園市,秀山路-復興路與大同西路,9,裡地,公寓,鋼筋混凝土造,０６７０８,097年01月,4,1,住宅區,15.43,16.58,280,16.89
桃園縣,桃園市,秀山路-復興路與大同西路之間,9,裡地,透天住宅,加強磚造,０６３０５,089年10月,2,全,住宅區,42.65,70.55,1210,17.15
桃園縣,桃園市,秀山路-復興路與大同西路之間,8,裡地,透天住宅,加強磚造,０６２０７,094年07月,2,全,住宅區,15.73,25.20,350,13.89
桃園縣,桃園市,秀山路-復興路與大同西路之間,9,裡地,公寓,鋼筋混凝土造,０６８０４,095年01月,4,4,住宅區,9.68,21.99,150,6.82
桃園縣,桃園市,秀山路-復興路與大同西路間,7,臨街地,公寓,鋼筋混凝土造,０７０１０,099年01月,5,5,住宅區,6.56,35.29,140,3.97
桃園縣,桃園市,秀山路-復興路與玉山街間,9,裡地,公寓,鋼筋混凝土造,０６７０８,094年12月,4,2,住宅區,15.43,16.58,220,13.27
桃園縣,桃園市,秀山路-復興路與南山街之間,10,臨街地,透天住宅,加強磚造,０６５０６,094年01月,3,全,住宅區,24.20,50.40,500,9.92
桃園縣,桃園市,秀山路-復興路興大同西路之間,9,裡地,公寓,鋼筋混凝土造,０６８０４,094年12月,4,3,住宅區,9.53,22.30,220,9.87
桃園縣,桃園市,育仁街-中山路與復興路之間,8,臨街地,店面(店舖),鋼筋混凝土造,０７３０１,093年07月,5,全,住宅區,27.22,38.12,600,15.74
桃園縣,桃園市,育仁街-中山路與復興路之間,7,臨街地,住宅大樓,鋼筋混凝土造,０８８０２,095年04月,14,7,住宅區,6.56,55.05,700,12.72
桃園縣,桃園市,育仁街-中山路與復興路之間,7,臨街地,住宅大樓,鋼筋混凝土造,０８８０２,098年07月,14,8,住宅區,6.56,60.58,650,10.73
桃園縣,桃園市,育仁街-育仁街1至50號,7,臨街地,住宅大樓,鋼筋混凝土造,０８８０２,101年01月,14,3,住宅區,2.90,27.07,265,9.79
桃園縣,桃園市,育仁街-育仁街1至50號,7,臨街地,住宅大樓,鋼筋混凝土造,０８８０２,101年07月,14,3,住宅區,6.36,59.67,710,11.90
桃園縣,桃園市,育仁街-復興路與中山路之間,7,臨街地,住宅大樓,鋼筋混凝土造,０８８０２,098年04月,16,11,住宅區,4.99,37.95,435,11.46
桃園縣,桃園市,育群街-中山路與復興路之間,7,臨街地,公寓,鋼筋混凝土造,０６５１２,097年04月,4,4,住宅區,9.07,18.34,195,10.63
桃園縣,桃園市,育樂街-中山路與復興路之間,20,臨街地,店面(店舖),加強磚造,０５８１２,090年07月,3,全,住宅區,15.43,43.93,620,14.11
桃園縣,桃園市,育樂街-四維街與中山路之間,15,臨街地,公寓,鋼筋混凝土造,０８００５,097年07月,5,3,住宅區,5.51,19.02,205,10.78
桃園縣,桃園市,育樂街-育樂街1至50號,7,臨街地,華廈,鋼筋混凝土造,０７８０３,101年01月,7,2,住宅區,4.86,29.44,303,10.29
桃園縣,桃園市,和平路-中正路與永樂路之間,10,袋地,透天住宅,加強磚造,０３９０３,090年10月,2,全,住宅區,30.55,40.23,950,23.61
桃園縣,桃園市,和平路-民生路與朝陽街之間,10,臨街地,華廈,鋼筋混凝土造,０８２１２,096年01月,9,7,商業區,1.12,9.20,72,7.83
桃園縣,桃園市,和平路-民生路與朝陽街之間,8,臨街地,華廈,鋼筋混凝土造,０８２１２,099年12月,9,8,商業區,1.23,11.17,85,7.61
桃園縣,桃園市,和平路-民權路與民族路之間,9,臨街地,透天住宅,加強磚造,０６３０７,098年10月,3,全,商業區,15.43,38.57,630,16.33
桃園縣,桃園市,和平路-民權路與民族路間,9,臨街地,透天住宅,加強磚造,０５２１２,098年04月,3,全,商業區,22.99,54.89,760,13.85
桃園縣,桃園市,和平路-永樂街與民生路之間,10,臨街地,店面(店舖),磚造,０４３１０,089年01月,1,全,商業區,28.43,20.87,1500,71.87
桃園縣,桃園市,和平路-永樂街與民生路之間,10,裡地,透天住宅,加強磚造,０６９０７,089年10月,3,全,商業區,9.98,27.31,390,14.28
桃園縣,桃園市,和平路-永樂街與民生路之間,10,袋地,透天住宅,加強磚造,０６９０７,090年10月,3,全,商業區,9.98,27.31,320,11.72
桃園縣,桃園市,和平路-和平路1至50號,9,臨街地,華廈,鋼筋混凝土造,０８２１２,101年01月,9,6,商業區,1.13,9.97,70,7.02
桃園縣,桃園市,和平路-和平路1至50號,7,臨街地,華廈,鋼筋混凝土造,０８２１２,101年07月,9,8,商業區,1.32,12.31,116,9.42
桃園縣,桃園市,和平路-朝陽街與民生路之間,9,臨街地,華廈,鋼筋混凝土造,０８２１２,100年01月,9,6,商業區,1.23,6.97,80,11.48
桃園縣,桃園市,和興街-三民路3段與民族路之間,7,臨街地,透天住宅,鋼筋混凝土造,０９７０８,098年04月,4,全,住宅區,34.36,127.53,2000,15.68
桃園縣,桃園市,和興街-三民路3段與南華街之間,7,臨街地,透天住宅,鋼筋混凝土造,０９７０８,099年04月,4,全,住宅區,34.36,127.53,1950,15.29
桃園縣,桃園市,和興街-民族路與南華街間,7,臨街地,透天住宅,加強磚造,０４５０３,098年10月,4,全,住宅區,54.45,194.00,3100,15.98
桃園縣,桃園市,坤成街-大業路1段與民有十六街間,8,臨街地,透天住宅,鋼筋混凝土造,０７６０７,096年12月,2,全,住宅區,43.46,65.37,1100,16.83
桃園縣,桃園市,坤成街-大業路與民有十六街間,8,裡地,透天住宅,加強磚造,０７７１０,096年04月,2,全,住宅區,21.27,32.07,490,15.28
桃園縣,桃園市,坤成街-民有十六街與民有三街之間,7,臨街地,華廈,鋼筋混凝土造,０８３１１,098年07月,6,1,住宅區,8.33,37.04,350,9.45
桃園縣,桃園市,坤成街-坤成街51至100號,8,臨街地,華廈,鋼筋混凝土造,０８３０３,100年12月,9,3,住宅區,7.17,33.85,308,9.10
桃園縣,桃園市,坤成街-坤成街51至100號,20,臨街地,華廈,鋼筋混凝土造,０８３０３,101年04月,9,9,住宅區,7.63,36.12,320,8.86
桃園縣,桃園市,坤成街-坤成街51號至100號,8,臨街地,華廈,鋼筋混凝土造,０８３０３,100年07月,9,3,住宅區,7.63,36.12,395,10.94
桃園縣,桃園市,坤成街-會稽一街與大業路1段之間,6,臨街地,華廈,鋼筋混凝土造,０８３０３,099年12月,9,4,住宅區,7.17,33.85,287,8.48
桃園縣,桃園市,延平路-大豐路與樹仁一街間,7,裡地,透天住宅,鋼筋混凝土造,０９６０９,097年04月,4,全,住宅區,28.79,71.83,790,11.00
桃園縣,桃園市,延平路-延平路12巷,15,裡地,公寓,鋼筋混凝土造,０７５０７,100年12月,5,5,住宅區,8.37,33.75,210,6.22
桃園縣,桃園市,延平路-昆明路與金門二街間,15,裡地,公寓,鋼筋混凝土造,０９４０４,094年04月,4,1,住宅區,12.19,33.12,260,7.85
桃園縣,桃園市,延平路-金門一街與大豐路之間,15,臨街地,透天住宅,加強磚造,０６６０８,091年03月,2,全,住宅區,26.03,39.08,700,17.91
桃園縣,桃園市,延平路-金門二街與昆明路之間,15,裡地,公寓,鋼筋混凝土造,０６９１０,098年04月,4,3,住宅區,3.87,32.32,210,6.50
桃園縣,桃園市,延平路-桃園後站與大林路間,15,臨街地,公寓,鋼筋混凝土造,０７４０５,099年01月,5,5,住宅區,7.39,30.11,205,6.81
桃園縣,桃園市,延平路-樹仁一街與大豐路之間,7,臨街地,透天住宅,加強磚造,０７８０３,095年09月,2,全,住宅區,33.05,30.69,550,17.92
桃園縣,桃園市,延壽街-延壽街143巷,8,裡地,華廈,鋼筋混凝土造,０８４１０,101年01月,7,---,住宅區,6.75,30.40,288,9.47
桃園縣,桃園市,延壽街-延壽街168巷,12,裡地,華廈,鋼筋混凝土造,０８１０５,100年12月,7,3,住宅區,4.97,30.36,250,8.23
桃園縣,桃園市,延壽街-延壽街97巷,7,裡地,辦公商業大樓,鋼筋混凝土造,１０１０２,101年04月,12,2,商業區,8.45,72.02,1700,23.60
桃園縣,桃園市,延壽街-信陽街與益壽一街之間,9,臨街地,公寓,鋼筋混凝土造,０９３０７,096年07月,4,1,住宅區,4.99,10.46,160,15.30
桃園縣,桃園市,延壽街-益壽一街與益壽二街之間,8,臨街地,透天住宅,鋼筋混凝土造,０７３１１,094年01月,3,全,住宅區,2.01,46.26,600,12.97
桃園縣,桃園市,延壽街-益壽一街與益壽八街之間,10,裡地,華廈,鋼筋混凝土造,０８４１０,096年01月,7,5,住宅區,6.95,31.67,255,8.05
桃園縣,桃園市,延壽街-益壽八街與中山路之間,12,裡地,公寓,鋼筋混凝土造,０７０１０,095年01月,4,4,住宅區,7.36,25.93,240,9.26
桃園縣,桃園市,延壽街-益壽八街與益壽一街之間,12,裡地,透天住宅,鋼筋混凝土造,０８９０３,091年04月,4,全,住宅區,22.17,59.37,630,10.61
桃園縣,桃園市,延壽街-益壽五街與益壽八街之間,12,臨街地,公寓,鋼筋混凝土造,０７０１０,094年12月,5,3,住宅區,6.93,32.03,220,6.87
桃園縣,桃園市,延壽街-益壽五街與益壽三街之間,12,臨街地,透天住宅,鋼筋混凝土造,０７５０４,096年01月,4,全,住宅區,33.44,62.97,900,14.29
桃園縣,桃園市,延壽街-國際路2段與益壽八街之間,12,裡地,華廈,鋼筋混凝土造,０８１０５,100年01月,7,2,住宅區,6.35,37.37,275,7.36
桃園縣,桃園市,延壽街-國際路二段與中山路之間,12,裡地,透天住宅,加強磚造,０６７０６,090年06月,2,全,住宅區,26.13,37.85,550,14.53
桃園縣,桃園市,延壽街-國際路二段與中山路之間,10,裡地,透天住宅,鋼筋混凝土造,０６９１１,090年10月,3,全,住宅區,22.24,44.46,536,12.06
桃園縣,桃園市,延壽街-國際路二段與益壽一街之間,12,臨街地,店面(店舖),加強磚造,０６３０９,092年12月,2,全,住宅區,23.41,41.52,510,12.28
桃園縣,桃園市,延壽街-國際路與中山路間,8,裡地,公寓,鋼筋混凝土造,０６９１２,097年07月,4,4,住宅區,10.53,30.60,280,9.15
桃園縣,桃園市,延壽街-國際路與益壽二街間,12,臨街地,透天住宅,加強磚造,０６３０９,097年12月,2,全,住宅區,23.63,42.54,730,17.16
桃園縣,桃園市,延壽路-益壽一街與信陽街之間,10,裡地,公寓,鋼筋混凝土造,０７０１０,096年04月,4,1,住宅區,7.86,26.39,280,10.61
桃園縣,桃園市,忠一路-中山北路與莒光路之間,8,臨街地,店面(店舖),加強磚造,０６５１２,089年01月,2,全,住宅區,52.63,76.12,1390,18.26
桃園縣,桃園市,忠一路-民安路與中山北路之間,8,臨街地,透天住宅,鋼筋混凝土造,０６７１０,090年01月,4,全,住宅區,40.84,112.71,1620,14.37
桃園縣,桃園市,忠一路-孝二街與中山北路間,7,臨街地,住宅大樓,鋼筋混凝土造,０９７０７,099年01月,12,1,住宅區,5.20,54.68,800,14.63
桃園縣,桃園市,忠一路-忠一路181巷,8,裡地,透天住宅,加強磚造,０５８０８,101年01月,2,全,農業區,26.32,25.66,750,29.23
桃園縣,桃園市,忠一路-忠一路1至50號,8,臨街地,透天住宅,加強磚造,０６５０９,101年01月,2,全,住宅區,43.86,59.45,1000,16.82
桃園縣,桃園市,忠一路-忠二路與廈門街之間,6,裡地,透天住宅,加強磚造,０５８０８,094年01月,2,全,農業區,26.32,25.66,250,9.74
桃園縣,桃園市,忠一路-法院後街與民安路之間,7,裡地,透天住宅,加強磚造,０５８０８,098年07月,2,全,農業區,42.05,25.66,580,22.60
桃園縣,桃園市,忠二路-三民路與文康街之間,10,裡地,公寓,鋼筋混凝土造,０６７０８,094年07月,4,4,住宅區,9.00,20.36,220,10.81
桃園縣,桃園市,忠二路-中山北路與文康路間,8,臨街地,透天住宅,加強磚造,０６０１２,095年09月,2,全,住宅區,39.32,42.65,750,17.58
桃園縣,桃園市,忠二路-文康路與桃園國中之間,10,臨街地,透天住宅,加強磚造,０６１０８,094年01月,3,全,住宅區,21.48,37.85,450,11.89
桃園縣,桃園市,忠二路-民安路與永定一街間,7,臨街地,住宅大樓,鋼筋混凝土造,０９９０９,100年01月,14,10,住宅區,10.58,90.71,1300,14.33
桃園縣,桃園市,忠二路-永定一路與民安路之間,7,臨街地,透天住宅,加強磚造,０６５０７,097年07月,2,全,住宅區,29.64,40.18,675,16.80
桃園縣,桃園市,忠二路-永定一路與民安路間,8,臨街地,透天住宅,加強磚造,０６４１２,095年09月,2,全,住宅區,22.38,3.19,360,112.85
桃園縣,桃園市,忠二路-永定二街與民安路之間,7,臨街地,透天住宅,加強磚造,０６４１２,094年07月,2,全,住宅區,22.38,32.22,450,13.97
桃園縣,桃園市,忠二路-永定二街與法院後街之間,10,裡地,透天住宅,加強磚造,０６１０６,098年04月,2,全,農業區,27.53,32.31,450,13.93
桃園縣,桃園市,忠二路-忠二路151至200號,10,臨街地,住宅大樓,鋼筋混凝土造,０９９０９,100年04月,14,14,住宅區,10.45,89.31,1200,13.44
桃園縣,桃園市,忠二路-忠二路151至200號,10,臨街地,住宅大樓,鋼筋混凝土造,０９９０９,100年04月,14,6,住宅區,11.63,98.06,1300,13.26
桃園縣,桃園市,忠二路-忠二路151至200號,10,臨街地,住宅大樓,鋼筋混凝土造,０９９０９,100年04月,14,9,住宅區,11.76,104.79,1950,18.61
