縣市別,行政區,街道名稱及範圍,路寬(m),臨街關係,用途類別,構造種類,建築完成年月,移轉日期,總樓層數,移轉層數,土地使用分區,移轉土地面積(坪),移轉房屋面積(坪),總價(萬元),單價(萬元/坪)
宜蘭縣,三星鄉,11號計畫道路-三星國中附近,8,裡地,透天住宅,鋼筋混凝土造,０９４０２,094年01月,3,全,住宅區,28.47,57.97,388,6.69
宜蘭縣,三星鄉,三星路1段101巷-三星路1段與廣興大橋間,6,裡地,透天住宅,鋼筋混凝土造,０８２０６,098年07月,3,全,甲種建築用地,29.58,46.66,295,6.32
宜蘭縣,三星鄉,三星路1段87巷-廣興大橋附近,3,裡地,農舍,鋼筋混凝土造,０９６０１,099年04月,3,全,農牧用地,549.64,99.19,1050,10.59
宜蘭縣,三星鄉,三星路1段-大隱社區活動中心附近,15,裡地,透天住宅,加強磚造,０７１０５,095年01月,2,全,甲種建築用地,34.48,33.29,300,9.01
宜蘭縣,三星鄉,三星路1段-大隱社區活動中心附近,15,裡地,透天住宅,加強磚造,０７１０５,095年01月,2,全,甲種建築用地,20.57,29.59,270,9.12
宜蘭縣,三星鄉,三星路1段-大隱國小附近,15,裡地,透天住宅,鋼筋混凝土造,０８３０２,094年12月,3,全,甲種建築用地,29.23,54.09,350,6.47
宜蘭縣,三星鄉,三星路1段-中油大埔站附近,15,臨街地,透天住宅,鋼筋混凝土造,０９００４,097年07月,3,全,甲種建築用地,27.10,54.07,500,9.25
宜蘭縣,三星鄉,三星路1段-湧泉公園附近,15,裡地,透天住宅,鋼筋混凝土造,０８５０８,094年12月,3,全,甲種建築用地,21.78,52.20,320,6.13
宜蘭縣,三星鄉,三星路1段-廣興大橋附近,15,裡地,透天住宅,鋼筋混凝土造,０８４０１,097年07月,3,全,甲種建築用地,30.70,54.36,360,6.62
宜蘭縣,三星鄉,三星路3段293巷-上將路3段與萬富圳幹線第4支線排水間,6,裡地,透天住宅,鋼造,０８３０７,098年07月,1,全,甲種建築用地,235.95,118.32,940,7.94
宜蘭縣,三星鄉,三星路3段-宜蘭監獄附近,15,裡地,透天住宅,鋼筋混凝土造,０９００４,097年12月,3,全,甲種建築用地,28.43,55.52,380,6.84
宜蘭縣,三星鄉,三星路3段-宜蘭監獄附近,15,臨街地,透天住宅,鋼筋混凝土造,０８５０２,098年04月,4,全,甲種建築用地,19.06,53.77,288,5.36
宜蘭縣,三星鄉,三星路4段-三星分局附近,15,臨街地,透天住宅,加強磚造,０６１０１,098年04月,2,全,商業區,22.31,36.06,450,12.48
宜蘭縣,三星鄉,三星路4段-三星加油站附近,15,裡地,透天住宅,加強磚造,０６９１１,095年12月,2,全,住宅區,24.93,34.05,255,7.49
宜蘭縣,三星鄉,三星路4段-三星加油站附近,15,裡地,透天住宅,加強磚造,０７０１０,097年01月,2,全,住宅區,27.05,30.47,250,8.20
宜蘭縣,三星鄉,三星路4段-三星加油站附近,15,臨街地,透天住宅,鋼筋混凝土造,０８７０４,097年01月,3,全,住宅區,25.73,56.31,510,9.06
宜蘭縣,三星鄉,三星路4段-三星國中附近,15,臨街地,透天住宅,鋼筋混凝土加強磚造,０７９０８,095年01月,2,全,住宅區,34.39,45.03,350,7.77
宜蘭縣,三星鄉,三星路4段-位於三星鄉公所附近,15,裡地,透天住宅,加強磚造,０７０１０,093年04月,2,全,住宅區,60.20,41.74,355,8.51
宜蘭縣,三星鄉,三星路4段-位於三星鄉公所附近,15,裡地,透天住宅,加強磚造,０７００９,093年04月,3,全,住宅區,30.34,32.74,200,6.11
宜蘭縣,三星鄉,三星路5段-三星國小附近,15,裡地,透天住宅,鋼筋混凝土造,０９６１０,097年01月,3,全,住宅區,31.79,42.82,438,10.23
宜蘭縣,三星鄉,三星路5段-三星國小對面,15,裡地,透天住宅,鋼筋混凝土造,０８２１２,093年12月,4,全,商業區,30.47,68.59,430,6.27
宜蘭縣,三星鄉,三星路5段-三星路5段250號至300號間,15,臨街地,住宅區,磚造,０６９１２,100年12月,1,全,透天住宅,16.91,16.52,100,6.05
宜蘭縣,三星鄉,三星路6段-保安宮附近,15,臨街地,透天住宅,鋼筋混凝土造,０８３１１,097年07月,3,全,甲種建築用地,23.90,43.20,270,6.25
宜蘭縣,三星鄉,上將路1段-宜蘭教養院附近,15,裡地,透天住宅,鋼筋混凝土造,０８４０６,095年04月,4,全,甲種建築用地,27.95,67.98,420,6.18
宜蘭縣,三星鄉,上將路2段-內政部宜蘭教養院附近,12,臨街地,透天住宅,鋼筋混凝土造,０８５０２,101年01月,3,全,甲種建築用地,22.38,49.99,380,7.60
宜蘭縣,三星鄉,上將路2段-宜蘭教養院附近,11,裡地,透天住宅,鋼筋混凝土造,０８４０６,097年12月,4,全,甲種建築用地,29.31,68.39,410,6.00
宜蘭縣,三星鄉,上將路2段-宜蘭教養院附近,9,裡地,透天住宅,鋼筋混凝土造,０９００７,098年04月,4,全,甲種建築用地,29.54,60.29,382,6.34
宜蘭縣,三星鄉,上將路2段-宜蘭教養院附近,12,臨街地,透天住宅,鋼筋混凝土加強磚造,０６９０８,098年10月,2,全,甲種建築用地,26.62,36.86,300,8.14
宜蘭縣,三星鄉,上將路3段-大義社區活動中心附近,15,臨街地,透天住宅,鋼筋混凝土造,０８４０８,094年12月,5,全,甲種建築用地,25.71,58.91,390,6.62
宜蘭縣,三星鄉,上將路3段-大義活動中心附近,15,裡地,農舍,鋼筋混凝土造,０９７０６,097年07月,3,全,農牧用地,265.29,79.90,900,11.26
宜蘭縣,三星鄉,上將路3段-大義活動中心附近,12,臨街地,透天住宅,鋼筋混凝土造,０８４０８,100年01月,5,全,甲種建築用地,25.71,58.91,380,6.45
宜蘭縣,三星鄉,上將路3段-宜26-2與南北幹路一間,20,臨街地,農舍,鋼筋混凝土造,０９９０８,100年07月,3,全,農牧用地,228.92,75.42,928,12.30
宜蘭縣,三星鄉,上將路3段-東西二路與上將路3段間,6,裡地,透天住宅,鋼筋混凝土造,１０００４,100年04月,3,全,甲種建築用地,26.62,46.55,400,8.59
宜蘭縣,三星鄉,上將路3段-東西二路與上將路3段間,6,裡地,透天住宅,鋼筋混凝土造,１０００４,100年07月,3,全,甲種建築用地,27.22,46.55,405,8.70
宜蘭縣,三星鄉,上將路5段-萬富國小附近,9,臨街地,農舍,鋼筋混凝土造,０９５１０,097年07月,3,全,農牧用地,232.32,78.59,950,12.09
宜蘭縣,三星鄉,上將路-宜蘭教養院附近,15,裡地,透天住宅,鋼筋混凝土加強磚造,０６９０８,094年07月,2,全,甲種建築用地,42.05,31.92,220,6.89
宜蘭縣,三星鄉,大坑路-宜蘭監獄附近,8,裡地,透天住宅,鋼筋混凝土造,０９６０８,098年07月,3,全,甲種建築用地,27.60,44.88,360,8.02
宜蘭縣,三星鄉,大坑路-宜蘭監獄附近,8,裡地,透天住宅,鋼筋混凝土造,０９６０８,098年07月,3,全,甲種建築用地,29.15,45.41,320,7.05
宜蘭縣,三星鄉,大洲路26之35號-南北九路與南北十路間,8,裡地,透天住宅,鋼筋混凝土造,０９００７,100年04月,4,全,甲種建築用地,29.54,60.29,480,7.96
宜蘭縣,三星鄉,大洲路-上將路2段與尾塹路間,5,臨街地,甲種建築用地,鋼筋混凝土加強磚造,０６９１１,100年12月,2,全,透天住宅,31.76,35.86,212,5.91
宜蘭縣,三星鄉,大洲路-尾塹路與南北十路間,8,裡地,甲種建築用地,鋼筋混凝土造,０８６１１,100年12月,4,全,透天住宅,30.07,59.99,500,8.33
宜蘭縣,三星鄉,大洲路-宜蘭教養院附近,7,臨街地,透天住宅,鋼筋混凝土造,０９００７,099年04月,4,全,甲種建築用地,27.06,61.15,380,6.21
宜蘭縣,三星鄉,大埔六路31巷-大隱社區活動中心附近,7,裡地,甲種建築用地,鋼筋混凝土造,０８３０５,100年12月,3,全,透天住宅,31.76,48.12,326,6.77
宜蘭縣,三星鄉,大埔路-三星路1段與安農溪之間,8,臨街地,透天住宅,鋼筋混凝土造,０９５０６,098年10月,3,全,農牧用地,426.22,82.46,1280,15.52
宜蘭縣,三星鄉,大埔路-大隱國小附近,10,臨街地,透天住宅,鋼筋混凝土造,０８５０４,096年01月,3,全,甲種建築用地,31.76,57.48,350,6.09
宜蘭縣,三星鄉,大埔路-大隱國小附近,10,裡地,透天住宅,鋼筋混凝土造,０７００１,096年07月,2,全,甲種建築用地,27.53,24.27,200,8.24
宜蘭縣,三星鄉,大埔路-大隱國小附近,10,裡地,廠辦,磚造,０６３０４,096年07月,1,全,丁種建築用地,527.86,222.11,1365,6.15
宜蘭縣,三星鄉,大埔路-大隱國小附近,10,裡地,透天住宅,鋼筋混凝土造,０８５０４,097年04月,3,全,甲種建築用地,28.43,51.52,310,6.02
宜蘭縣,三星鄉,大埔路-大隱國小附近,11,臨街地,透天住宅,加強磚造,０７００１,098年04月,2,全,甲種建築用地,26.92,27.79,250,9.00
宜蘭縣,三星鄉,大埔路-大隱國小附近,10,裡地,透天住宅,加強磚造,０７００９,098年04月,2,全,乙種建築用地,32.67,34.26,190,5.55
宜蘭縣,三星鄉,大埔路-享志水泥附近,10,裡地,透天住宅,加強磚造,０７００５,095年01月,2,全,乙種建築用地,36.30,34.86,260,7.46
宜蘭縣,三星鄉,大埔路-宜49線與宜46線之間,10,臨街地,透天住宅,鋼筋混凝土造,０８４０９,099年01月,5,全,甲種建築用地,24.80,63.33,320,5.05
宜蘭縣,三星鄉,大埔路-東興工業附近,10,裡地,透天住宅,鋼筋混凝土加強磚造,０７０１２,094年07月,2,全,甲種建築用地,25.11,32.67,180,5.51
宜蘭縣,三星鄉,大埔路-東興工業附近,10,裡地,透天住宅,加強磚造,０７０１２,095年01月,2,全,甲種建築用地,25.71,32.83,180,5.48
宜蘭縣,三星鄉,大埔路-東興工業附近,10,裡地,透天住宅,鋼筋混凝土造,０７０１２,096年04月,2,全,甲種建築用地,24.20,30.81,280,9.09
宜蘭縣,三星鄉,大埔路-東興工業附近,10,裡地,透天住宅,加強磚造,０７０１２,096年12月,2,全,甲種建築用地,37.81,29.63,210,7.09
宜蘭縣,三星鄉,大埔路-東興工業附近,12,裡地,透天住宅,鋼筋混凝土造,０８４０９,097年01月,5,全,甲種建築用地,37.06,65.92,380,5.76
宜蘭縣,三星鄉,大埔路-東興科技(股)附近,10,裡地,透天住宅,加強磚造,０７０１２,097年12月,2,全,甲種建築用地,28.74,31.48,265,8.42
宜蘭縣,三星鄉,大義路-萬富國小以東,5,臨街地,透天住宅,鋼筋混凝土造,１０１０１,101年04月,4,全,甲種建築用地,34.05,85.48,763,8.93
宜蘭縣,三星鄉,大隱十三路-大埔二路與大埔三路間,7,臨街地,透天住宅,鋼筋混凝土造,０８５０８,101年01月,5,全,甲種建築用地,10.08,49.08,275,5.60
宜蘭縣,三星鄉,中山路-三星國中附近,13,臨街地,透天住宅,加強磚造,０６１０１,096年04月,1,全,農業區,23.27,19.90,135,6.78
宜蘭縣,三星鄉,中興路-大洲國小附近,7,裡地,農舍,鋼筋混凝土造,０９７０９,098年01月,2,全,農牧用地,384.48,86.29,1000,11.59
宜蘭縣,三星鄉,中興路-玉旨堯天宮附近,6,臨街地,農舍,鋼骨鋼筋混凝土造,０９９１２,100年01月,1,全,農牧用地,698.47,6.33,400,63.19
宜蘭縣,三星鄉,中興路-宜47線與宜26-1線之間,6,裡地,農舍,鋼筋混凝土加強磚造,０８６０１,099年04月,2,全,農牧用地,776.52,121.22,1060,8.74
宜蘭縣,三星鄉,中興路-尚武活動中心附近,8,臨街地,透天住宅,加強磚造,０８８０６,095年09月,2,全,乙種建築用地,39.32,44.74,280,6.26
宜蘭縣,三星鄉,中興路-尚武活動中心附近,10,臨街地,農舍,鋼筋混凝土造,０９５０１,095年09月,2,全,農牧用地,279.21,62.16,600,9.65
宜蘭縣,三星鄉,太平路-三星加油站附近,12,裡地,透天住宅,鋼筋混凝土加強磚造,０６９１１,090年10月,2,全,住宅區,24.33,34.05,250,7.34
宜蘭縣,三星鄉,月眉街-三星加油站附近,12,裡地,透天住宅,鋼筋混凝土造,０９５０７,095年09月,3,全,農業區,33.18,55.98,450,8.04
宜蘭縣,三星鄉,月眉街-三星加油站附近,8,裡地,透天住宅,加強磚造,０７００９,096年12月,2,全,住宅區,27.31,32.34,200,6.18
宜蘭縣,三星鄉,月眉街-三星加油站附近,4,裡地,透天住宅,加強磚造,０７００９,099年12月,2,全,住宅區,21.68,26.64,200,7.51
宜蘭縣,三星鄉,月眉街-三星國中附近,8,臨街地,透天住宅,鋼筋混凝土造,０９４０２,094年07月,3,全,住宅區,33.73,63.52,445,7.01
宜蘭縣,三星鄉,月眉街-三星國中附近,8,裡地,透天住宅,加強磚造,０７００９,095年04月,2,全,住宅區,21.68,26.64,180,6.76
宜蘭縣,三星鄉,月眉街-三星國中附近,8,裡地,透天住宅,鋼筋混凝土造,０９６０１,096年07月,3,全,住宅區,31.59,58.14,510,8.77
宜蘭縣,三星鄉,月眉街-三星國中附近,8,裡地,透天住宅,鋼筋混凝土造,０９６０９,098年04月,3,全,住宅區,34.02,52.29,500,9.56
宜蘭縣,三星鄉,月眉街-三星國中附近,8,臨街地,透天住宅,鋼筋混凝土造,０９６０９,098年10月,3,全,住宅區,30.13,50.15,450,8.97
宜蘭縣,三星鄉,月眉街-三星國中附近,8,裡地,透天住宅,鋼筋混凝土造,０９６０９,099年01月,3,全,住宅區,29.15,49.59,390,7.86
宜蘭縣,三星鄉,月眉街-三星國中附近,8,臨街地,透天住宅,鋼筋混凝土造,０９６０７,099年12月,3,全,住宅區,30.98,58.02,530,9.13
宜蘭縣,三星鄉,月眉街-加油站附近,8,裡地,透天住宅,加強磚造,０７００９,093年12月,2,全,住宅區,24.55,29.66,250,8.43
宜蘭縣,三星鄉,月眉街-宜44線與三星路4段之間,5,裡地,透天住宅,鋼筋混凝土造,０９６０１,100年01月,3,全,住宅區,31.19,60.14,650,10.81
宜蘭縣,三星鄉,月眉路-三星國中附近,12,裡地,透天住宅,加強磚造,０７００９,093年12月,2,全,住宅區,22.24,26.72,190,7.11
宜蘭縣,三星鄉,月眉路-三星國中附近,12,臨街地,透天住宅,鋼筋混凝土造,０９４０２,094年01月,3,全,住宅區,29.59,54.47,415,7.62
宜蘭縣,三星鄉,台7丙省黨部-憲明國小旁,15,裡地,透天住宅,加強磚造,０７１０９,094年07月,2,全,甲種建築用地,70.48,59.01,300,5.08
宜蘭縣,三星鄉,成功路-三星市場附近,8,臨街地,透天住宅,土木造,０６９０５,099年07月,2,全,住宅區,27.66,36.48,244,6.69
宜蘭縣,三星鄉,成功路-三星鄉公所及樂仁托兒所附近,6,裡地,透天住宅,加強磚造,０７４０４,090年07月,2,全,住宅區,25.80,35.00,350,10.00
宜蘭縣,三星鄉,成功路-三星鄉公所附近,6,臨街地,透天住宅,鋼筋混凝土加強磚造,０６７０２,091年04月,3,全,住宅區,20.08,52.94,250,4.72
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,裡地,透天住宅,鋼筋混凝土加強磚造,０６９１１,091年07月,2,全,住宅區,23.76,34.48,220,6.38
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,裡地,透天住宅,鋼筋混凝土加強磚造,０７００９,091年12月,2,全,住宅區,27.42,35.88,180,5.02
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,裡地,透天住宅,加強磚造,０７４０４,093年01月,2,全,住宅區,25.80,35.00,210,6.00
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,裡地,透天住宅,加強磚造,０６９０５,093年01月,2,全,住宅區,29.19,33.57,200,5.96
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,臨街地,透天住宅,加強磚造,０７０１１,093年07月,2,全,住宅區,28.21,39.82,196,4.92
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,臨街地,透天住宅,鋼筋混凝土造,０８００５,093年07月,2,全,住宅區,28.86,34.75,270,7.77
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,裡地,透天住宅,鋼筋混凝土造,０８４０８,093年12月,3,全,住宅區,22.40,45.00,250,5.56
宜蘭縣,三星鄉,成功路-三星鄉公所附近,10,臨街地,透天住宅,鋼筋混凝土加強磚造,０６９０５,094年12月,2,全,住宅區,29.34,39.34,247,6.28
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,臨街地,透天住宅,鋼筋混凝土造,０７５０１,095年12月,3,全,商業區,24.78,50.97,370,7.26
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,裡地,透天住宅,加強磚造,０７００２,097年01月,3,全,商業區,30.42,37.65,220,5.84
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,裡地,透天住宅,加強磚造,０６５０９,097年04月,2,全,住宅區,28.10,25.56,250,9.78
宜蘭縣,三星鄉,成功路-三星鄉公所附近,8,臨街地,透天住宅,加強磚造,０７４０４,098年01月,2,全,住宅區,26.15,35.00,220,6.29
宜蘭縣,三星鄉,成功路-三星鄉公所附近,6,裡地,透天住宅,鋼筋混凝土造,０９７０８,099年07月,3,全,住宅區,52.51,62.77,623,9.93
宜蘭縣,三星鄉,成功路-成功路50號至100號間,8,臨街地,住宅區,加強磚造,０７４０６,100年12月,2,全,透天住宅,31.12,34.70,250,7.20
宜蘭縣,三星鄉,自強新?-自強新村50號至100號間,4,臨街地,透天住宅,鋼筋混凝土加強磚造,０７０１０,101年01月,2,全,住宅區,27.55,30.39,200,6.58
宜蘭縣,三星鄉,尾塹路-尾塹橋附近,8,裡地,農舍,鋼筋混凝土造,０９５０７,096年04月,3,全,農牧用地,295.54,89.44,980,10.96
宜蘭縣,三星鄉,尾塹路-蘭陽智能發展中心附近,9,裡地,透天住宅,鋼筋混凝土造,０８３１１,097年07月,3,全,甲種建築用地,29.33,57.14,400,7.00
宜蘭縣,三星鄉,和平路-人和社區活動中心附近,4,裡地,透天住宅,鋼筋混凝土加強磚造,０７０１２,099年04月,2,全,甲種建築用地,328.21,38.45,722,18.78
宜蘭縣,三星鄉,宜196線-尾塹活動中心附近,15,裡地,透天住宅,鋼筋混凝土造,０９５０３,096年01月,3,全,甲種建築用地,30.55,46.39,560,12.07
宜蘭縣,三星鄉,宜49線-大光明圳旁,15,裡地,透天住宅,鋼筋混凝土造,０８４０９,094年04月,5,全,甲種建築用地,35.39,64.34,320,4.97
宜蘭縣,三星鄉,宜49線-大埔排水與大埔路之間,12,裡地,透天住宅,鋼筋混凝土造,０８５０５,095年04月,3,全,甲種建築用地,26.62,52.72,360,6.83
宜蘭縣,三星鄉,宜49線大埔路-捷揚新?附近,4,裡地,透天住宅,鋼筋混凝土造,０８５０４,099年01月,3,全,甲種建築用地,33.58,55.97,300,5.36
宜蘭縣,三星鄉,宜49線-大隱國小附近,12,裡地,透天住宅,鋼筋混凝土造,０８３０２,094年04月,3,全,甲種建築用地,28.02,54.13,350,6.47
宜蘭縣,三星鄉,宜49線-大隱國小附近,12,裡地,透天住宅,鋼筋混凝土造,０８５１１,096年12月,3,全,甲種建築用地,28.51,54.48,350,6.42
宜蘭縣,三星鄉,宜49線-東興玻璃纖維附近,11,臨街地,透天住宅,鋼筋混凝土造,０８３０７,098年01月,3,全,甲種建築用地,26.02,48.88,295,6.04
宜蘭縣,三星鄉,宜49線-農義橋附近,12,裡地,農舍,鋼筋混凝土造,０９５０５,096年04月,3,全,農牧用地,275.88,87.85,950,10.81
宜蘭縣,三星鄉,宜49線-鼻仔頭橋附近,11,裡地,透天住宅,鋼筋混凝土造,０８３０４,097年12月,3,全,甲種建築用地,26.62,51.16,288,5.63
宜蘭縣,三星鄉,東西八路-宜蘭教養院附近,7,裡地,透天住宅,鋼筋混凝土造,０９００７,094年01月,4,全,甲種建築用地,29.47,60.29,435,7.22
宜蘭縣,三星鄉,東興路-人和蔬果集貨市場附近,3,裡地,透天住宅,鋼筋混凝土造,０８４１２,099年12月,3,全,甲種建築用地,61.07,79.61,436,5.48
宜蘭縣,三星鄉,東興路-泰雅大橋附近,7,臨街地,透天住宅,鋼筋混凝土造,０８３０２,098年04月,3,全,甲種建築用地,47.80,58.11,320,5.51
宜蘭縣,三星鄉,家福新?社區道路-家福新?內,6,裡地,透天住宅,鋼骨混凝土造,０７００１,099年04月,2,全,乙種建築用地,30.89,29.75,240,8.07
宜蘭縣,三星鄉,家福新?社區道路-聖嘉民啟智中心附近,6,裡地,透天住宅,鋼筋混凝土加強磚造,０６９１２,099年01月,2,全,乙種建築用地,27.09,25.95,160,6.17
宜蘭縣,三星鄉,清洲路-億固混凝廠旁,6,臨街地,透天住宅,加強磚造,０７１０６,096年12月,2,全,甲種建築用地,29.95,39.02,250,6.41
宜蘭縣,三星鄉,清洲路-龍德駕訓班附近,8,臨街地,透天住宅,加強磚造,０７１０６,096年01月,2,全,甲種建築用地,29.95,39.02,200,5.13
宜蘭縣,三星鄉,清洲路-龍德駕訓班旁,9,臨街地,透天住宅,鋼筋混凝土加強磚造,０７１０６,094年04月,2,全,甲種建築用地,30.25,30.57,140,4.58
宜蘭縣,三星鄉,清洲路-龍德駕訓班旁,9,臨街地,透天住宅,鋼筋混凝土加強磚造,０７１０６,094年12月,2,全,甲種建築用地,30.25,30.57,140,4.58
宜蘭縣,三星鄉,清洲路-龍德駕訓班旁,6,臨街地,透天住宅,加強磚造,０７１０６,096年04月,2,全,甲種建築用地,30.25,30.57,180,5.89
宜蘭縣,三星鄉,貴林路-八王圍橋附近,7,裡地,透天住宅,加強磚造,０８９０４,096年12月,1,全,甲種建築用地,155.18,43.41,350,8.06
宜蘭縣,三星鄉,貴林路-八王圍橋附近,5,臨街地,透天住宅,鋼筋混凝土加強磚造,０８９０４,099年12月,1,全,甲種建築用地,155.18,43.41,440,10.14
宜蘭縣,三星鄉,貴林路-聖武堂附近,6,裡地,透天住宅,鋼筋混凝土造,０８３１２,099年12月,3,全,甲種建築用地,35.09,63.72,260,4.08
宜蘭縣,三星鄉,楓林三路-楓林派出所附近,6,裡地,透天住宅,鋼筋混凝土造,０８５１０,097年04月,3,全,甲種建築用地,32.25,56.33,336,5.96
宜蘭縣,三星鄉,義德街-三星民眾服務社附近,8,裡地,透天住宅,鋼筋混凝土造,０７５０１,090年06月,2,全,住宅區,34.48,45.38,300,6.61
宜蘭縣,三星鄉,義德路-十五號計畫道近三星市場,8,臨街地,透天住宅,鐵筋加強磚造,０６９０７,092年12月,2,全,住宅區,27.96,37.78,205,5.43
宜蘭縣,三星鄉,義德路-三星分局附近,15,臨街地,透天住宅,鋼筋混凝土造,０８１１２,092年07月,3,全,住宅區,36.96,79.87,760,9.52
宜蘭縣,三星鄉,義興路-三星國小附近,12,臨街地,透天住宅,鋼筋混凝土造,０８１０７,092年04月,3,全,住宅區,30.25,60.26,373,6.19
宜蘭縣,三星鄉,義興路-三星國小旁,8,路角地,透天住宅,鋼筋混凝土造,０７３０５,098年01月,2,全,住宅區,24.66,32.48,270,8.31
宜蘭縣,三星鄉,臺7丙省道-三星國中附近,15,裡地,透天住宅,鋼筋混凝土造,０９６０１,096年01月,3,全,住宅區,31.20,60.14,498,8.28
宜蘭縣,三星鄉,臺7丙省道-享志水泥附近,16,裡地,透天住宅,鋼筋混凝土加強磚造,０６９１２,094年01月,2,全,甲種建築用地,34.48,25.95,145,5.59
宜蘭縣,三星鄉,臺7丙線-大隱國小附近,15,臨街地,透天住宅,鋼筋混凝土造,０９００４,096年01月,3,全,甲種建築用地,24.80,50.00,480,9.60
宜蘭縣,三星鄉,臺7丙線-青果集貨場附近,15,裡地,透天住宅,加強磚造,０９００１,096年04月,2,全,甲種建築用地,126.48,49.94,650,13.02
宜蘭縣,三星鄉,臺7丙線-聖嘉民啟智中心附近,15,裡地,透天住宅,加強磚造,０６９１２,096年01月,2,全,乙種建築用地,27.53,25.95,190,7.32
宜蘭縣,三星鄉,羅三公路-大洲派出所旁,10,裡地,透天住宅,加強磚造,０７００５,094年07月,3,全,乙種建築用地,27.22,46.45,218,4.69
宜蘭縣,三星鄉,羅天公路-大埔加油站附近,15,裡地,透天住宅,鋼筋混凝土造,０８４１２,094年04月,3,全,甲種建築用地,40.53,67.53,350,5.18
宜蘭縣,三星鄉,羅天公路-歡喜堂附近,16,裡地,透天住宅,鋼筋混凝土加強磚造,０６９１０,094年01月,2,全,甲種建築用地,37.51,30.44,215,7.06
宜蘭縣,五結鄉,三吉路-三吉路51號至100號間,6,裡地,透天住宅,鋼筋混凝土加強磚造,０８１０９,101年01月,2,全,甲種建築用地,40.53,47.33,300,6.34
宜蘭縣,五結鄉,三吉路-三吉路旁,3,臨街地,農舍,鋼筋混凝土加強磚造,０８００２,097年01月,2,全,農牧用地,597.44,103.79,864,8.32
宜蘭縣,五結鄉,三吉路-三吉路與大吉路間,6,臨街地,農舍,鋼筋混凝土造,０９９０７,101年01月,3,全,農牧用地,595.92,122.63,1390,11.33
宜蘭縣,五結鄉,三吉路-三吉路與大吉路間,6,臨街地,農舍,鋼筋混凝土造,０９９１０,101年01月,3,全,農牧用地,498.82,116.90,1300,11.12
宜蘭縣,五結鄉,三吉路-三結東路與國道5號之間,5,裡地,透天住宅,鋼筋混凝土造,０８３０１,099年04月,4,全,乙種建築用地,29.51,63.39,320,5.05
宜蘭縣,五結鄉,三吉路-三結東路與國道5號間,6,裡地,透天住宅,鋼筋混凝土造,０９３０４,099年07月,3,全,乙種建築用地,42.04,66.67,421,6.31
宜蘭縣,五結鄉,三吉路-五結國中附近,6,裡地,透天住宅,鋼筋混凝土加強磚造,０６９０５,100年07月,2,全,甲種建築用地,31.90,33.41,266,7.96
宜蘭縣,五結鄉,三吉路-宜29線北宜高速公路間,10,裡地,廠辦,鋼骨鋼筋混凝土造,０７６０７,094年04月,1,全,丁種建築用地,1224.22,1629.26,9500,5.83
宜蘭縣,五結鄉,三吉路-宜29線北宜高速公路間,10,裡地,透天住宅,鋼筋混凝土造,０８３０１,094年04月,4,全,乙種建築用地,29.51,62.67,380,6.06
宜蘭縣,五結鄉,三吉路-國立特殊教育學校附近,10,裡地,農舍,鋼筋混凝土造,０９７０５,097年12月,3,全,農牧用地,241.70,80.24,730,9.10
宜蘭縣,五結鄉,三吉路-國道5號與三吉路間,6,裡地,透天住宅,鋼筋混凝土造,０８２０６,099年12月,3,全,甲種建築用地,35.09,50.55,295,5.84
宜蘭縣,五結鄉,三吉路-靈惠廟附近,10,裡地,透天住宅,鋼筋混凝土造,０８３０１,096年04月,4,全,乙種建築用地,29.51,61.80,320,5.18
宜蘭縣,五結鄉,三吉路-靈惠廟附近,10,臨街地,透天住宅,鋼筋混凝土造,０９６０４,096年07月,3,全,乙種建築用地,26.32,43.13,310,7.19
宜蘭縣,五結鄉,三吉路-靈惠廟附近,10,裡地,透天住宅,鋼筋混凝土造,０８３０１,097年01月,4,全,乙種建築用地,28.27,61.80,320,5.18
宜蘭縣,五結鄉,三結西路-三結西路1號至50號間,6,裡地,透天住宅,鋼筋混凝土造,０９７０２,101年04月,3,全,農業區,39.46,60.61,580,9.57
宜蘭縣,五結鄉,三結西路-三結西路附近,5,裡地,透天住宅,鋼筋混凝土造,０９６１０,096年12月,3,全,甲種建築用地,23.29,49.95,450,9.01
宜蘭縣,五結鄉,三結西路-宜蘭縣家畜市場附近,5,裡地,透天住宅,鋼筋混凝土造,０９７０２,097年04月,3,全,農業區,39.46,60.61,510,8.41
宜蘭縣,五結鄉,三結西路-莫札特,5,裡地,透天住宅,鋼筋混凝土造,０９６１０,097年07月,3,全,甲種建築用地,27.74,49.03,420,8.57
宜蘭縣,五結鄉,三結西路-興中紙業附近,5,裡地,透天住宅,鋼筋混凝土造,０９７０２,097年07月,3,全,住宅區,40.78,60.33,506,8.39
宜蘭縣,五結鄉,三結西路-羅東高爾夫練習場附近,7,裡地,透天住宅,鋼筋混凝土造,１０００８,101年01月,3,全,農業區,27.95,52.17,500,9.58
